"TID_INTRO_MESSAGE_TITLE","BOAS-VINDAS AO HADES' STAR"
"TID_ADD_MODULE_DLG_ALREADY_INSTALLED","JÁ INSTALADO"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_XP","EXP: {0}/{1}"
"TID_MODULE_LEVEL_INDICATOR","NÍVEL {0}"
"TID_SHIP_UPGRADE_DLG_SUPPORTED_MODULE_TYPES_LABEL","Tipo de módulo aceito:"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_TRANSPORT","Esta nave ganha EXP entregando Carregamentos e Artefatos.\n\nComplete a barra de EXP para chegar ao próximo nível e desbloquear mais um nicho de módulo."
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_MINER","Esta nave ganha EXP coletando e entregando Hidrogênio.\n\nComplete a barra de EXP para chegar ao próximo nível e desbloquear mais um nicho de módulo."
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_BATTLESHIP","Esta nave ganha EXP causando dano a outra naves.\n\nComplete a barra de EXP para chegar ao próximo nível e desbloquear mais um nicho de módulo."
"TID_SHIP_UPGRADE_DLG_UPGRADE_SLOT_LEVEL_PROMPT","ADICIONAR NICHO"
"TID_SHIP_UPGRADE_DLG_MAX_SLOT_LEVEL","Esta nave já está no nível máximo de melhoria."
"TID_SHIP_UPGRADE_DLG_MAX_MODULE_LEVEL","Esta módulo já está no nível máximo de melhoria."
"TID_SHIP_UPGRADE_DLG_CANNOT_UPGRADE_MODULE_LEVEL_LOCKED","Falha no comando: Nível do módulo incorreto"
"TID_MODULE_TYPE","TIPO"
"TID_MODULE_TYPE_PASSIVE","Passivo"
"TID_MODULE_TYPE_ACTIVATED","Ativo"
"TID_MODULE_SHIELD_REGEN_DELAY","ATRASO DE REGENERAÇÃO"
"TID_MODULE_SHIELD_FULL_REGEN_TIME","TEMPO DE REGENERAÇÃO COMPLETO"
"TID_MODULE_MASS_BATTERY","ARTILHARIA MÚLTIPLA"
"TID_MODULE_MASS_BATTERY_DESCR","Atira de forma simultânea em vários inimigos a seu alcance."
"TID_MODULE_DUAL_LASER","LASER DUPLO"
"TID_MODULE_DUAL_LASER_DESCR","Dispara um raio laser contra dois inimigos ao alcance. O dano aumenta de forma incremental se os dois raios estiverem ativos."
"TID_INFO_NO_MODULES_AVAILABLE_TO_INSTALL","Pesquise mais Artefatos para desbloquear módulos que podem ser instalados neste nicho."
"TID_INFO_MODULES_AVAILABLE_BUT_LOCKED","Você pode desbloquear módulos para instalar neste nicho na janela Tecnologia."
"TID_INFO_MODULES_OPEN_TECH_WINDOW","<a name=''tech''>Abrir janela Tecnologia</a>"
"TID_MODULE_LEAP_DISABLE_STAT","TEMPO DE INATIVIDADE"
"TID_MODULE_CRUNCH_MAX_AMOUNT","QUANTIA MÁXIMA"
"TID_MODULE_TRIGGER_TIME","ACIONAMENTO"
"TID_MODULE_PROJECTILE_DAMAGE","DANO DA EXPLOSÃO"
"TID_MODULE_PROJECTILE_DAMAGERANGE","ALCANCE DA EXPLOSÃO"
"TID_MODULE_SECONDARY_DAMAGE","DANO NEUTRALIZADO"
"TID_MODULE_SECONDARY_RANGE","ALCANCE DO DANO NEUTRALIZADO"
"TID_MODULE_ENRICH_INCREASE","AUMENTO DE HIDROGÊNIO"
"TID_MODULE_ENRICH_MAX_CAPACITY_PER_ASTEROID","QUANTIA MÁX. DE ENRIQUECIMENTO"
"TID_MODULE_RUSH_SPEED_INCR","AUMENTO DE VELOCIDADE"
"TID_MODULE_RUSH_SPEED_INCR_VAL_PER_SHIPMENT","+{0}% / CARREGAMENTO"
"TID_MODULE_GENESIS_MAX_ASTEROIDS","MÁX. ASTEROIDES NOVOS"
"TID_MODULE_GENESIS_MAX_HYDRO","MÁX. HIDROGÊNIO NOVO"
"TID_OFFLOAD_MODULE_PAYOFF","LUCRO"
"TID_DESTINY_DISABLE_DURATION","DURAÇÃO DA INATIVIDADE"
"TID_MODULE_ACTIVATION_PREP_TIME","ATRASO DE ATIVAÇÃO"
"TID_MODULE_SECTOR_COOLDOWN","REATIVAÇÃO DO SETOR"
"TID_MODULE_HULL_THRESHOLD_STAT","LIMITE DA RESISTÊNCIA DA FUSELAGEM"
"TID_DISPATCH_PREP_TIME","TEMPO DE PREPARAÇÃO POR ITEM"
"TID_REQUIRED_HYDROGEN","HIDROGÊNIO NECESSÁRIO"
"TID_JUMP_DLG_TITLE","CONFIRMAR SALTO"
"TID_JUMP_DLG_INFO_SINGLE","Saltar as naves selecionadas para o sistema estelar conectado?"
"TID_JUMP_DLG_INFO_ALL","Saltar {0} naves ancoradas para o sistema estelar conectado?"
"TID_JUMP_FLAGSHIP","Saltar a nave-chefe da Estrela Branca?"
"TID_JUMP_DLG_JUMP_ALL","Saltar todas as naves ancoradas"
"TID_JUMP_DLG_FOLLOW_PROMPT","Seguir para a estrela alvo"
"TID_JUMP_TRADE_ITEMS_LOST_CONFIRM","Todos os carregamentos armazenados serão perdidos no salto. Deseja mesmo saltar?"
"TID_MISSIONS_ITEM_SEARCH_BUTTON","COMEÇAR A ESCANEAR"
"TID_MISSIONS_ITEM_SEARCH_NOW_BUTTON","ESCANEAR AGORA"
"TID_MISSIONS_ITEM_VIEWSTAR_BUTTON","VISITAR"
"TID_MISSIONS_ITEM_STATUS_AVAILABLE","Disponível"
"TID_MISSIONS_DLG_RED_STAR_DETECTED","ESTRELA DETECTADA"
"TID_MISSIONS_DLG_RED_STAR_SUPERNOVA_TIMER","SUPERNOVA EM {0}"
"TID_MISSIONS_DLG_MISSION_HINT","Você pode enviar naves por esta estação para recolher artefatos na Estrela Vermelha detectada.\n\nTenha cuidado: Qualquer nave que não conseguir voltar antes da estrela entrar em supernova será perdida para sempre."
"TID_MISSIONS_ITEM_STATUS_SEARCHING_FOR_RED_STAR","BUSCANDO ESTRELA VERMELHA\n(NÍVEL {0})"
"TID_MISSIONS_DLG_ABANDON_STAR","ABANDONAR"
"TID_MISSIONS_DLG_ABANDON_STAR_CONFIRM","Deseja mesmo abandonar a estrela? Você perderá acesso a ela permanentemente."
"TID_MISSIONS_DLG_ABANDON_FAIL","Você ainda tem naves nesta estrela. Você só pode abandoná-la após levar suas naves de volta à estrela de origem."
"TID_MISSIONS_DLG_NEW_SCAN_TIME","O Sensor está esfriando. Será possível escanear novamente em:"
"TID_MISSIONS_DLG_SCANNER_READY","PRONTO PARA ESCANEAR"
"TID_MISSIONS_DLG_RED_STAR_LEVEL_PROMPT","NÍVEL DA ESTRELA:"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE","TIPO DE PESQUISA:"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PUBLIC","Pública"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PUBLIC_DESCR","Qualquer um pode entrar nesta Estrela Vermelha."
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PRIVATE","Privada"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PRIVATE_DESCR","Apenas membros da Corporação podem entrar nesta Estrela Vermelha. Os resultados da busca serão publicados no bate-papo da Corporação."
"TID_MISSIONS_DLG_JOIN_CORP_PROMPT","<a name=''__joincorp''>Entre em uma Corporação</a> para desbloquear Estrelas Vermelhas particulares."
"TID_MISSIONS_DLG_MAX_SEARCH_TIME","Tempo máximo restante: "
"TID_MISSIONS_DIALOG_SEARCH_HINT","Este Sensor permite que você encontre Estrelas Vermelhas distantes. Essas estrelas têm vida curta, contêm Artefatos valiosos que você pode pesquisar e geralmente são protegidas por forças Cerberus."
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE","Não é possível receber mais influência de Estrelas Vermelhas deste nível."
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE_UPGRADE","Não é possível receber mais influência de Estrelas Vermelhas deste nível. Melhore o Sensor para ter acesso a Estrelas de nível mais alto que podem te conceder mais influência."
"TID_MISSIONS_DIALOG_SEARCH_INFLUENCE_INFO","Destrua naves Cerberus o suficiente e recupere Artefatos nesta Estrela Vermelha para receber {0}-{1} de influência."
"TID_MISSIONS_DLG_SEARCHING_HINT_1","Cada jogador recebe Artefatos próprios nas Estrelas Vermelhas. Você não pode roubar os Artefatos de outro jogador. A melhor estratégia é derrotar as forças Cerberus em equipe."
"TID_MISSIONS_DLG_SEARCHING_HINT_2","Não é permitido que jogadores lutem entre si em Estrelas Vermelhas. Seu Encouraçado só abrirá fogo contra forças Cerberus."
"TID_MISSIONS_DLG_SEARCHING_HINT_3","Ao melhorar o Sensor de Estrelas Vermelhas, você poderá encontrar estrelas de nível maior. Estrelas de nível maior fornecem artefatos melhores, porém são protegidas por forças Cerberus mais poderosas."
"TID_MISSIONS_DLG_SEARCHING_HINT_4","Use a janela de bate-papo para coordenar estratégias com outros jogadores. "
"TID_MISSIONS_DLG_SEARCHING_HINT_5","Embora recuperar Artefatos seja o objetivo principal, as Estrelas Vermelhas também são repletas de campos de asteroides. Mantenha suas naves mineradoras longe do perigo ou proteja-as com encouraçados."
"TID_MISSIONS_DLG_SEARCHING_HINT_6","Participar de missões em Estrelas Vermelhas é uma ótima forma de aumentar sua influência, o que, por sua vez, ajuda você e sua Corporação a subir na Classificação."
"TID_MISSIONS_DLG_SEARCHING_HINT_7","Mova algumas naves para o Sensor de Estrelas Vermelhas enquanto a busca está em andamento. Assim, elas já estarão prontas para o salto assim que a estrela for descoberta, sem perder tempo."
"TID_MISSIONS_DLG_SEARCHING_HINT_8","Fique de olho nos níveis de Hidrogênio do seu Império para garantir que há o suficiente para saltar suas naves até as Estrelas Vermelhas e trazê-las de volta."
"TID_MISSIONS_DLG_SEARCHING_HINT_9","Posicione seus Encouraçados sem danos nas linhas de frente, para que recebam a maior parte dos ataques do inimigo e protejam as naves mais vulneráveis."
"TID_MISSIONS_DLG_SEARCHING_HINT_10","Alguns módulos funcionam melhor quando há naves de outros jogadores por perto."
"TID_MISSIONS_DLG_SEARCHING_HINT_11","Só é possível adicionar um Artefato ao Cargueiro por vez."
"TID_MISSIONS_DLG_SEARCHING_HINT_12","Quanto maior o Artefato, mais recursos e planos ele concederá quando pesquisado."
"TID_MISSIONS_DLG_SEARCHING_HINT_13","Artefatos Esfera contêm Planos para módulos de Armas e Escudos que podem ser equipados em Encouraçados."
"TID_MISSIONS_DLG_SEARCHING_HINT_14","Artefatos de Cristal Azul contêm Planos para módulos que aumentam a eficiência de seus Cargueiros e Mineradoras."
"TID_MISSIONS_DLG_SEARCHING_HINT_15","Artefatos Tetraedro contêm Planos para poderosos módulos de suporte que podem ser equipados em Encouraçados, e em Cargueiros e Mineradoras de níveis mais altos."
"TID_MSG_CANNOT_START_RED_STAR_SEARCH_DURING_MAINTENANCE","Não é possível iniciar a busca por uma nova Estrela Vermelha durante a manutenção do servidor."
"TID_MISSIONS_DLG_LAST_RESULT_TITLE","RESULTADO DA ÚLTIMA ESTRELA VERMELHA"
"TID_MISSIONS_DLG_LAST_RESULT_DISMISS_BTN","FECHAR"
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_NOT_PARTICIPATED","Você não participou das operações nesta estrela."
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_WON","Sua atividade nesta Estrela Vermelha aumentou sua influência."
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_LOST","Sua atividade nesta Estrela Vermelha não foi suficiente para aumentar sua influência."
"TID_MISSIONS_DLG_VIEW_REPLAY","VER REPRISE"
"TID_MISSIONS_DLG_SHARE_REPLAY","COMPARTILHAR REPRISE"
"TID_MISSIONS_DLG_SHARE_REPLAY_CONFIRM","Deseja mesmo compartilhar a reprise desta missão com a sua Corporação?"
"TID_MISSIONS_DLG_REPLAY_SHARED","Sua reprise foi compartilhada"
"TID_RED_STAR_DIALOG_INFLUENCE_REWARDS","RECOMPENSAS DE INFLUÊNCIA"
"TID_RS_DIALOG_INFLUENCE_REWARDS_TOOLTIP","Toda Estrela Vermelha pode premiar ou subtrair pontos de Influência. Para ganhar Influência, destrua naves Cerberus o bastante e recupere Artefatos para atingir a pontuação do Limite exibido abaixo do ícone de estrela."
"TID_RS_INFLUENCE_REWARD_VICTORY","VITÓRIA"
"TID_RS_INFLUENCE_REWARD_DEFEAT","DERROTA"
"TID_RS_CURRENT_INFLUENCE","INFLUÊNCIA ATUAL"
"TID_RS_INFLUENCE_GAIN_SLOW","Você está ganhando Influência a um ritmo reduzido. Melhore seu Sensor de Estrelas Vermelhas para avançar mais rápido."
"TID_BS_SCANNER_BRING_SHIP","Traga um encouraçado a essa estação para ativar o sensor de Estrelas Azuis."
"TID_BS_SCANNER_BRING_OR_SELECT_SHIP","Traga um encouraçado a essa estação ou reconstrua um dos usados anteriormente:"
"TID_BS_SCANNER_CONFIRM_REBUILD","Reconstruir um encouraçado com um modelo usado anteriormente?"
"TID_BS_SCANNING","ESCANEANDO ESTRELAS AZUIS"
"TID_BS_LAST_RESULTS","ÚLTIMOS RESULTADOS DE ESTRELAS AZUIS"
"TID_BS_FINAL_POSITIONS","CLASSIFICAÇÕES FINAIS"
"TID_BS_NO_WINNER","SEM VENCEDOR"
"TID_BS_BOT_SHIP_NAME","Encouraçado Solitário"
"TID_BS_SHIP_JUMP_INFO","Sua nave saltará automaticamente quando a Estrela Azul for descoberta."
"TID_BS_CREDIT_REWARD_TITLE","RECOMPENSA DE CRÉDITOS"
"TID_BS_CREDIT_REWARD_DISABLED","Seu encouraçado não tem direito a recompensas de Créditos porque possui um SANTUÁRIO instalado.\n\nSubstitua o SANTUÁRIO com outro módulo para aumentar suas chances de conseguir a Estrela Azul e receber recompensas de Créditos em qualquer situação."
"TID_BS_CREDIT_REWARD_DESCR","A recompensa de Créditos é calculada com base em {0}% do custo de reconstrução do encouraçado enviado à Estrela Azul.\n\nVocê sempre receberá a recompensa se perder sua nave na Estrela Azul. Você também receberá a recompensa pela primeira vitória em Estrela Azul a cada {1}."
"TID_BS_CREDIT_REWARD_1ST_ACTIVE","Você receberá a recompensa de Créditos total independentemente do resultado da próxima missão em Estrela Azul."
"TID_BS_CREDIT_REWARD_1ST_INACTIVE","Você não receberá a recompensa de Créditos se vencer a próxima missão em Estrela Azul. Ainda poderá receber a recompensa se perder sua nave. A próxima recompensa de Créditos ficará disponível em {0}"
"TID_BS_CANT_SEARCH_MAINTENANCE","Não é possível iniciar uma nova busca de Estrelas Azuis tão perto da manutenção programada."
"TID_BS_HYDRO_REWARD_TITLE","RECOMPENSA DE HIDROGÊNIO"
"TID_BS_HYDRO_REWARD_INFO","O Hidrogênio recompensado depende da sua classificação final na Estrela Azul e da capacidade máxima do seu Império. Há também uma quantidade máxima de Hidrogênio que pode ser obtida por dia."
"TID_BS_HYDRO_REWARD_PROGRESS","Você ganhou {0}/{1} de Hidrogênio hoje."
"TID_BS_HYDRO_REWARD_FULL","Você voltará a ganhar recompensas de Hidrogênio em Estrelas Azuis em {0}."
"TID_BS_FRAGMENTS_REWARD_TITLE","FRAGMENTOS ESTELARES AZUIS"
"TID_BS_FRAGMENTS_REWARD_DESCR","Toda missão em Estrelas Azuis confere Fragmentos Estelares Azuis de acordo com sua classificação final. Colete esses fragmentos para dar energia à estação do Transmissor de Carga, avançar nos placares de Estrelas Azuis e receber recompensa de Cristais garantida no fim de cada temporada.\n\nPara mais informações, <a name=''__bsldb''>veja os placares de Estrelas Azuis</a>."
"TID_BS_SEASON_AWARD","A temporada de evento das Estrelas Azuis acabou! Seus Fragmentos Estelares Azuis excederam em {0} e você recebeu <quad class=''pc''> <c3>{1}</color>"
"TID_WS_SEASON_AWARD","A temporada do Evento Estrela Branca acabou! Sua pontuação passou de {0}; você recebeu como prêmio <quad class=''pc''> <c3>{1}</color>"
"TID_BS_SEASON_TOP_AWARD","A temporada de evento das Estrelas Azuis acabou! Você está na posição {0} nos placares e recebeu <quad class=''pc''> <c3>{1}</color>"
"TID_WS_SEASON_TOP_AWARD","A temporada do Evento Estrela Branca acabou! Você está na posição {0} nos placares e recebeu <quad class=''pc''> <c3>{1}</color>"
"TID_BS_FINAL_STANDING","POSIÇÃO FINAL:"
"TID_BS_REWARDS_RECEIVED","RECOMPENSAS RECEBIDAS"
"TID_BS_PARTICIPATING_SHIP","NAVE PARTICIPANTE"
"TID_BS_REWARDS_OVERFLOW","Algumas recompensas podem ser perdidas devido à capacidade. Certifique-se de ter capacidade para Créditos e Hidrogênio o suficiente antes de iniciar a busca."
"TID_BS_SEARCHING_HINT_1","Estrelas Azuis estão em constante colapso. Fique dentro da área segura em direção ao centro da estrela. As naves dentro da área vermelha do colapso serão destruídas instantaneamente."
"TID_BS_SEARCHING_HINT_2","Não entre no setor central que contém a Estrela Azul, a não ser que seja necessário. A Estrela Azul causará dano constante a todas as naves no setor."
"TID_BS_SEARCHING_HINT_3","O encouraçado que sobreviver por mais tempo vence a missão. Se os últimos encouraçados sobreviventes forem destruídos ao mesmo tempo, a partida acabará em empate e sem vencedor."
"TID_BS_SEARCHING_HINT_4","Equipar seu encouraçado com os módulos certos pode ser decisivo para vencer em Estrelas Azuis. Confira as reprises para analisar a estratégia de outros jogadores e não tenha medo de experimentar novos módulos."
"TID_BS_SEARCHING_HINT_5","O objetivo da Estrela Azul é sobreviver por mais tempo que outros encouraçados. Evite o combate com as naves Cerberus, ou use-as contra outros jogadores."
"TID_RELAY_HUD_SELECT_SECTOR","SELECIONE UM SETOR PARA ATIVAR O TRANSMISSOR"
"TID_OBJECT_ACTION_RELAY_STATUS","STATUS DO TRANSMISSOR"
"TID_RELAY_DLG_COLLECT_MORE_FRAGMENTS","Para ativar o Transmissor em um novo setor, colete mais Fragmentos Estelares em Estrelas Azuis."
"TID_ERR_SECTOR_ALREADY_IN_RELAY","O Transmissor já está ativo neste setor."
"TID_ERR_SECTOR_NO_SHIPMENTS","Este setor não produz carregamentos."
"TID_ACTIVATE_RELAY","ATIVAR EM UM NOVO SETOR"
"TID_RELAY_NUM_SHIPMENTS","{0} carregamentos no setor"
"TID_RELAY_EXPIRE_TIME","Expira em {0}"
"TID_RELAY_NEXT_SHIPMENT","Próxima entrega em {0}"
"TID_PLAYER_DETAILS_VISIT","Visitar estrela"
"TID_PLAYER_DETAILS_VIEW","Detalhes do jogador"
"TID_PLAYER_DETAILS_VIEWCORP","Ver Corporação"
"TID_PLAYER_DETAILS_INVITE","Convidar"
"TID_PLAYER_DETAILS_INVITE_SENT","Você convidou este jogador a se juntar à sua Corporação."
"TID_PLAYER_DETAILS_INVITE_FAIL_1","O convite falhou. O jogador já faz parte de uma Corporação."
"TID_PLAYER_DETAILS_YOUR_PROFILE","Seu perfil"
"TID_PLAYER_DETAILS_PROMOTE","Promover"
"TID_PLAYER_DETAILS_DEMOTE","Rebaixar"
"TID_PLAYER_DETAILS_KICK","Expulsar"
"TID_PLAYER_DETAILS_CONFIRM_KICK","Deseja mesmo expulsar {0} da Corporação?"
"TID_PLAYER_DETAILS_PROMOTE_TO_LEADER","Gostaria de promover {0} a Primeiro Oficial? Você se tornará um Oficial."
"TID_PLAYER_DETAILS_PROMOTE_MSG","Você promoveu {0}."
"TID_PLAYER_DETAILS_DEMOTE_MSG","Você rebaixou {0}."
"TID_PLAYER_DIPLOMACY_DLG_TITLE","INFO DO JOGADOR"
"TID_PLAYER_DIPLOMACY_DLG_END_DIPLOMACY","Encerrar Relações Diplomáticas"
"TID_PLAYER_DIPLOMACY_STAT_DURATION","RELAÇÕES DIPLOMÁTICAS HÁ"
"TID_PLAYER_DIPLOMACY_STAT_TOTAL_SHIPMENT","VALOR TOTAL DO CARREGAMENTO"
"TID_PLAYER_DIPLOMACY_DLG_TRADE_INFO","Relações diplomáticas estabelecidas {0} atrás. Total de tributos recolhidos pela atividade deste jogador: {1} CR"
"TID_PLAYER_DIPLOMACY_DLG_GRAPH_7_DAYS_AGO","7 dias atás"
"TID_PLAYER_DIPLOMACY_DLG_GRAPH_TODAY","Hoje"
"TID_PLAYER_DIPLOMACY_DLG_GRAPH_TAXES_PER_DAY","HISTÓRICO DE VALORES DOS CARREGAMENTOS"
"TID_ERROR_CANNOT_ACCEPT_DIPLO_REQUEST","Não é possível aceitar este pedido. O outro jogador não tem Estações Diplomáticas disponíveis."
"TID_ASTEROID_FIELD_DESCR","Campos de asteroides contêm Hidrogênio que pode ser extraído por Mineradoras ao longo do tempo."
"TID_CR_ASTEROID_FIELD","Campo de Asteroides Rico"
"TID_CR_ASTEROID_FIELD_DESCR","Este campo de asteroides especial adiciona uma quantia única de Créditos ao Império do proprietário quando exaurida. Campos de asteroides ricos são raros e apenas aparecem uma vez por dia para cada jogador em Estrelas Vermelhas."
"TID_BS_ASTEROID_FIELD_DESCR","Este campo de asteroides não tem mais Hidrogênio e só pode ser usado como parada de navegação."
"TID_MOON_DESCR","Luas produzem carregamentos que podem ser vendidos em outras luas, planetas ou estações comerciais."
"TID_STAR_OWNER","PROPRIETÁRIO"
"TID_STAR_OWNER_DESCR","O proprietário de uma estrela controla que outros Impérios podem acessá-la estabelecendo relações diplomáticas."
"TID_STAR_CONDITION","CONDIÇÃO"
"TID_STAR_CONDITION_STABLE","Estável"
"TID_STAR_CONDITION_STABLE_DESCR","Esta estrela não está prestes a entrar em supernova."
"TID_STAR_CONDITION_SUPERNOVA","Supernova iminente"
"TID_STAR_CONDITION_SUPERNOVA_TIMER","Supernova em {0}"
"TID_STAR_CONDITION_SUPERNOVA_DESCR","Esta estrela explodirá em breve. Qualquer nave ou estrutura deixada aqui será destruída."
"TID_STAR_SYSTEM_SIZE_0","Pequeno"
"TID_STAR_SYSTEM_SIZE_1","Grande"
"TID_STAR_SYSTEM_SIZE","TAMANHO DO SISTEMA ESTELAR"
"TID_STAR_SYSTEM_SIZE_DESCR","Quanto maior o sistema estelar, mais você gasta para mover suas naves, tanto em tempo, quanto em Hidrogênio."
"TID_SECURITY_RATING","NÍVEL DE SEGURANÇA"
"TID_SECURITY_RATING_0","Seguro"
"TID_SECURITY_RATING_1","Inseguro"
"TID_SECURITY_RATING_0_DESCR","Combates entre jogadores não é permitido neste sistema estelar."
"TID_SECURITY_RATING_1_DESCR","Suas naves abrirão fogo contra qualquer nave de jogadores de outras Corporações."
"TID_SECURITY_RATING_2","Inseguro"
"TID_SECURITY_RATING_2_DESCR","Suas naves abrirão fogo contra as naves dos outros jogadores."
"TID_FLEET_HULL_STRENGTH_MAX","RESISTÊNCIA MÁX. DA FUSEL."
"TID_FLEET_HULL_STRENGTH_INFO","A resistência atual e máxima da fuselagem desta nave. Quando os pontos de resistência da fuselagem chegam a zero, a nave é destruída."
"TID_FLEET_HULL_STRENGTH_INFO_MAX","Determina a potência defensiva máxima desta nave."
"TID_FLEET_HULL_STRENGTH","RESISTÊNCIA DA FUSELAGEM"
"TID_FLEET_HEAL_RATE","ÍNDICE DE REPARO"
"TID_FLEET_HEAL_RATE_DESCR","A quantidade de pontos de Fuselagem reparada por segundo, quando a nave está ancorada em um planeta ou estação na Estrela de Origem."
"TID_FLEET_SHIELD_STRENGTH","POTÊNCIA DO ESCUDO"
"TID_FLEET_SHIELD_STRENGTH_INFO","Os escudos concedem proteção adicional à fuselagem da nave. Quando o escudo se esgota, a fuselagem começa a receber o dano."
"TID_DESTROYER_AREADAMAGE","QUANTIDADE DO DANO DE ÁREA"
"TID_DESTROYER_AREADAMAGERANGE","ALCANCE DO DANO DE ÁREA"
"TID_FLEET_SENTINELS_SPAWNED","SENTINELAS GERADAS"
"TID_FLEET_SENTINELS_SPAWNED_DESCR","O número de naves que aparecerão quando esta nave for destruída."
"TID_FLEET_DPM","DANO POR SEGUNDO"
"TID_FLEET_DPM_INFO","O dano que esta nave causa à nave inimiga a cada segundo."
"TID_ATTACK_RANGE","ALCANCE DO ATAQUE"
"TID_FLEET_SHIPMENT_TITLE","CARREGAMENTO"
"TID_FLEET_SHIPMENT_INFO","{0} ({1})"
"TID_OWNER","Propriedade de {0}"
"TID_COLONIZED_BY","Colonizado por {0}"
"TID_CERBERUS_STATION_SPAWN_LABEL","NAVES GERADAS"
"TID_CERBERUS_STATION_ATTACK_RANGE","ALCANCE DO ATAQUE"
"TID_CERBERUS_STATION_ATTACK_DAMAGE","DANO POR SEGUNDO"
"TID_CERBERUS_STATION_HULL_LABEL","RESISTÊNCIA DA FUSELAGEM"
"TID_CERBERUS_STATION_SHIELD_LABEL","POTÊNCIA DO ESCUDO"
"TID_CERBERUS_STATION_SHIELD_REGEN_LABEL","REGENERAÇÃO DO ESCUDO"
"TID_CERBERUS_STATION_SHIELD_REGEN_DELAY","ATRASO DE REGENERAÇÃO"
"TID_CERBERUS_STATION_SHIELD_REGEN_DELAY_INFO","O tempo que leva até que o escudo comece a se regenerar após levar dano."
"TID_FLEET_MINERAL_CAPACITY","RESERVA DE HIDROGÊNIO PREENCHIDA"
"TID_FLEET_MINERAL_CAPACITY_INFO","Quando a reserva estiver totalmente preenchida, leve a nave até um de seus planetas para depositar o Hidrogênio."
"TID_FLEET_HYDRO_USAGE","HIDROGÊNIO USADO"
"TID_FLEET_HYDRO_USAGE_VALUE","{0}/100 UA"
"TID_FLEET_HYDRO_USAGE_DESCR","A quantia total de Hidrogênio que a nave usa ao viajar (inclui módulos instalados)"
"TID_FLEET_JUMP_HYDRO_USAGE","CUSTO DO SALTO"
"TID_FLEET_JUMP_HYDRO_USAGE_DESCR","A quantia total de Hidrogênio que a nave usa ao saltar para outro sistema."
"TID_FLEET_SLOTS_0","NICHOS DE MÓDULO (COMÉRCIO)"
"TID_FLEET_SLOTS_0_DESCR","O número de nichos que a nave tem para instalar módulos de comércio."
"TID_FLEET_SLOTS_1","NICHOS DE MÓDULO (MINERAÇÃO)"
"TID_FLEET_SLOTS_1_DESCR","O número de nichos que a nave tem para instalar módulos de mineração."
"TID_FLEET_SLOTS_2","NICHOS DE MÓDULO (SUPORTE)"
"TID_FLEET_SLOTS_2_DESCR","O número de nichos que a nave tem para instalar módulos de suporte."
"TID_FLEET_SLOTS_3","NICHOS DE MÓDULO (ARMA)"
"TID_FLEET_SLOTS_3_DESCR","O número de nichos que a nave tem para instalar módulos de arma."
"TID_FLEET_SLOTS_4","NICHOS DE MÓDULO (ESCUDO)"
"TID_FLEET_SLOTS_4_DESCR","O número de nichos que a nave tem para instalar módulos de escudo."
"TID_PLANET_LEVEL_DESCR","NÍVEL DO PLANETA"
"TID_PLANET_LEVEL_INFO","Planetas de níveis mais altos produzem mais carregamentos e podem armazenar mais recursos."
"TID_FLEET_SPEED","VELOCIDADE"
"TID_SPEED_DIST_PER_MINUTE","{0}UA/{1}"
"TID_SHIPYARD_CAPACITY","CAPACIDADE DA FROTA"
"TID_SHIPYARD_CAPACITY_DESCR","A quantidade de naves que seu Império suporta."
"TID_BUILDING_LEVEL_DESCR","NÍVEL DA ESTAÇÃO"
"TID_DISBAND_SHIP_BUTTON","Desmontar"
"TID_UPGRADE_BUTTON","MELHORAR"
"TID_INFO_VALUE_PER_HR","{0}/h"
"TID_INFO_VALUE_PER_SEC","{0}/s"
"TID_INFO_VALUE_PER_DAY","{0}/d"
"TID_INSTALLED_MODULES_AREA_TITLE","MÓDULOS INSTALADOS:"
"TID_SECTOR_UNLOCK_PRICE","PREÇO PARA ESCANEAR"
"TID_SECTOR_UNLOCK_TIME","TEMPO DE ESCANEAMENTO"
"TID_UNEXPLORED_SECTOR","Setor inexplorado"
"TID_UNEXPLORED_SECTOR_DESCR","Uma área desconhecida do espaço. Construa um Sensor de Curto Alcance em um setor adjacente para explorar."
"TID_SECTOR_DISPLAY_NAME","Setor {0}"
"TID_ASTERID_FIELD_HYDROGEN_REMAINING","HIDROGÊNIO NESTE ASTEROIDE"
"TID_ASTERID_FIELD_CREDIT_REWARD","CRÉDITOS ARMAZENADOS"
"TID_TOTAL_HYDRO_IN_SECTOR","TOTAL DE HIDROGÊNIO NO SETOR"
