"TID_INTRO_MESSAGE_TITLE","欢迎来到HADES' STAR"
"TID_PLAYER_DETAILS_PROMOTE","晋升"
"TID_PLAYER_DETAILS_DEMOTE","降职"
"TID_PLAYER_DETAILS_KICK","移出"
"TID_PLAYER_DETAILS_CONFIRM_KICK","您确定要将{0}移出星际集团吗？"
"TID_PLAYER_DETAILS_PROMOTE_TO_LEADER","您想晋升{0}为新的首席干事吗？您将成为一名干事。"
"TID_PLAYER_DETAILS_PROMOTE_MSG","您晋升了{0}"
"TID_PLAYER_DETAILS_DEMOTE_MSG","您降职了{0}"
"TID_PLAYER_DIPLOMACY_DLG_TITLE","玩家信息"
"TID_PLAYER_DIPLOMACY_DLG_END_DIPLOMACY","终止外交关系"
"TID_PLAYER_DIPLOMACY_STAT_DURATION","外交关系已持续"
"TID_PLAYER_DIPLOMACY_STAT_TOTAL_SHIPMENT","货物总价值"
"TID_PLAYER_DIPLOMACY_DLG_TRADE_INFO","外交关系建立于{0}之前，从该玩家活动中获得总收入：{1}星币"
"TID_PLAYER_DIPLOMACY_DLG_GRAPH_7_DAYS_AGO","7天前"
"TID_PLAYER_DIPLOMACY_DLG_GRAPH_TODAY","今天"
"TID_PLAYER_DIPLOMACY_DLG_GRAPH_TAXES_PER_DAY","历史货物价值"
"TID_ERROR_CANNOT_ACCEPT_DIPLO_REQUEST","无法接受该请求。另一位玩家没有空闲的太空外交站。"
"TID_ASTEROID_FIELD_DESCR","小行星带中含有氢气资源，可使用采矿舰逐渐采集。"
"TID_CR_ASTEROID_FIELD","富足小行星带"
"TID_CR_ASTEROID_FIELD_DESCR","当完全开采后，此特殊小行星带将添加一个星币至拥有者的帝国。富足小行星带十分稀有，且每位玩家每天仅可在红巨星中发现一次。"
"TID_BS_ASTEROID_FIELD_DESCR","小行星带的氢气已耗尽，现在只能作为一处导航路径点。"
"TID_MOON_DESCR","卫星生成的货物可被运送至其他卫星、星球或太空贸易站赚取收益。"
"TID_STAR_OWNER","拥有者"
"TID_STAR_OWNER_DESCR","恒星的拥有者能通过与其他帝国建立外交关系，控制对其的访问权限。"
"TID_STAR_CONDITION","状态"
"TID_STAR_CONDITION_STABLE","稳定"
"TID_STAR_CONDITION_STABLE_DESCR","该恒星在可预见的未来中没有超新星爆炸危险。"
"TID_STAR_CONDITION_SUPERNOVA","即将发生超新星爆炸"
"TID_STAR_CONDITION_SUPERNOVA_TIMER","{0}后超新星爆炸"
"TID_STAR_CONDITION_SUPERNOVA_DESCR","该恒星即将爆炸。未及时撤离的船舰或设施都将被摧毁。"
"TID_STAR_SYSTEM_SIZE_0","小型"
"TID_STAR_SYSTEM_SIZE_1","大型"
"TID_STAR_SYSTEM_SIZE","恒星系统大小"
"TID_STAR_SYSTEM_SIZE_DESCR","恒星系统越大，移动船舰要消耗的时间和氢气就越多"
"TID_SECURITY_RATING","安全级别"
"TID_SECURITY_RATING_0","安全"
"TID_SECURITY_RATING_1","不安全"
"TID_SECURITY_RATING_0_DESCR","该恒星系统中不允许玩家对战"
"TID_SECURITY_RATING_1_DESCR","您的船舰将自动向其他星际集团玩家的船舰开火。"
"TID_SECURITY_RATING_2","不安全"
"TID_SECURITY_RATING_2_DESCR","您的船舰将自动向所有其他玩家的船舰开火。"
"TID_FLEET_HULL_STRENGTH_MAX","最大船体强度"
"TID_FLEET_HULL_STRENGTH_INFO","该船舰当前和最大船体强度。当船体强度点数归零，船舰将被摧毁。"
"TID_FLEET_HULL_STRENGTH_INFO_MAX","决定船舰的最大防御力量。"
"TID_FLEET_HULL_STRENGTH","船体强度"
"TID_FLEET_HEAL_RATE","维修速度"
"TID_FLEET_HEAL_RATE_DESCR","飞船泊靠在一颗星球或母星太空站时，每秒能修复的生命值。"
"TID_FLEET_SHIELD_STRENGTH","护盾强度"
"TID_FLEET_SHIELD_STRENGTH_INFO","护盾为船体提供额外的保护。护盾耗尽后，船舰就会开始受损。"
"TID_DESTROYER_AREADAMAGE","区域性伤害量"
"TID_DESTROYER_AREADAMAGERANGE","区域性伤害范围"
"TID_FLEET_SENTINELS_SPAWNED","哨兵舰生成"
"TID_FLEET_SENTINELS_SPAWNED_DESCR","该船舰被摧毁后会生成的哨兵舰数量"
"TID_FLEET_DPM","每秒伤害"
"TID_FLEET_DPM_INFO","该船舰对目标敌舰每秒造成的伤害"
"TID_ATTACK_RANGE","攻击距离"
"TID_FLEET_SHIPMENT_TITLE","货物"
"TID_FLEET_SHIPMENT_INFO","{0}（{1}）"
"TID_OWNER","由{0}拥有"
"TID_COLONIZED_BY","由{0}殖民"
"TID_CERBERUS_STATION_SPAWN_LABEL","船舰生成"
"TID_CERBERUS_STATION_ATTACK_RANGE","攻击距离"
"TID_CERBERUS_STATION_ATTACK_DAMAGE","每秒伤害"
"TID_CERBERUS_STATION_HULL_LABEL","船体强度"
"TID_CERBERUS_STATION_SHIELD_LABEL","护盾强度"
"TID_CERBERUS_STATION_SHIELD_REGEN_LABEL","护盾再生"
"TID_CERBERUS_STATION_SHIELD_REGEN_DELAY","再生延迟"
"TID_CERBERUS_STATION_SHIELD_REGEN_DELAY_INFO","护盾收到任何损伤后，开始恢复前需要的时间。"
"TID_FLEET_MINERAL_CAPACITY","已用氢气储存空间"
"TID_FLEET_MINERAL_CAPACITY_INFO","若您的氢气储存空间已满，向您的星球遣返船舰以卸载氢气。"
"TID_FLEET_HYDRO_USAGE","氢气用量"
"TID_FLEET_HYDRO_USAGE_VALUE","{0}/100天文单位"
"TID_FLEET_HYDRO_USAGE_DESCR","该船舰航行所用氢气总量（包括已安装的模组）"
"TID_FLEET_JUMP_HYDRO_USAGE","跳跃成本"
"TID_FLEET_JUMP_HYDRO_USAGE_DESCR","该船舰跳跃至另一个系统所用氢气总量"
"TID_FLEET_SLOTS_0","模组栏位（交易）"
"TID_FLEET_SLOTS_0_DESCR","该舰可用于安装交易模组的栏位数"
"TID_FLEET_SLOTS_1","模组栏位（采矿）"
"TID_FLEET_SLOTS_1_DESCR","该舰可用于安装采矿模组的栏位数"
"TID_FLEET_SLOTS_2","模组栏位（支持）"
"TID_FLEET_SLOTS_2_DESCR","该舰可用于安装支持模组的栏位数"
"TID_FLEET_SLOTS_3","模组栏位（武器）"
"TID_FLEET_SLOTS_3_DESCR","该舰可用于安装武器模组的栏位数"
"TID_FLEET_SLOTS_4","模组栏位（护盾）"
"TID_FLEET_SLOTS_4_DESCR","该舰可用于安装护盾模组的栏位数"
"TID_PLANET_LEVEL_DESCR","星球等级"
"TID_PLANET_LEVEL_INFO","星球等级越高，生成货物越多，资源储量越大"
"TID_FLEET_SPEED","速度"
"TID_SPEED_DIST_PER_MINUTE","{0}天文单位/{1}"
"TID_SHIPYARD_CAPACITY","船舰上限"
"TID_SHIPYARD_CAPACITY_DESCR","您的帝国可支持的船舰数量。"
"TID_BUILDING_LEVEL_DESCR","太空站等级"
"TID_DISBAND_SHIP_BUTTON","解散"
"TID_UPGRADE_BUTTON","升级"
"TID_INFO_VALUE_PER_HR","{0}/时"
"TID_INFO_VALUE_PER_SEC","{0}/秒"
"TID_INFO_VALUE_PER_DAY","{0}/天"
"TID_INSTALLED_MODULES_AREA_TITLE","已安装模组："
"TID_SECTOR_UNLOCK_PRICE","扫描价格"
"TID_SECTOR_UNLOCK_TIME","扫描时间"
"TID_UNEXPLORED_SECTOR","未探索星区"
"TID_UNEXPLORED_SECTOR_DESCR","一片未知的太空区域。在相邻星区建造一架短距扫描仪开始探索。"
"TID_SECTOR_DISPLAY_NAME","星区{0}"
"TID_ASTERID_FIELD_HYDROGEN_REMAINING","该小行星上存在氢气"
"TID_ASTERID_FIELD_CREDIT_REWARD","储存的星币"
"TID_TOTAL_HYDRO_IN_SECTOR","星区中氢气总量"
"TID_STATION_UPG_SHIPMENT_YIELD","货物价值"
"TID_STATION_UPG_SHIPMENT_YIELD_DESCR","该太空站货物生成的星币奖励总量，按每小时调整。"
"TID_NUM_SHIPMENTS_PER_HR","每小时货量"
"TID_NUM_SHIPMENTS_PER_HR_DESCR","每个小时刷新周期中该星球生成的平均货物数量。"
"TID_NUM_SHIPMENTS_MAX","最大货物量"
"TID_NUM_SHIPMENTS_MAX_DESCR","该星球可储存的最大货物量。"
"TID_SHIP_EDIT_MODULES","安装模组"
"TID_REDSCANNER_MAX_BATTLESHIPS","战斗舰限制"
"TID_REDSCANNER_MAX_BATTLESHIPS_HINT","可通过扫描仪向最高等级红巨星派遣的战斗舰最大数量。其他种类的船舰没有限制。"
"TID_REDSCANNER_MAX_STAR_LEVEL","最大红巨星等级"
"TID_REDSCANNER_MAX_STAR_LEVEL_HINT","红巨星等级越高，神器质量越好，冥犬舰队就越强大。"
"TID_REDSCANNER_MAX_INFLUENCE","最大影响力"
"TID_REDSCANNER_MAX_INFLUENCE_DESCR","该扫描仪的拥有者可通过完成红巨星任务，获得最大数量的影响力。红巨星须为该扫描仪能搜索到的最高等级。"
"TID_REDSCANNER_CREDITS_PER_DAY","富足小行星总量"
"TID_REDSCANNER_CREDITS_PER_DAY_DESCR","此扫描仪允许的最高等级红巨星上开采的富足小行星，每天可以获得的星币总量。"
"TID_REDSCANNER_OPTIMAL_INFLUENCE","最优影响力"
"TID_REDSCANNER_OPTIMAL_INFLUENCE_DESCR","如果在等级最高的红巨星中取得成功，且玩家的影响力低于该值，那么该扫描仪能产生最高的影响力奖励。"
"TID_TRANSPORT_CAPACITY","基础货物栏位"
"TID_TRANSPORT_CAPACITY_DESCR","可用于装载货物及神器的栏位数量。可能会受到额外模组影响"
"TID_TRANSPORT_CAPACITY_TOTAL","货物栏位总量"
"TID_TRANSPORT_CAPACITY_TOTAL_DESCR","可用于装载货物及神器的栏位数量，包括模组提供的额外栏位"
"TID_HYDRO_CAPACITY","基础氢气容量"
"TID_HYDRO_CAPACITY_DESCR","采集到的氢气的可用储存空间。可能会受到额外模组影响"
"TID_HYDRO_CAPACITY_TOTAL","氢气总容量"
"TID_HYDRO_CAPACITY_TOTAL_DESCR","采集到的氢气的可用储存空间总量，包括模组提供的额外容量。"
"TID_MINER_MINE_SPEED","采矿速度"
"TID_MINER_MINE_SPEED_VALUE","{0}/分"
"TID_MINER_MINE_SPEED_DESCR","该采矿舰的基础采集速度。安装新模组可影响该基础值。"
"TID_MINER_AUTO_SECTORS","采矿星区"
"TID_MINER_AUTO_SECTORS_DESCR","采矿舰在需要新命令之前自动进行采集的星区数量。"
"TID_DRONE_LIFETIME","寿命"
"TID_DRONE_LIFETIME_DESCR","无人舰寿命有限。时间耗尽后，无人舰将被摧毁。"
"TID_TIME_MODULATOR_SPEEDUP_FACTOR","加速因素"
"TID_TIME_MODULATOR_SPEEDUP_FACTOR_DESCR","时间调制器加快时间流逝的速率。"
"TID_TIME_MODULATOR_MAX_TIME","最大时长"
"TID_TIME_MODULATOR_MAX_TIME_DESCR","时间调制器在需要充能之前能保持激活的最大时长。"
"TID_TIME_MODULATOR_REGEN","每日充能"
"TID_TIME_MODULATOR_REGEN_DESCR","时间调制器每天能获得的可激活时间。"
"TID_FINISH_REPAIRS_NOW","完成维修"
"TID_RELAY_DURATION","激活时长"
"TID_RELAY_DURATION_DESCR","货运中继在每个覆盖星区中激活的时长。"
"TID_RELAY_SHIPMENTS_PER_HOUR","每小时货量"
"TID_RELAY_SHIPMENTS_PER_HOUR_DESCR","在激活货运中继的每个星区中每小时自动运送的最大货物量。"
"TID_RELAY_ACTIVATE_PRICE","激活价格"
"TID_RELAY_ACTIVATE_PRICE_DESCR","在单个星区中激活货运中继所需的蓝星碎片碎片量。"
"TID_RELAY_FRAGMENTS_STORED","碎片库存"
"TID_RELAY_FRAGMENTS_STORED_DESCR","可用于激活中继站的蓝星碎片当前储量。"
"TID_RELAY_FRAGMENTS_MAX","最大碎片量"
"TID_RELAY_FRAGMENTS_MAX_DESCR","可储存在中继站里的最大蓝星碎片量。"
"TID_RELAY_MAX_SECTORS","最大星区数"
"TID_RELAY_MAX_SECTORS_DESCR","可同时激活货运中继站的最大星区数量。"
"TID_SPAWNER_DELAY","生成延迟"
"TID_SPAWNER_DELAY_DESCR","该星际跳跃门出现后，飞船生成所需的时间。"
"TID_SPAWNER_NUM_SPAWNED","船舰生成"
"TID_SPAWNER_NUM_SPAWNED_DESCR","该星际跳跃门会生成的冥犬船舰数量。"
"TID_SPAWNER_MAX_RADIUS","最大生成范围"
"TID_SPAWNER_MAX_RADIUS_DESCR","从星际跳跃门中心算起，冥犬船舰能生成的最远距离。"
"TID_SPAWNER_PROGRESS","正在生成船舰……"
"TID_EMP_RESIST","电磁脉冲抗性"
"TID_EMP_RESIST_DESCR","当使用电磁脉冲模组对抗此飞船时，瘫痪时间按此比例降低。"
"TID_LEADERBOARDS_DLG_TITLE","排行榜"
"TID_LEADERBOARDS_DLG_TOP_PLAYERS","顶级玩家"
"TID_LEADERBOARDS_DLG_TOP_CORPS","顶级星际集团"
"TID_LEADERBOARDS_DIALOG_COLUMN_NAME","名称"
"TID_LEADERBOARD_SHIP_XP","经验"
"TID_SHIP_STAT_XP","经验"
"TID_SHIP_STAT_XP_INFO","在白星中损伤其他玩家战斗舰可获得经验。"
"TID_SHIP_XP_EVENT_TITLE","船舰排行榜活动"
"TID_SHIP_XP_EVENT_ENDS_IN","结束于：{0}"
"TID_SHIP_XP_EVENT_INFO","派遣您的战斗舰从白星获取经验！\n\n对其他玩家战斗舰造成伤害即可获得经验。被摧毁的船舰将被移出排行榜。安装避难圣所模组的船舰将在被摧毁时失去所有已得到的经验。\n\n活动结束时，排名靠前的战斗舰的拥有者将赢得水晶：\n\n<quad class=''pc''> <color>{0}</color>\n排行前{4}：<quad class=''pc''> <color>{1}</color>\n排行前{5}：<quad class=''pc''> <color>{2}</color>"
"TID_SHIP_XP_EVENT_ENDED","活动已结束"
"TID_SHIP_XP_EVENT_AWARD","战斗舰排行榜活动已结束！您的船舰排行第{0}位。您已获得奖励：<quad class=''pc''><c3>{1}</color>"
"TID_PRIVATE_RS_EVENT_TITLE","私人红巨星活动"
"TID_PRIVATE_RS_EVENT_INFO","帮助您的星际集团在私人红巨星活动中获得成功，在排行榜上爬升！每次私人红巨星活动结束，基于红巨星等级、收集神器数量和击败冥犬船舰数量，您的星际集团都会获得一定点数。\n\n活动结束时，排名靠前星际集团的每位成员都能赢得水晶：\n\n排行前{3}：<quad class=''pc''> <color>{0}</color>\n排行前{4}：<quad class=''pc''> <color>{1}</color>\n排行前{5}：<quad class=''pc''> <color>{2}</color>"
"TID_PRIVATE_RS_EVENT_AWARD","私人红巨星活动已结束！您的星际集团排行第{0}位。您已获得奖励：<quad class=''pc''><c3>{1}</color>"
"TID_PRIVATE_RS_EVENT_SEASON_START","第{0}季将在{1}后开始"
"TID_BS_EVENT_SEASON","蓝星第{0}赛季"
"TID_BS_EVENT_SEASON_ENDS","{0}后结束"
"TID_BS_EVENT_INFO","参加蓝星任务，赢得恒星碎片，在赛季结束时收获水晶奖励。\n\n如果在赛季结束时，参与者获得的碎片数量超过定额，那么均可获得以下奖励：\n\n{0}个或更多碎片：<quad class=''pc''> <color>{3}</color>\n{1}个或更多碎片：<quad class=''pc''> <color>{4}</color>\n{2}个或更多碎片：<quad class=''pc''><color>{5}</color>\n\n此外，在活动结束时，冲进排行榜的玩家还能获得下列奖励：\n\n排行前{6}：<quad class=''pc''> <color>{9}</color>\n排行前{7}：<quad class=''pc''> <color>{10}</color>\n排行前{8}：<quad class=''pc''> <color>{11}</color>"
"TID_WS_EVENT_SEASON","白星第{0}赛季"
"TID_WS_EVENT_INFO","参加白星任务，赢得与您的贡献相对应的点数，在赛季结束时收获水晶奖励。\n\n如果在赛季结束时，参与者获得的点数超过定额，那么均可获得以下奖励：\n\n{0}点或更多点数：<quad class=''pc''> <color>{3}</color>\n{1}点或更多点数：<quad class=''pc''> <color>{4}</color>\n{2}点或更多点数：<quad class=''pc''><color>{5}</color>\n\n此外，在活动结束时，冲进排行榜的玩家还能获得下列奖励：\n\n排行前{6}：<quad class=''pc''> <color>{9}</color>\n排行前{7}：<quad class=''pc''> <color>{10}</color>\n排行前{8}：<quad class=''pc''> <color>{11}</color>"
"TID_LEADERBOARDS_SORT_BY_INFLUENCE","按影响力"
"TID_LEADERBOARDS_SORT_BY_FRAGMENTS","按碎片"
"TID_LEADERBOARDS_SORT_BY_WS_SCORE","按照白星得分"
"TID_LEADERBOARDS_SORT_BY_RELICS","按圣物"
"TID_LEADERBOARDS_SORT_BY_RS_SCORE","按红巨星分数"
"TID_INFLUENCE_DECAY_INFO","此排行榜上的玩家如果连续三天未能在自己最高等级的红巨星中取胜，那么每三天会丧失自己3%的影响力。"
"TID_BS_VIEW_LAST_SEASON","<a name=''last_season''>赛季{0}结果</a>"
"TID_BS_BACK_TO_CURRENT_SEASON","<a name=''current_season''>返回赛季{0}</a>"
"TID_WS_VIEW_LAST_SEASON","<a name=''ws_last_season''>赛季{0}结果</a>"
"TID_WS_BACK_TO_CURRENT_SEASON","<a name=''ws_current_season''>返回赛季{0}</a>"
"TID_IAP_DIALOG_TITLE","添加资源"
"TID_CRYSTAL_PACK","水晶包"
"TID_CRYSTAL_PACK_SMALL","小型"
"TID_CRYSTAL_PACK_MED","中型"
"TID_CRYSTAL_PACK_LARGE","大型"
"TID_CRYSTAL_PACK_HUGE","巨型"
"TID_CRYSTAL_PACK_EPIC","史诗"
"TID_IAP_SECTION_HYDROGEN","氢气"
"TID_IAP_SECTION_CREDITS","星币"
"TID_IAP_DIALOG_FILL_BY","补充{0}%"
"TID_IAP_RESOURCE_FULL","储存空间已满，无法购买"
"TID_CRYSTALS_ADDED","已添加{0}水晶"
"TID_STARTER_PACK","新手包"
"TID_STARTER_PACK_DESCR","限每账户一次"
"TID_STARTER_PACK_BENEFIT","永久效果：所有船舰的建造和升级价格均降低{0}%"
"TID_BOOSTER_PACK","水晶货物"
"TID_BOOSTER_PACK_HINT","超值每日水晶货运"
"TID_BOOSTER_PACK_DETAILS","• 每天出现一批价值为<quad class=''pc''>{1}的货物\n• 效果持续一周，您总共可获得<quad class=''pc''>{2}"
"TID_BOOSTER_PACK_ACTIVE","水晶货物已激活"
"TID_WAIT_FOR_BOOSTER_PACK","您必须等待货物计时终止才能再次购买该物品"
"TID_BOOSTER_PACK_FIRST_FREE","免费"
"TID_PURCHASE_SUCCESSFUL","您已成功购买"
"TID_CHAT_TAB_STAR_SYSTEM","恒星系统"
"TID_CHAT_TAB_CORPORATION","星际集团"
"TID_CHAT_TAB_GLOBAL","宇宙"
"TID_CHAT_SEND","发送"
"TID_CHAT_INPUT_PROMPT","点击此处开始聊天"
"TID_CHAT_GLOBAL_INFO","您在此发送的消息对所有玩家可见。千万不要泄露个人信息。请尊重他人，注意礼貌。"
"TID_CHAT_WHITESTAR_INFO","您在此发送的消息仅对自己星际集团成员可见。"
"TID_CHAT_PLAYER_JOIN","有新玩家加入星际集团。"
"TID_CHAT_PLAYER_LEFT","该玩家已离开星际集团。"
"TID_CHAT_JOINCORP_INFO","加入星际集团，与其他玩家分享知识和战术。\n\n加入星际集团也可访问白星和私人红巨星。"
"TID_CORP_UNLOCK_INFO","星际集团将在等级{0}解锁"
"TID_CHAT_SEARCH_ALLIANCES_BUTTON","推荐星际集团"
"TID_CHAT_ENTRY_JUMP","将一艘新船舰跳跃进系统中，靠近{0}"
"TID_CHAT_ENTRY_JOIN","加入了星际集团"
"TID_CHAT_ENTRY_LEFT","离开了星际集团"
"TID_CHAT_ENTRY_PROMOTED","已由{0}晋升"
"TID_CHAT_ENTRY_DEMOTED","已由{0}降职"
"TID_CHAT_ENTRY_KICK","已由{0}移出星际集团"
"TID_CHAT_ENTRY_CORP_SETTINGS_CHANGED","编辑了星际集团设置"
"TID_CHAT_ENTRY_REQUEST_JOIN","请求加入星际集团"
"TID_CHAT_ENTRY_DESTROYED_BASE","已摧毁了{0}附近的一个冥犬基地"
"TID_CHAT_ENTRY_COLONIZED","殖民了星球{0}"
"TID_CHAT_ENTRY_LOST_FLEET","于{1}附近损失了{0}"
"TID_CHAT_ENTRY_DESTROYED_CERB_FLEET","已摧毁了{0}附近的一支冥犬舰队"
"TID_CHAT_ENTRY_ABANDONED_SYSTEM","已放弃了该恒星系统。"
"TID_CHAT_ENTRY_SEARCH_PVP","已开始一次白星搜索"
"TID_CHAT_ENTRY_FLAGSHIP_CONTRIB","已为旗舰贡献了{0}星币。"
"TID_CHAT_ENTRY_SHARE_VIEW","分享了一个恒星系统视图"
"TID_CHAT_ENTRY_SEARCH_PVP_COMPLETE","您的星际集团发现了一个新白星。"
"TID_CHAT_ENTRY_CORP_LEVEL_UP","您的星际集团已升级至等级{0}"
"TID_CHAT_ENTRY_FLAGSHIP_LEVEL_UP","您的星际集团旗舰将在下次重新部署时升级至等级{0}。"
"TID_CHAT_ENTRY_FLAGSHIP_UNLOCKED","您的星际集团旗舰现已可部署。"
"TID_CHAT_ENTRY_SEARCH_PVP_CANCELLED","已取消了白星搜索。"
"TID_CHAT_REQUEST_ACCEPT","由{0}接受"
"TID_CHAT_REQUEST_REJECT","由{0}拒绝"
"TID_CHAT_REQUEST_CORP_FULL","失败 - 星际集团已满"
"TID_CHAT_REQUEST_FAIL_PLAYER_JOINED_ANOTHER","失败 - 玩家已参加另一个星际集团"
"TID_CHAT_POPUP_VIEW_LOCATION","查看位置"
"TID_STREAMENTRY_ALLIANCE_REQUEST_ACCEPT","接受"
"TID_STREAMENTRY_ALLIANCE_REQUEST_REJECT","拒绝"
"TID_STREAMENTRY_ALLIANCE_SHARE_SYSTEM_VIEW","查看"
"TID_CHAT_POPUP_REPORT_PLAYER","报告"
"TID_CHAT_POPUP_BLOCK_PLAYER","屏蔽"
"TID_CHAT_POPUP_REPORT_PLAYER_CONFIRM","您确定要报告{0}存在不适当或攻击性行为吗？"
"TID_CHAT_POPUP_VIEW_WS_SHIPS","下一艘船"
"TID_HUD_MSG_NO_SHIPS","玩家在该系统中没有船舰"
"TID_CHAT_REPORT_PLAYER_MODERATOR","作为管理员，您的操作会立即封禁玩家在24小时内不得使用宇宙聊天。"
"TID_CHAT_POPUP_REPORT_SENT","您的报告已发送"
"TID_CHAT_POPUP_PLAYER_BLOCKED","在应用重新加载之前，您将不再看到{0}发送的消息。"
"TID_CHAT_LOCAL_CHAT_LOCKED","聊天不可用"
"TID_CHAT_LOCAL_LOCKED_INFO","您尚未与该恒星系统拥有者建立外交关系。"
"TID_CHAT_WS_LOCKED_INFO","只有参与白星任务的星际集团才能使用白星聊天。"
"TID_CHAT_CORP_RED_STAR_SEARCH_IN_PROGRESS","正在搜索……"
"TID_CHAT_CORP_RED_STAR_IN_PROGRESS","红巨星任务进行中……"
"TID_CHAT_JOIN_IN_PROGRESS_CONFIRM","红巨星任务已在进行中。您确定要加入吗？"
"TID_CHAT_CORP_RED_STAR_ENDED","红巨星已发生超新星爆炸"
"TID_CHAT_ENTRY_STARTED_RED_STAR_SEARCH","开始了等级{0}红巨星搜索"
"TID_CHAT_ENTRY_JOIN_RED_STAR_SEARCH","加入"
"TID_CHAT_CANNOT_JOIN_RED_STAR_LEVEL","您要先升级红巨星扫描仪才能加入更高等级搜索"
"TID_CHAT_CANNOT_JOIN_RED_STAR_ALREADY_IN","您已经参加了一个红巨星任务"
"TID_CHAT_CANNOT_JOIN_TIMER","红巨星即将发生超新星爆炸，无法加入"
"TID_CHAT_CANNOT_JOIN_FULL","该红巨星已满员"
"TID_CHAT_ENTRY_VIEW_RED_STAR_IN_PROGRESS","查看"
"TID_CHAT_ENTRY_WATCH_OLD_RED_STAR_REPLAY","查看回放"
"TID_CHAT_ENTRY_REPLAY_SHARED","分享了一个回放"
"TID_SELECT_PING_LOCATION","选择该恒星系统中的一个地点并向其他玩家发送警报"
"TID_PING_DEFAULT_MESSAGE","快派我们的船舰来这里！"
"TID_PING_RATE_LIMITED","您不能过于频繁地发送警报"
"TID_CHAT_ENTRY_PING","发送了一个警报"
"TID_LOCAL_STAR_CHAT_DISABLED","该类型恒星不支持本地聊天。"
"TID_CORP_NOTIFICATIONS_TITLE","星际集团通知"
"TID_CORP_PRS_NOTIFICATION_LBL","发生下列事件时通知我："
"TID_CORP_PRS_NEW_RS_NOTIF","新的红巨星搜索（等级{0}）"
"TID_CORP_PRS_NEW_MESSAGE_NOTIF","星际集团成员新消息"
"TID_STAR_DLG_TITLE","当前恒星"
"TID_STAR_DLG_OBJECTIVES_TAB","恒星信息"
"TID_STAR_DLG_STARLOG_TAB","恒星日志"
"TID_STAR_GOALS_DESCR_HOMESTAR","该恒星指派给您，作为您在Hades宇宙中的行动主基地。您在此的目标是充分探索恒星，消灭所有冥犬舰队，建立扎实的经济基础结构。"
"TID_STAR_GOALS_DESCR_OTHER_PLAYER_HOMESTAR","该恒星属于另一位玩家。如果您与该玩家之间有外交关系，您可以派遣一定数量的船舰来此进行贸易，或帮助该玩家抗击冥犬舰队。"
"TID_STAR_GOALS_DESCR_REDSTAR","与其他玩家携手合作，摧毁冥犬船舰，获取红巨星中的神器。完成这两个目标，即可填充进度条。越过进度条阙值，您就可以在红巨星结束后获得影响力。"
"TID_STAR_GOALS_HOMESTAR_PCT_EXPLORED","已探索{0}%"
"TID_STAR_DLG_NO_LOG_ENTRIES","该恒星系统无可用日志条目"
"TID_STAR_TOTAL_CREDITS","此恒星系统货物中存有<color>{0}星币</color>。"
"TID_STAR_TOTAL_HYDRO","此恒星系统小行星带中存有<color>{0}氢气</color>。"
"TID_STAR_GOALS_DESCR_BLUESTAR","保持自己的战斗舰存活，直到其他所有玩家的战斗舰全部毁灭。这个恒星系统在不断由外向内坍缩。不慎落入坍缩区域的船舰将会被瞬间摧毁。"
"TID_BOMBER_HEATMAP_ENABLED","启用轰炸舰范围热图"
"TID_BOMBER_HEATMAP_DISABLED","禁用轰炸舰范围热图"
"TID_RELINK_WARP_LANE_SINGLE","重新连接1条太空曲道"
"TID_RELINK_WARP_LANES_MULTIPLE","重新连接{0}条太空曲道"
"TID_RELINK_WARP_LANE_CONFIRM","是否要将所有太空曲道枢纽重新接至最后一次连接？要进行重新连接，枢纽之前须进行过连接，且处于有效的位置。"
"TID_RELINK_SUCCESS","已完成太空曲道重新连接"
"TID_LOG_ENTRY_FLAGSHIP_SUMMONED","已召唤旗舰"
"TID_LOG_ENTRY_FLAGSHIP_JUMP_AWAY","已令旗舰跳离"
"TID_LOG_ENTRY_FLAGSHIP_DEPART_NOW","已令旗舰启航"
"TID_LOG_ENTRY_FLAGSHIP_CANCEL_WAYPOINT","已取消旗舰路径点"
"TID_LOG_ENTRY_FLAGSHIP_CANCEL_DEPART","已取消旗舰启航"
"TID_LOG_ENTRY_FLAGSHIP_ADD_WAYPOINT","已添加旗舰路径点"
"TID_LOG_ENTRY_FLAGSHIP_USE_MODULE","已激活旗舰上的{0}模组"
"TID_PLANET_UPGRADE_TITLE","升级{0}至等级{1}"
"TID_PLANET_UPG_CREDIT_STORE","星币储存空间"
"TID_PLANET_UPG_CREDIT_STORE_DESCR","您的帝国最大星币储存量的组成部分"
"TID_PLANET_UPG_HYDROGEN_STORE","氢气储存空间"
"TID_PLANET_UPG_HYDROGEN_STORE_DESCR","您的帝国最大氢气储存量的组成部分"
"TID_PLANET_UPG_SHIPMENT_YIELD","货物产量"
"TID_PLANET_UPG_SHIPMENT_YIELD_DESCR","该星球货物生成的星币奖励总量，按每小时调整"
"TID_PLANET_UPG_CREDIT_YIELD","星币产量"
"TID_PLANET_UPG_CREDIT_YIELD_DESCR","该星球每小时为您赚取的星币量"
"TID_PLANET_UPG_HYDROGEN_YIELD","氢气产量"
"TID_PLANET_UPG_HYDROGEN_YIELD_DESCR","该星球每小时为您赚取的氢气量"
"TID_PLANET_UPG_SPEED_UP_CONFIRM","立刻完成星球升级？"
"TID_CHANGE_NAME_TITLE","更改姓名"
