"TID_INTRO_MESSAGE_TITLE","Hades' Starへようこそ"
"TID_BLD_TIME_MODULATOR_DESCR","イエロースター恒星系での時間経過のスピードアップを行ってくれます。"
"TID_BLD_TIME_MODULATOR_INFO","イエロースターから力を引き出して時間を操作することのできる高性能なステーション。イエロースター内での時間経過の速度を上げるのに使用します。アップグレードするとスピードアップ・ファクターが上昇します。"
"TID_BUILDING_BLUESTAR_SCANNER","ブルースター・スキャナー"
"TID_BUILDING_BLUESTAR_SCANNER_DESCR","近傍のブルースターを検出する。"
"TID_BUILDING_BLUESTAR_SCANNER_INFO","このスキャナーは、検出したブルースターに戦艦を一隻送り出す。ブルースターでは、外側から恒星に向かって常に崩壊が進んでおり、存続期間が非常に短く、危険である：恒星系内のケルベロス軍に加え、全てのプレーヤーの戦艦が、お互いを攻撃する。最後まで生存していた戦艦を保有するプレーヤーがミッションの勝利者となる。"
"TID_BLUE_STAR_ANOMALY","アノマリー"
"TID_BLUE_STAR_ANOMALY_DESCR","この、特定の目的を持たないポータルは遠くの恒星につながっているようだ。その上にブルースター・スキャナーを建設することで戦艦が通過できるようになる。"
"TID_HUD_MUST_PLACE_ON_ANOMALY","このステーションはアノマリーの上に設置してください"
"TID_HUD_CONFIRM_ANOMALY_UPGRADE","アノマリーの上にブルースター・スキャナーを建設しますか？"
"TID_BLD_RELAY","貨物リレー"
"TID_BLD_RELAY_DESCR","ブルースターから回収したフラグメントを用いることで、貨物を自動で輸送できる。"
"TID_BLD_RELAY_INFO","セクターごとに、貨物輸送を一定時間自動化する。\n\nリレーによって管理されているセクターは、貨物の目的地に関わらず、クレジット貨物を自動的に輸送する。リレーをアップグレードして貨物の数や管理するセクター数を増やす。\n\nリレーを運用するにはスターフラグメントが必要になる。スターフラグメントは、ブルースターのミッションに参加することで入手できる。"
"TID_SHIP_TRANSPORT","輸送船"
"TID_SHIP_TRANSPORT_DESCR","惑星や交易ステーションの間で貨物を輸送する"
"TID_SHIP_TRANSPORT_INFO","輸送船は交易のために必要不可欠である。惑星や衛星間での貨物輸送や、レッドスターからのアーティファクト輸送には貨物船を使用する。"
"TID_SHIP_MINER","採掘船"
"TID_SHIP_MINER_DESCR","小惑星帯から水素を回収することが可能な、低速で耐久度が低い船"
"TID_SHIP_MINER_INFO","採掘船は小惑星帯から水素を回収することができる。"
"TID_SHIP_BATTLESHIP","戦艦"
"TID_SHIP_BATTLESHIP_DESCR","武装モジュールを装備することができる戦闘用の船"
"TID_SHIP_CERB_FIGHTER","ケルベロス・センチネル"
"TID_SHIP_CERB_FIGHTER_DESCR","船体はもろいが、非常に強力な艦砲が装備されている。一隻では恐れるに足りないものの、多数が集結している場合やより強力なケルベロスの戦艦に守られている場合は非常に危険性が高い。\n\nセンチネルは常に、担当するセクター内に留まる。"
"TID_SHIP_CERB_COLOSSUS","ケルベロス・コロッサス"
"TID_SHIP_CERB_COLOSSUS_DESCR","ケルベロスの巨大戦艦。撃沈させるには大火力と連携が必要になる。\n\nコロッサスは常に、担当するセクター内に留まる。"
"TID_SHIP_CERB_SECTOR_GUARDIAN","ケルベロス・ガーディアン"
"TID_SHIP_CERB_SECTOR_GUARDIAN_DESCR","強力な戦艦。ケルベロスがセンチネルを援護するためによく用いる。\n\nガーディアンは常に、担当するセクターから動かない。"
"TID_SHIP_CERB_INTERCEPTOR","ケルベロス・インターセプター"
"TID_SHIP_CERB_INTERCEPTOR_DESCR","高速で強力なケルベロスの戦艦。4隻の敵艦に対して同時に攻撃することができる。\n\nインターセプターは、担当するセクターに敵艦が侵入するか、敵艦が射程圏内に入ると活動を活性化する。一度活性化すると、全セクターに渡って敵艦を追撃する。そのため、活性化したインターセプターは戦艦以外の船にとって大きな脅威となる。"
"TID_SHIP_CERB_DESTROYER","ケルベロス・デストロイヤー"
"TID_SHIP_CERB_DESTROYER_DESCR","この謎めいたケルベロスの戦艦は、レッドスターへとジャンプし、その強力なビームで全ての惑星を破壊することが知られている。デストロイヤーか惑星を破壊すると、近辺の敵艦に範囲ダメージが与えられます。"
"TID_SHIP_CERB_PHOENIX","ケルベロス・フェニックス"
"TID_SHIP_CERB_PHOENIX_DESCR","フェニックスはエリアシールドを使って近くにいるケルベロスの戦艦を守る。破壊されると、数隻のセンチネルを生み出す。\n\nフェニックスは常に割り当てられたセクター内に留まる。"
"TID_SHIP_ALPHA_DRONE","アルファドローン"
"TID_SHIP_ALPHA_DRONE_DESCR","自動化された、高速だが脆い戦闘船。このドローンは決められた目的地へ移動し、破壊されるか作動タイマーが切れるまでその場所に留まる。"
"TID_SHIP_SHIPMENT_DRONE","貨物ドローン"
"TID_SHIP_SHIPMENT_DRONE_DESCR","可能であれば自動的に貨物を輸送してくれる高速ドローンです。ドローンは稼働中のワープレーンと繋がっていないと、セクター間を移動できません。"
"TID_SHIP_MINING_DRONE","採掘ドローン"
"TID_SHIP_MINING_DRONE_DESCR","一つの小惑星を対象に自動で採掘を行う船です。採掘が完了するとドローンは最も近い惑星に水素を届けてから自爆します。"
"TID_SHIP_CERBERUS_BOMBER","サーベラス爆撃機"
"TID_SHIP_CERBERUS_BOMBER_DESCR","ボマーのいるセクターか隣接してるセクターにいる艦船を配置してるプレイヤーの艦船に向けて定期的にロケットを発射する強力な艦船。\n\nこの艦船は必ず指定されたセクター内の留まりますが、ロケットを隣接したセクターから迫りくる敵船に向けて発射することが可能です。"
"TID_SHIP_STORM","サーベラス・ストーム"
"TID_SHIP_STORM_DESCR","この船は常にそのセクター内で循環経路を運航します。強力な長距離武器を装備しており、定期的に射程内のすべての敵船に対して高速ダーツミサイルを発射します。"
"TID_SHIP_CERB_GHOSTS","ケルベロスゴースト団"
"TID_SHIP_CERB_GHOSTS_DESCR","予想のつかないジャンブと最寄りターゲットへの集団移動を行う、恒星系内で神出鬼没の高速船団。\n\nゴースト船はダメージを与えない全てのモジュールに耐性があり、バラージやサルベージなど特定のモジュールで船と見なされない。"
"TID_CORP_FLAGSHIP","コーポレーションフラグシップ"
"TID_CORP_FLAGSHIP_DESCR","コーポレーションに所属し、オフィサーが操縦できる船。\n\nフラグシップは、継続中のホワイトスターミッションにて所有者であるコーポレーションを任意で援助できる。"
"TID_SHIP_CERB_HYDRA","ケルベロス・ハイドラ"
"TID_SHIP_CERB_HYDRA_DESCR","強大な戦艦。自セクター内でプレイヤー艦船が多いほど大ダメージを与える強力な集中砲火を装備している。HPが尽きると、規模と戦力の小さいハイドラ2機に分裂する。小型機も破壊されたときに極小のハイドラ2機に分裂する。"
"TID_SHIP_CERB_HYDRA_1","ケルベロス・ハイドラ"
"TID_SHIP_CERB_HYDRA_1_DESCR","ケルベロス・ハイドラの弱小版。破壊されると極小のハイドラ2機に分裂する。"
"TID_SHIP_CERB_HYDRA_2","ケルベロス・ハイドラ"
"TID_SHIP_CERB_HYDRA_2_DESCR","ケルベロス・ハイドラの最弱版。破壊されると消滅する。"
"TID_GHOST_SPAWNER","ゴーストジャンプゲート"
"TID_GHOST_SPAWNER_DESCR","ケルベロスゴースト団の船が新たな恒星系へジャンプするために使用する謎のゲート。ゲートはターゲットにしたり移動ターゲットとして使用することはできない。"
"TID_MODULE_TRADER","トレード増強"
"TID_MODULE_TRADER_DESCR","作動中、貨物輸送の収益が増加する"
"TID_MODULE_TRANSPORT_CAPACITY","貨物ベイ拡張"
"TID_MODULE_TRANSPORT_CAPACITY_DESCR","輸送船の収容力を増加させ、貨物やアーティファクトを一度により多く運べるようにする。"
"TID_MODULE_MINING_BOOST","採掘ブースト"
"TID_MODULE_MINING_BOOST_DESCR","水素の回収速度を一時的に上昇させる"
"TID_MODULE_EMP","EMP"
"TID_MODULE_EMP_DESCR","効果範囲内にある全ての艦船、ロケット、ケルベロスステーションを短時間無力化する。対象にはEMPを起動した戦艦そのものも含まれる。無力化された船は移動も攻撃もできないが、モジュールを作動させることはできる。"
"TID_MODULE_SHIPMENT_COMPUTER","貨物輸送コンピューター"
"TID_MODULE_SHIPMENT_COMPUTER_DESCR","船が中継地点に立ち寄った際に、その中継地点に存在する貨物の輸送先が船の航路上にある場合、貨物を自動的に積み込みます。貨物を自動的に積み込むことで、報酬が増加します。\n\nこのモジュールのアンロック後、貨物を持つオブジェクトを選択することでその貨物の行先を示す数字表示器が表示されます。"
"TID_MODULE_REPAIR","リモート修復"
"TID_MODULE_WEAK_SHIELD","アルファシールド"
"TID_MODULE_SHIELD","デルタシールド"
"TID_MODULE_STRONG_SHIELD","オメガシールド"
"TID_MODULE_SHIELD_DESCR","シールドが枯渇するか、作動タイマーが切れるまでの間、ダメージを吸収する"
"TID_MODULE_SHIELD_WITH_SPEED_DESCR","シールドが枯渇するか、作動タイマーが切れるまでの間、ダメージを吸収する。シールドが作動している間は、移動速度が上昇する。"
"TID_MODULE_REPAIR_DESCR","1秒ごとにHPを一定量回復させる。回復量は範囲内にいるダメージを受けた全味方艦船で分割する。"
"TID_MODULE_TELEPORT","テレポート"
"TID_MODULE_TELEPORT_DESCR","作動ディレイの後、艦船はテレポート範囲内の指定されたターゲットへテレポートする。敵艦によって生み出されたバリアの範囲内にテレポートすることはできない。"
"TID_MODULE_TIME_WARP","タイムワープ"
"TID_MODULE_TIME_WARP_DESCR","船の周囲の時間を早く進める。移動時間、戦闘、アーティファクト回収速度に影響を与える\n\n複数のタイムワープの範囲内にいる物体は、最もレベルの高いものにしか影響されません。"
"TID_MODULE_BATTERY","艦砲"
"TID_MODULE_BATTERY_DESCR","敵単体にダメージを与える。"
"TID_MODULE_LASER","レーザー"
"TID_MODULE_LASER_DESCR","同一のターゲットに照射し続ける時間が長くなるにつれてダメージ量も大きくなる、強力な武器"
"TID_MODULE_WEAK_BATTERY","軽艦砲"
"TID_MODULE_WEAK_BATTERY_DESCR","敵単体にダメージを与える、非力な武器。"
"TID_MINERAL_STORAGE_CAPACITY","水素ベイ拡張"
"TID_MINERAL_STORAGE_CAPACITY_DESCR","採掘船が輸送できる水素の最大量を増加させる"
"TID_MODULE_REDSTAR_EXTENDER","レッドスター・ライフエクステンダー"
"TID_MODULE_REDSTAR_EXTENDER_DESCR","レッドスターの近くで作動させることで、レッドスターの寿命をわずかに伸ばす。"
"TID_MODULE_STEALTH","ステルス"
"TID_MODULE_STEALTH_DESCR","作動させた船は、敵艦の砲撃を完全に回避できる。効果の持続中は、敵艦に砲撃することも、敵艦から砲撃されることもない。"
"TID_MODULE_MASS_MINING","リモート採掘"
"TID_MODULE_MASS_MINING_DESCR","同じセクター内にある全ての小惑星帯から同時に水素を回収する。速度は通常より遅くなる。"
"TID_MODULE_UNITY","ユニティ"
"TID_MODULE_UNITY_DESCR","仲間プレーヤーの艦船が同じセクター内に存在する時、モジュールを所有する戦艦が与える1秒あたりのダメージ量が増加する。増加量はセクター内に存在する仲間プレーヤーの数に比例する。"
"TID_MODULE_UNITY_MINER","採掘ユニティ"
"TID_MODULE_UNITY_MINER_DESCR","他のプレーヤーが同じセクター内で採掘している場合、作動させた船の採掘速度を上昇させる。速度上昇率はセクター内で採掘している他のプレーヤーの数に比例する。"
"TID_MODULE_FORTIFY","防備強化"
"TID_MODULE_FORTIFY_DESCR","武器による直接攻撃のダメージを減少する。同じセクター内に存在する全てのケルベロス戦艦が、このモジュールを所有する戦艦に向かって移動する。敵の戦艦と基地は、モジュールを所有する艦船を最優先で攻撃する。"
