"TID_INTRO_MESSAGE_TITLE","BIENVENIDO A HADES' STAR"
"TID_BLD_RESEARCH_STATION_UPGRADE","Al mejorar la estación de investigación, podrás investigar artefactos de mayor orden."
"TID_BLD_WHITESTAR_SCANNER","ESCÁNER DE ESTRELLAS BLANCAS"
"TID_BLD_WHITESTAR_SCANNER_DESCR","Te permite ubicar y enviar naves a estrellas blancas. Debes pertenecer a una corporación para acceder a estrellas blancas."
"TID_BLD_TIME_MODULATOR","MODULADOR TEMPORAL"
"TID_BLD_TIME_MODULATOR_DESCR","Permite acelerar el tiempo en todo un sistema estelar amarillo."
"TID_BLD_TIME_MODULATOR_INFO","Una estación avanzada que obtiene energía de una estrella amarilla para manipular el tiempo. Úsala para acelerar el paso del tiempo en tu estrella amarilla. Mejórala para aumentar el factor de aceleración."
"TID_BUILDING_BLUESTAR_SCANNER","ESCÁNER DE ESTRELLAS AZULES"
"TID_BUILDING_BLUESTAR_SCANNER_DESCR","Detecta estrellas azules cercanas."
"TID_BUILDING_BLUESTAR_SCANNER_INFO","El escáner enviará una sola nave de combate a una estrella azul detectada. Las estrellas azules implosionan constantemente desde fuera hacia la estrella, su esperanza de vida es muy corta y no ofrecen ninguna seguridad: las naves de combate de cada jugador participante abrirán fuego contra las de los demás y también contra las fuerzas de Cerbero en el sistema. Ganará la misión el jugador de la nave de combate superviviente."
"TID_BLUE_STAR_ANOMALY","ANOMALÍA"
"TID_BLUE_STAR_ANOMALY_DESCR","Este portal no operativo parece llevar a estrellas lejanas. Construye un escáner de estrellas azules en él para que las naves de combate puedan cruzarlo."
"TID_HUD_MUST_PLACE_ON_ANOMALY","Debes situar esta estación cerca de una anomalía."
"TID_HUD_CONFIRM_ANOMALY_UPGRADE","¿Empezar a construir escáner de estrellas azules en la anomalía?"
"TID_BLD_RELAY","RELÉ DE ENVÍOS"
"TID_BLD_RELAY_DESCR","Permite mandar algunos envíos automáticamente gracias a los fragmentos recuperados en estrellas azules."
"TID_BLD_RELAY_INFO","Permite hacer entregas automáticas de envíos en un sector por un tiempo limitado.\n\nEn los sectores controlados por el relé, los envíos de créditos se realizarán automáticamente con el tiempo, sin importar su destino. Mejora el relé para aumentar la cantidad de envíos y sectores controlados.\n\nEl relé necesita fragmentos de estrella para funcionar. Podrás ganarlos participando en misiones de estrella azul."
"TID_SHIP_TRANSPORT","Nave de transporte"
"TID_SHIP_TRANSPORT_DESCR","Recoge y entrega envíos entre planetas y estaciones comerciales."
"TID_SHIP_TRANSPORT_INFO","Las naves de transporte son cruciales para el comercio. Úsalas para entregar envíos entre planetas y lunas, además de para transferir artefactos de estrellas rojas."
"TID_SHIP_MINER","Nave minera"
"TID_SHIP_MINER_DESCR","Una nave lenta y frágil que puede recoger hidrógeno en los campos de asteroides."
"TID_SHIP_MINER_INFO","Las naves mineras pueden recoger hidrógeno en los campos de asteroides."
"TID_SHIP_BATTLESHIP","Nave de combate"
"TID_SHIP_BATTLESHIP_DESCR","Una nave de combate que se puede equipar con módulos de armas adicionales."
"TID_SHIP_CERB_FIGHTER","Centinela Cerbero"
"TID_SHIP_CERB_FIGHTER_DESCR","Los centinelas tienen cascos frágiles, pero están equipados con una batería muy potente. Por separado, no suponen una gran amenaza, pero son letales en grandes agrupaciones o cuando se cubren tras naves Cerbero más fuertes.\n\nLos centinelas siempre permanecerán en su sector asignado."
"TID_SHIP_CERB_COLOSSUS","Coloso Cerbero"
"TID_SHIP_CERB_COLOSSUS_DESCR","Esta inmensa nave Cerbero requiere muchísima potencia de fuego y coordinación para derribarla.\n\nSiempre permanecerá en su sector asignado."
"TID_SHIP_CERB_SECTOR_GUARDIAN","Guardián Cerbero"
"TID_SHIP_CERB_SECTOR_GUARDIAN_DESCR","Una nave fuerte que Cerbero suele usar para ofrecer cobertura a los centinelas.\n\nLos guardianes siempre permanecen en su sector asignado."
"TID_SHIP_CERB_INTERCEPTOR","Interceptor Cerbero"
"TID_SHIP_CERB_INTERCEPTOR_DESCR","Una nave Cerbero rápida y potente que puede disparar simultáneamente a cuatro naves enemigas.\n\nSe activará cuando una nave enemiga entre en su sector asignado o se acerque lo suficiente para dispararle. Una vez activada, perseguirá a las naves enemigas por todos los sectores, lo que será muy peligroso para las naves que no sean de combate."
"TID_SHIP_CERB_DESTROYER","Destructor Cerbero"
"TID_SHIP_CERB_DESTROYER_DESCR","Estas misteriosas naves Cerbero pueden saltar hacia estrellas rojas y destruir planetas enteros con sus poderosos rayos. Cuando se derrota al destructor o se destruye un planeta, se aplica daño de área a todas las naves de jugadores cercanas."
"TID_SHIP_CERB_PHOENIX","Fénix Cerbero"
"TID_SHIP_CERB_PHOENIX_DESCR","El Fénix protege a las naves Cerbero cercanas con su escudo de área. Cuando se destruya, generará una pequeña cantidad de centinelas.\n\nEsta nave siempre se quedará en el sector asignado."
"TID_SHIP_ALPHA_DRONE","DRON ALFA"
"TID_SHIP_ALPHA_DRONE_DESCR","Una nave de combate automatizada y rápida pero débil. El dron viaja al destino marcado y se queda ahí hasta que se destruya o el temporizador de activación termine."
"TID_SHIP_SHIPMENT_DRONE","DRON DE ENVÍOS"
"TID_SHIP_SHIPMENT_DRONE_DESCR","Un dron rápido y automatizado que entrega envíos de forma automática cuando sea posible. El dron solo se puede mover entre sectores si están conectados con una ruta de salto activa."
"TID_SHIP_MINING_DRONE","DRON DE EXTRACCIÓN"
"TID_SHIP_MINING_DRONE_DESCR","Una nave de extracción automática que apunta a un solo asteroide. Una vez completada la extracción, el dron enviará el hidrógeno al planeta más cercano y se autodestruirá."
"TID_SHIP_CERBERUS_BOMBER","Bombardero Cerbero"
"TID_SHIP_CERBERUS_BOMBER_DESCR","Una fuerte nave que dispara periódicamente un misil hacia cada uno de los jugadores que esté participando y tenga naves en el sector del Bombardero o en sectores adyacentes. \n\nEsta nave siempre permanecerá en su sector asignado, pero los misiles se pueden lanzar hacia naves que se aproximen en sectores adyacentes."
"TID_SHIP_STORM","Tormenta Cerbero"
"TID_SHIP_STORM_DESCR","Esta nave siempre sigue una ruta circular dentro de su sector. Está equipada con una poderosa arma de larga distancia que dispara periódicamente rápidos misiles Dardo contra las naves enemigas al alcance."
"TID_SHIP_CERB_GHOSTS","Fantasmas Cerbero"
"TID_SHIP_CERB_GHOSTS_DESCR","Un grupo de naves rápidas que saltan de forma imprevisible y se mueven conjuntamente hacia el objetivo más cercano, en cualquier lugar del sistema estelar.\n\nLas naves fantasma son inmunes a todos los módulos que no infligen daño y no cuentan como naves para algunos módulos como Cortina de fuego y Rescatar."
"TID_CORP_FLAGSHIP","NAVE INSIGNIA DE LA CORPORACIÓN"
"TID_CORP_FLAGSHIP_DESCR","Esta nave pertenece a la corporación y pueden controlarla los oficiales de la misma.\n\nExiste la opción de que una nave insignia asista a la corporación que lo posee con una misión de estrellas blancas que esté en curso."
"TID_SHIP_CERB_HYDRA","Hidra Cerbero"
"TID_SHIP_CERB_HYDRA_DESCR","Una enorme y potente nave equipada con una poderosa Cortina de fuego que inflige mucho más daño cuando hay más naves de jugadores en su sector. Cuando se le agoten los PV, se dividirá en dos Hidras pequeñas, más débiles. A su vez, estas versiones más pequeñas se convertirán en dos Hidras diminutas al ser destruidas."
"TID_SHIP_CERB_HYDRA_1","Hidra Cerbero"
"TID_SHIP_CERB_HYDRA_1_DESCR","Una versión más débil de la Hidra Cerbero. Cuando la destruyan, se dividirá en dos Hidras más pequeñas."
"TID_SHIP_CERB_HYDRA_2","Hidra Cerbero"
"TID_SHIP_CERB_HYDRA_2_DESCR","La más débil de las versiones de la Hidra Cerbero. Cuando la destruyan, desaparecerá."
"TID_GHOST_SPAWNER","Portal de salto fantasma"
"TID_GHOST_SPAWNER_DESCR","Las naves Fantasmas Cerbero usan este portal misterioso para saltar a nuevos sistemas estelares. El portal no se puede fijar como objetivo o usar como un objetivo móvil."
"TID_MODULE_TRADER","POTENCIADOR DEL COMERCIO"
"TID_MODULE_TRADER_DESCR","Al activarlo, aumenta el pago por las entregas de envíos."
"TID_MODULE_TRANSPORT_CAPACITY","AMPLIACIÓN DE BODEGA"
"TID_MODULE_TRANSPORT_CAPACITY_DESCR","Aumenta el almacenamiento total de la nave de transporte, por lo que se podrán llevar más envíos o artefactos a la vez."
"TID_MODULE_MINING_BOOST","POTENCIADOR DE EXTRACCIÓN"
"TID_MODULE_MINING_BOOST_DESCR","Aumenta temporalmente la velocidad de recolección de hidrógeno."
"TID_MODULE_EMP","PEM"
"TID_MODULE_EMP_DESCR","Deshabilita todas las naves, misiles y estaciones Cerbero de la zona afectada durante un corto periodo de tiempo, incluida la nave que activó el PEM. Las naves deshabilitadas no pueden moverse ni disparar, pero siguen pudiendo activar los módulos."
"TID_MODULE_SHIPMENT_COMPUTER","ORDENADOR DE ENVÍOS"
"TID_MODULE_SHIPMENT_COMPUTER_DESCR","Recoge automáticamente envíos en puntos de ruta intermedios si su destino coincide con cualquiera de los puntos de ruta posteriores de la nave. Los envíos recogidos automáticamente suman una bonificación a su recompensa.\n\nTras desbloquear este módulo, al seleccionar cualquier objeto que albergue envíos se mostrarán los indicadores numéricos que indican adónde se dirigen dichos envíos."
"TID_MODULE_REPAIR","REPARACIÓN REMOTA"
"TID_MODULE_WEAK_SHIELD","ESCUDO ALFA"
"TID_MODULE_SHIELD","ESCUDO DELTA"
"TID_MODULE_STRONG_SHIELD","ESCUDO OMEGA"
"TID_MODULE_SHIELD_DESCR","Absorbe el daño recibido hasta que se agota o se acaba el temporizador de activación."
"TID_MODULE_SHIELD_WITH_SPEED_DESCR","Absorbe el daño recibido hasta que se agota o se acaba el temporizador de activación. La nave del propietario viaja más rápido cuando el escudo está activo."
"TID_MODULE_REPAIR_DESCR","Repara una cantidad constante de PV por segundo, que se comparte entre todas las naves dañadas que no sean de combate y estén al alcance."
"TID_MODULE_TELEPORT","TELETRANSPORTE"
"TID_MODULE_TELEPORT_DESCR","Tras la demora de activación, la nave se teletransporta al objetivo designado, que debe encontrarse dentro del radio del teletransporte. No puede teletransportar dentro de zonas de barrera creadas por naves enemigas."
"TID_MODULE_TIME_WARP","SALTO TEMPORAL"
"TID_MODULE_TIME_WARP_DESCR","Acelera el tiempo alrededor de la nave. Afecta a los tiempos de viaje y a la velocidad de combate y de recogida de artefactos.\n\nSi un objeto se encuentra al alcance de múltiples saltos temporales, solo le afecta el de mayor nivel."
"TID_MODULE_BATTERY","BATERÍA"
"TID_MODULE_BATTERY_DESCR","Inflige daño a un objetivo a la vez."
"TID_MODULE_LASER","LÁSER"
"TID_MODULE_LASER_DESCR","Un arma potente que inflige más daño cuanto más tiempo permanece centrado en un objetivo."
"TID_MODULE_WEAK_BATTERY","BATERÍA DÉBIL"
"TID_MODULE_WEAK_BATTERY_DESCR","Un arma débil que inflige daño a un solo objetivo a la vez."
"TID_MINERAL_STORAGE_CAPACITY","AMPLIACIÓN DE BODEGA DE HIDRÓGENO"
"TID_MINERAL_STORAGE_CAPACITY_DESCR","Aumenta la cantidad máxima de hidrógeno que puede llevar una nave minera."
"TID_MODULE_REDSTAR_EXTENDER","EXTENSOR VITAL DE ESTRELLAS ROJAS"
"TID_MODULE_REDSTAR_EXTENDER_DESCR","Añade un poco de tiempo a la vida de la estrella roja si se activa cerca de ella."
"TID_MODULE_STEALTH","SIGILO"
"TID_MODULE_STEALTH_DESCR","La nave activadora evita por completo el fuego enemigo. No disparará al enemigo, ni recibirá disparos, mientras dure el efecto."
"TID_MODULE_MASS_MINING","EXTRACCIÓN REMOTA"
"TID_MODULE_MASS_MINING_DESCR","Extrae hidrógeno simultáneamente de todos los campos de asteroides del mismo sector a una velocidad reducida."
"TID_MODULE_UNITY","UNIDAD"
"TID_MODULE_UNITY_DESCR","Aumenta el daño por segundo de la nave del propietario cuando otros jugadores aliados tienen naves en el mismo sector. El aumento es proporcional al número de jugadores aliados con naves en el sector."
"TID_MODULE_UNITY_MINER","UNIDAD DE EXTRACCIÓN"
"TID_MODULE_UNITY_MINER_DESCR","Aumenta la velocidad de extracción de la nave activadora si hay otros jugadores extrayendo recursos en el mismo sector. El aumento es proporcional al número de jugadores que están extrayendo recursos en el sector."
"TID_MODULE_FORTIFY","FORTIFICAR"
"TID_MODULE_FORTIFY_DESCR","Reduce el daño directo de arma recibido. Todas las naves Cerbero del sector se mueven hacia el propietario. Las naves y las bases enemigas prefieren disparar al propietario que a los demás objetivos potenciales."
"TID_MODULE_SALVAGE","RESCATAR"
"TID_MODULE_SALVAGE_DESCR","Recupera al instante un porcentaje de la fuerza del casco cada vez que se destruye una nave (exceptuando el Fantasma Cerbero) en el mismo sector."
"TID_MODULE_SUPRESS","CONTENER"
"TID_MODULE_SUPRESS_DESCR","Evita que una nave enemiga dispare durante un corto periodo de tiempo."
"TID_MODULE_SHIPMENT_DRONE","DRON DE ENVÍOS"
"TID_MODULE_SHIPMENT_DRONE_DESCR","Lanza un dron que recoge y entrega envíos de forma automática cuando sea posible. El dron solo se puede mover entre sectores si están conectados con una ruta de salto activa.\n\nEl dron carga envíos a un único destino a la vez. Cuando entregue más de un envío, obtendrá una bonificación de recompensa de créditos para todos los envíos proporcional al número de envíos adicionales entregados."
"TID_MODULE_DESTINY","DESTINO"
"TID_MODULE_DESTINY_DESCR","Inflige un daño de área inmenso a todas las naves enemigas al alcance. La nave iniciadora salta al instante a un asteroide al azar del sistema estelar. Si no quedan asteroides, no se puede activar DESTINO.\n\nTras el salto, la nave queda deshabilitada durante un breve periodo de tiempo.\n\nSolo se puede activar si hay naves enemigas en el sector."
"TID_MODULE_LEAP","SALTO"
"TID_MODULE_LEAP_DESCR","La nave del propietario inicia el teletransporte hacia la nave aliada más cercana que se encuentre en combate en cualquier parte del sistema estelar actual. Tras el periodo de demora de activación, y si el aliado objetivo sigue vivo, la nave del propietario saltará al objeto más cercano a la nave aliada. Tras el salto, tanto la nave del propietario como la aliada permanecerán desactivadas durante unos momentos."
"TID_MODULE_BOND","VÍNCULO"
"TID_MODULE_BOND_DESCR","Crea una conexión de movimiento con la nave enemiga que elijas. Mientras la conexión esté activa, la nave enemiga no se podrá mover de forma independiente. La nave enemiga repetirá cualquier movimiento que haga la nave del propietario, así que siempre se mantiene la misma distancia entre las dos naves.\n\nA la nave del propietario no le afectarán las barreras que active la nave enemiga.\n\nLa nave enemiga se puede liberar antes de la conexión al utilizar Vínculo en la nave original o un módulo que sirva para teletransportarse.\n\nNo funciona con estrellas rojas públicas de nivel 7 o inferior. Una nave que tiene un Cerbero bajo la influencia de un VÍNCULO no puede teletransportarse a una estrella roja pública.\n\nNo funciona contra Tormenta Cerbero."
"TID_MODULE_VENGEANCE","VENGANZA"
"TID_MODULE_VENGEANCE_DESCR","Las estrellas se activarán automáticamente cuando la fuerza del casco de la nave del propietario caiga por debajo del umbral. Al terminar la demora de activación, y si la nave del propietario no ha sido destruida aún, una explosión inmensa infligirá daño de área a todas las naves enemigas al alcance."
"TID_MODULE_PASSIVE_SHIELD","ESCUDO PASIVO"
"TID_MODULE_PASSIVE_SHIELD_DESCR","Un escudo que está siempre activo y que se puede regenerar con el tiempo.\n\nEl escudo solo se empieza a regenerar una vez que ha dejado de recibir daño durante un tiempo equivalente a la demora en la regeneración."
"TID_MODULE_MIRROR_SHIELD","ESCUDO ESPEJO"
"TID_MODULE_MIRROR_SHIELD_DESCR","Inflige al atacante un porcentaje del daño recibido por este escudo."
"TID_MODULE_AREA_SHIELD","ESCUDO DE ÁREA"
"TID_MODULE_AREA_SHIELD_DESCR","Absorbe el daño infligido al casco de las naves aliadas en el área de efecto, incluidas las naves de transporte y las naves mineras."
"TID_MODULE_AREA_SHIELD_DESCR_CERB","Absorbe el daño infligido al casco de las naves Cerbero en el área de efecto"
"TID_MODULE_BLAST_SHIELD","ESCUDO DE EXPLOSIÓN"
"TID_MODULE_BLAST_SHIELD_DESCR","Protege solamente contra daño de área a la nave del propietario y a todas las naves aliadas al alcance. Este escudo no absorbe daño directo de arma, que se aplica directamente en el casco de la nave."
"TID_MODULE_BARRIER","BARRERA"
"TID_MODULE_BARRIER_DESCR","Crea un campo de fuerza alrededor de la nave. Las naves y misiles enemigos no se pueden mover mientras estén dentro del campo de fuerza. Las naves enemigas no pueden usar ningún objeto dentro de la zona de efecto como objetivo para el módulo de teletransporte."
"TID_MODULE_IMPULSE","IMPULSO"
"TID_MODULE_IMPULSE_DESCR","Proporciona al propietario un rápido impulso que le ayuda a viajar más rápido por su ruta actual."
"TID_MODULE_BARRAGE","CORTINA DE FUEGO"
"TID_MODULE_BARRAGE_DESCR","Batería que inflige daño adicional a su objetivo individual cuando haya más naves enemigas en el sector.\n\nLos Fantasmas Cerbero no cuentan como enemigos para el daño adicional."
"TID_MODULE_HYDRO_UPLOAD","CARGA DE HIDRÓGENO"
"TID_MODULE_HYDRO_UPLOAD_DESCR","Desvía al instante un porcentaje del hidrógeno obtenido a las reservas de tu imperio sin tener que regresar a un planeta."
"TID_MODULE_TRADE_BURST","ESTALLIDO COMERCIAL"
"TID_MODULE_TRADE_BURST_DESCR","Cuenta los envíos realizados durante el periodo de activación. Una vez alcanzado el umbral mínimo, cada nuevo envío de créditos realizado por la nave del propietario generará una recompensa de bonificación mientras el módulo siga activo."
"TID_MODULE_SHIPMENTBEAM","RAYO DE ENVÍO"
"TID_MODULE_SHIPMENTBEAM_DESCR","Carga al instante los envíos de menor valor desde cualquier puesto avanzado objetivo en el sistema estelar. No funciona con artefactos ni reliquias."
"TID_MODULE_SANCTUARY","SANTUARIO"
"TID_MODULE_SANCTUARY_DESCR","Cuando la nave del propietario esté a punto de ser destruida durante un combate o por una supernova, regresará a su sistema natal. Se perderá cualquier cargamento de la nave.\n\nLas naves de combate con Santuario equipado que sean destruidas en una estrella roja no podrán volver a la misma estrella."
"TID_MODULE_FUELUSE_PCT","\n\nLa instalación de este módulo aumentará el coste de hidrógeno para mover la nave del propietario en un {0} %."
"TID_MODULE_CRUNCH","CRUJIDO"
"TID_MODULE_CRUNCH_DESCR","Obtiene hidrógeno al instante de todos los campos de asteroides en el sector actual (limitado por la cantidad máxima y la capacidad total de la nave minera)"
"TID_MODULE_RECALL","RETIRADA"
"TID_MODULE_RECALL_DESCR","Permite a la nave de transporte teletransportarse a cualquier estación comercial en el sistema estelar actual."
"TID_MODULE_ALPHAROCKET","MISIL ALFA"
"TID_MODULE_ALPHAROCKET_DESCR","Un misil rápido pero débil que se puede lanzar hacia un único objetivo fijado. El misil explota e inflige daño de área a todas las naves enemigas al alcanzar su destino.\n\nLas naves enemigas pueden disparar al misil usando reglas normales de puntería. Si el misil se destruye antes de alcanzar su destino, no se aplicará ningún daño."
"TID_MODULE_DELTAROCKET","MISIL DELTA"
"TID_MODULE_DELTAROCKET_DESCR","Un rapidísimo misil que inflige daño de área a todas las naves enemigas al alcanzar su destino final. El propietario puede colocar un segundo punto de ruta tras el lanzamiento.\n\nLas naves enemigas pueden disparar al misil usando reglas normales de puntería. Si el misil se destruye antes de alcanzar su destino, no se aplicará ningún daño.\n\nNo funciona en sectores con portales de salto en estrellas blancas."
