"TID_INTRO_MESSAGE_TITLE","BIENVENUE DANS HADES' STAR"
"TID_TUT_SPEED_UP_ARTIFACT_RESEARCH","• Sélectionnez TERMINER IMMÉDIATEMENT"
"TID_TUT_SELECT_SALVAGE","• Sélectionnez DÉMANTELER."
"TID_COLLECT_ARTIFACT_REWARD","• Sélectionnez RÉCUPÉRER."
"TID_TUT_SELECT_UPGRADE","• Sélectionnez AMÉLIORER"
"TID_TUT_DO_UPGRADE","• Confirmez l'amélioration"
"TID_TUT_WAIT_OR_SPEEDUP_PLANET_UPGRADE","• Terminez l'amélioration dès maintenant"
"TID_TUT_HINT_MOVEMENT","Une fois le vaisseau parti, vous ne pouvez pas changer sa trajectoire et devez attendre qu'il atteigne sa destination."
"TID_TUT_HINT_RS_SUPERNOVA","Les étoiles rouges deviendront des supernovae peu après leur découverte. Assurez-vous que vos vaisseaux retournent à la porte de saut avant la fin du minuteur ou bien ils seront perdus."
"TID_TUT_HINT_MINING","Votre vaisseau de forage continuera à récupérer de l'hydrogène jusqu'à ce que toutes les ceintures d'astéroïdes de son secteur hexagonal soient épuisées ou que votre capacité d'hydrogène soit pleine."
"TID_TUT_HINT_SHORT_RANGE_SCANNER","Une fois construit, le scanner à courte portée vous permettra d'explorer de nouveaux secteurs dans ce système stellaire."
"TID_TUT_RED_STAR_SCANNER","Une fois que le scanner d'étoile rouge détecte une nouvelle étoile, il se transforme en porte de saut, vous permettant d'envoyer vos vaisseaux vers le nouveau système."
"TID_TUT_WAIT_OR_SPEED_CONSTRUCTION","• Terminez la construction dès maintenant"
"TID_TUT_HINT_COMBAT","Sélectionnez un vaisseau de combat pour voir sa portée d'attaque. Ces vaisseaux attaquent automatiquement les ennemis qui entrent dans cette portée."
"TID_TUT_HINT_HYDRO","Déplacer un vaisseau de transport coûte de l'hydrogène. Gardez un œil sur vos réserves d'hydrogène et assurez-vous d'avoir tout le temps des vaisseaux de forage collectant de l'hydrogène sur les ceintures d'astéroïdes."
"TID_TUT_HINT_REPAIR","Tout vaisseau endommagé sera lentement réparé s'il est stationnaire dans un secteur sans vaisseaux Cerbères."
"TID_TUT_PLANETS_WITH_ARTIFACTS","Les planètes des étoiles rouges abritent des artéfacts que vous pouvez rechercher. Contrairement aux cargaisons normales, les artéfacts mettent du temps à être chargés dans vos vaisseaux de transport."
"TID_TUT_OTHER_PLAYERS_IN_RS","Vous pouvez rencontrer d'autres joueurs dans des étoiles rouges. Vous pouvez coopérer pour vaincre des vaisseaux Cerbères. Il est impossible de combattre un autre joueur dans les étoiles rouges."
"TID_TUT_PLANETS_WITH_ARTIFACTS_2","Chaque planète d'étoile rouge possède des artéfacts uniques pour chaque joueur participant. Vous ne pouvez pas voler les artéfacts des autres joueurs. Coopérer avec d'autres joueurs augmente vos chances de réussite."
"TID_TUT_HINT_RESEARCH_STATION","La station de recherche permet de stocker, rechercher ou démanteler les artéfacts que vous récupérez."
"TID_TUT_RETURN_HOME","• Revenez à votre étoile d'origine"
"TID_TUT_ASK_FOR_NOTIFICATIONS_TITLE","NOTIFICATIONS"
"TID_TUT_ASK_FOR_NOTIFICATIONS_APPLE","Hades' Star peut envoyer des notifications sur votre appareil pour les événements importants, comme lorsque votre vaisseau de forage nécessite de nouveaux ordres.\n\nSi vous avez bloqué ces notifications, vous pouvez les réactiver à tout moment dans les paramètres de votre appareil."
"TID_TUT_SHIPYARD_HINT","Le chantier spatial vous permet de créer des vaisseaux supplémentaires. Il peut être amélioré afin d'augmenter la capacité totale de votre flotte."
"TID_TUT_UPGRADE_SHIPYARD","AMÉLIOREZ VOTRE CHANTIER SPATIAL"
"TID_TUT_UPGRADE_SHIPYARD_DESCR","Améliorez votre chantier spatial au niveau {0} afin de pouvoir construire plus de vaisseaux."
"TID_TUT_VIEW_OBJECTIVES","VOIR LES OBJECTIFS"
"TID_TUT_VIEW_OBJECTIVES_DESCR","La fenêtre Objectifs fournit des buts et des directives supplémentaires pour votre voyage à travers la galaxie d'Hades."
"TID_TUT_INSTALL_MODULE","INSTALLEZ UN MODULE"
"TID_TUT_INSTALL_MODULE_DESCR","Les vaisseaux peuvent être améliorés en installant des modules. Ces modules sont soit activables, soit passifs, et ils offrent des avantages uniques à chaque vaisseau."
"TID_TUT_OPEN_TECH_WINDOW","• Ouvrez la fenêtre de MODULES."
"TID_TUT_OPEN_STAR_WINDOW","• Ouvrez la fenêtre ÉTOILE."
"TID_TUT_UNSELECT_CURRENT_OBJECT","• Fermez l'onglet de sélection"
"TID_TUT_SELECT_TRANSPORT_CAPACITY_MODULE","• Sélectionnez votre nouveau module"
"TID_TUT_SELECT_BACK","• Revenez à la fenêtre précédente"
"TID_TUT_FINISH_MODULE_UPGRADE","• Terminez l'amélioration dès maintenant"
"TID_TUT_START_MODULE_UPGRADE","• Lancez le processus de déblocage du module"
"TID_TUT_SELECT_EDIT_MODULES","• Sélectionnez Installer modules"
"TID_TUT_CLAIM_OBJECTIVE","• Validez l'objectif terminé"
"TID_TUT_STEER_SHIP_IN_BLS","• Déplacez votre cuirassé pour éviter la zone rouge, et soyez le dernier cuirassé en vie."
"TID_TUT_SCREEN_ACTIVATED_MODULES_TITLE","MODULES ACTIVÉS"
"TID_TUT_SCREEN_ACTIVATED_MODULES_TEXT","Le BOUCLIER ALPHA et d'autres modules doivent être activés manuellement. Après avoir sélectionné le vaisseau, appuyez sur le bouton du module pour l'activer."
"TID_BUILDING_SHIPYARD","CHANTIER SPATIAL"
"TID_BUILDING_SHIPYARD_DESCR","Permet de construire des vaisseaux. Améliorez-le afin d'augmenter la capacité de flotte totale de votre empire."
"TID_BUILDING_REDSTAR_SCANNER","SCANNER D'ÉTOILE ROUGE"
"TID_BUILDING_REDSTAR_SCANNER_DESCR","Détecte les étoiles rouges à proximité."
"TID_BUILDING_REDSTAR_SCANNER_INFO","Le scanner d'étoile rouge peut détecter les étoiles à proximité étant sur le point de devenir une supernova. Ces étoiles abritent généralement de vieilles planètes contenant de précieux artéfacts, mais elles sont également protégées par des forces Cerbères.\n\nLes autres joueurs peuvent utiliser leur scanner d'étoile rouge pour découvrir ces mêmes étoiles."
"TID_BUILDING_TRADINGSTATION","STATION D'ÉCHANGE"
"TID_BUILDING_TRADINGSTATION_DESCR","Les stations d'échange permettent d'envoyer et de recevoir des cargaisons de grande valeur entre vos planètes. Elles doivent être placées au milieu d'un secteur vide non adjacent à des secteurs où des stations d'échange sont déjà présentes."
"TID_BUILDING_DIPLOMACY_CENTER","STATION DIPLOMATIQUE"
"TID_BUILDING_DIPLOMACY_CENTER_DESCR","Permet d'établir des relations diplomatiques avec d'autres joueurs. Les joueurs ayant une relation diplomatique peuvent envoyer des vaisseaux dans le système de leurs partenaires."
"TID_BUILDING_DIPLOMACY_CENTER_INFO","La station diplomatique peut créer une porte de saut à deux voies entre votre système principal et celui d'un autre joueur. Une fois reliés, les deux joueurs peuvent envoyer des vaisseaux d'un système à l'autre."
"TID_BUILDING_WARPLANE_HUB","NOYAU DE LIGNE DE SAUT"
"TID_BUILDING_WARPLANE_HUB_DESCR","Deux noyaux peuvent être connectés afin de créer une ligne de saut temporaire dans votre système. Une ligne de saut active permet aux vaisseaux de voyager instantanément et sans consommer d'hydrogène."
"TID_BUILDING_WARPLANE_HUB_INFO","Ce noyau de ligne de saut peut être connecté à un autre noyau pendant un jour pour un coût d'hydrogène fixe. Une fois reliés, les vaisseaux peuvent voyager entre les deux noyaux instantanément et sans utiliser d'hydrogène."
"TID_BUILDING_STARGATE","PORTE DE SAUT"
"TID_BUILDING_STARGATE_DESCR","Ces mystérieuses structures éparpillées dans la galaxie d'Hades permettent aux vaisseaux de voyager entre différents systèmes stellaires."
"TID_BUILDING_RESEARCH","STATION DE RECHERCHE"
"TID_BUILDING_RESEARCH_DESCR","Analyse les artéfacts trouvés sur les étoiles rouges."
"TID_BUILDING_RESEARCH_INFO","La station de recherche permet de stocker et d'étudier les artéfacts. Envoyez-y un vaisseau de transport afin d'y déposer automatiquement de nouveaux artéfacts."
"TID_BUILDING_SHORT_RANGE_SCANNER","SCANNER À COURTE PORTÉE"
"TID_BUILDING_SHORT_RANGE_SCANNER_DESCR","Peut révéler des secteurs cachés adjacents au secteur dans lequel il se trouve."
"TID_BUILDING_SHORT_RANGE_SCANNER_INFO","Ce scanner vous permet de dévoiler les secteurs adjacents à votre système stellaire.\n\nAprès avoir construit un récolteur d'étoiles, le scanner à courte portée sera utilisé quotidiennement pour détecter de nouvelles ceintures d'astéroïdes."
"TID_BLD_REDSTAR_UPGRADE","Améliorer le scanner d'étoile rouge vous permet de trouver des étoiles rouges de plus haut niveau contenant de meilleurs artéfacts, mais également protégées par de plus puissants Cerbères."
"TID_BLD_SHIPYARD_UPGRADE","Améliorer votre chantier spatial vous permet de contrôler un plus grand nombre de vaisseaux."
"TID_BLD_RESEARCH_STATION_UPGRADE","Améliorer la station de recherche vous permet de rechercher des artéfacts de plus haut niveau."
"TID_BLD_WHITESTAR_SCANNER","SCANNER D'ÉTOILE BLANCHE"
"TID_BLD_WHITESTAR_SCANNER_DESCR","Vous permet de repérer et d'envoyer des vaisseaux vers les étoiles blanches. Vous devez faire partie d'une corporation pour accéder aux étoiles blanches."
"TID_BLD_STAR_HARVESTER","RÉCOLTEUR D'ÉTOILES"
"TID_BLD_STAR_HARVESTER_DESCR","Collecte de l'énergie d'étoile jaune pour générer des ceintures d'astéroïdes à hydrogène temporaires supplémentaires près des scanners à courte portée du système. Améliorez-le pour augmenter la quantité d'hydrogène détecté par jour."
"TID_BUILDING_BLUESTAR_SCANNER","SCANNER D'ÉTOILE BLEUE"
"TID_BUILDING_BLUESTAR_SCANNER_DESCR","Détecte les étoiles bleues à proximité."
"TID_BUILDING_BLUESTAR_SCANNER_INFO","Le scanner enverra un cuirassé à destination de l'étoile bleue détectée. Les étoiles bleues connaissent un effondrement gravitationnel perpétuel, partant de leur frontière vers leur étoile au centre, leur durée de vie est très courte, et elles n'offrent aucune sécurité : les cuirassés de tous les joueurs participants se tireront dessus, tout comme les forces Cerbères qui se trouvent dans le système. Le joueur dont le cuirassé est le dernier à avoir survécu remporte la mission."
"TID_BLUE_STAR_ANOMALY","ANOMALIE"
"TID_BLUE_STAR_ANOMALY_DESCR","Ce portail non fonctionnel semble mener à des étoiles très éloignées. Construisez un scanner d'étoile bleue dessus pour permettre aux cuirassés de passer à travers."
"TID_HUD_MUST_PLACE_ON_ANOMALY","Cette station doit être placée sur une anomalie"
"TID_HUD_CONFIRM_ANOMALY_UPGRADE","Commencer à construire un scanner d'étoile bleue sur l'anomalie ?"
"TID_BLD_RELAY","RELAIS DE CARGAISON"
"TID_BLD_RELAY_DESCR","Vous permet d'automatiser de façon partielle ou totale la livraison de cargaison en utilisant de l'hydrogène supplémentaire. Les cargaisons livrées avec le relais rapportent un bonus supplémentaire."
"TID_BLD_RELAY_INFO","Rend possible la livraison automatique de cargaisons par secteur.\n\nLe secteur pour lequel le relais est appliqué recevra instantanément toutes ses cargaisons de crédits, quelle que soit la destination de la cargaison. Améliorer le relais augmente le bonus de livraison de crédits mais aussi le coût en hydrogène par cargaison."
"TID_SHIP_TRANSPORT","Transport"
"TID_SHIP_TRANSPORT_DESCR","Utilisable pour livrer et récupérer des cargaisons et autres cargos de valeur dans la galaxie."
"TID_SHIP_TRANSPORT_INFO","Les vaisseaux de transport sont nécessaires à l'économie. Utilisez-les pour déplacer des cargaisons entre des planètes et des lunes et récupérer des artéfacts des étoiles rouges."
"TID_SHIP_MINER","Forage"
"TID_SHIP_MINER_DESCR","Peut récupérer de l'hydrogène et d'autres ressources de valeur dans les ceintures d'astéroïdes."
"TID_SHIP_MINER_INFO","Les vaisseaux de forage peuvent récupérer de l'hydrogène dans les ceintures d'astéroïdes."
"TID_SHIP_BATTLESHIP","Cuirassé"
"TID_SHIP_BATTLESHIP_DESCR","Un vaisseau d'assaut qui peut être personnalisé avec des modules supplémentaires d'armes, de boucliers et de combat."
"TID_SHIP_CERB_FIGHTER","Sentinelle Cerbère"
"TID_SHIP_CERB_FIGHTER_DESCR","Les sentinelles ont une coque assez faible, mais un puissant armement. Individuellement elles ne représentent pas une grande menace, mais elles sont extrêmement dangereuses en grand nombre ou bien appuyées par des vaisseaux Cerbères plus puissants.\n\nLes sentinelles restent toujours dans leur secteur d'affectation."
"TID_SHIP_CERB_COLOSSUS","Colosse Cerbère"
"TID_SHIP_CERB_COLOSSUS_DESCR","Un immense vaisseau Cerbère qui ne peut être vaincu qu'avec une énorme puissance de tir combinée.\n\nIl reste toujours dans son secteur d'affectation."
"TID_SHIP_CERB_SECTOR_GUARDIAN","Gardien Cerbère"
"TID_SHIP_CERB_SECTOR_GUARDIAN_DESCR","Un puissant vaisseau servant souvent de soutien aux sentinelles Cerbères.\n\nIl reste toujours dans son secteur d'affectation."
"TID_SHIP_CERB_INTERCEPTOR","Intercepteur Cerbère"
"TID_SHIP_CERB_INTERCEPTOR_DESCR","Un vaisseau Cerbère rapide et robuste qui peut tirer sur plusieurs vaisseaux de joueurs à la fois. Il est létal contre les vaisseaux pacifiques, qui doivent rester hors de portée des Intercepteurs.\n\nCes derniers patrouillent aléatoirement dans des emplacements stratégiques dans le système stellaire et peuvent se déplacer entre plusieurs secteurs."
"TID_SHIP_CERB_DESTROYER","Destroyer Cerbère"
"TID_SHIP_CERB_DESTROYER_DESCR","Ces mystérieux vaisseaux Cerbère sont connus pour sauter dans des étoiles rouges et détruire des planètes entières avec leurs puissants rayons. Une fois le Destroyer abattu ou une planète détruite, des dégâts de zone seront infligés à tous les vaisseaux des joueurs à proximité."
"TID_SHIP_CERB_PHOENIX","Phoenix Cerbère"
"TID_SHIP_CERB_PHOENIX_DESCR","Le Phénix protège les vaisseaux Cerbères environnants avec son bouclier d'alliés. Une fois détruit, il produira un petit nombre de sentinelles.\n\nCe vaisseau restera toujours dans son secteur d'affectation."
"TID_SHIP_ALPHA_DRONE","DRONE ALPHA"
"TID_SHIP_ALPHA_DRONE_DESCR","Un drone de combat automatisé. Le drone se rend à sa destination et y reste jusqu'à ce qu'il soit détruit ou que son minuteur d'activation soit écoulé."
"TID_SHIP_DECOY_DRONE","DRONE LEURRE"
"TID_SHIP_DECOY_DRONE_DESCR","Un drone défensif sans armes. Reste à son emplacement cible jusqu'à l'épuisement de sa coque, ou l'expiration de son minuteur d'activation."
"TID_SHIP_REPAIR_DRONE","DRONE DE RÉPARATION"
"TID_SHIP_REPAIR_DRONE_DESCR","Le drone de réparation restaure les PV des cuirassés endommagés à portée lorsqu'il est détruit. S'il est détruit au combat, avant la fin de sa durée de vie, le montant de PV restaurés est augmenté."
"TID_SHIP_ROCKET_DRONE_DESCR","Un drone à durée de vie limitée qui tire des roquettes Alpha sur les ennemis à portée."
"TID_MOD_ALPHA_DRONE_DESCR","Envoie un drone de combat unique. Le drone se rend au point d'activation et y reste jusqu'à ce qu'il soit détruit ou que son minuteur d'activation soit écoulé."
"TID_SHIP_SHIPMENT_DRONE","DRONE DE CARGAISON"
"TID_SHIP_SHIPMENT_DRONE_DESCR","Un drone automatisé et rapide qui livrera automatiquement les cargaisons lorsque c'est possible. Le drone ne peut traverser les secteurs que s'ils sont connectés à une Voie de Warp active.\n\nL'hydrogène utilisé pour l'activation est déposé sur le drone au lancement. Le drone s'autodétruira une fois qu'il aura utilisé tout l'hydrogène déposé, ou lorsque son minuteur d'activation sera épuisé."
"TID_SHIP_BLAST_DRONE","DRONE EXPLOSIF"
"TID_SHIP_BLAST_DRONE_DESCR","Un drone de forage automatisé qui se concentre sur un seul astéroïde. Après avoir extrait une petite quantité d'hydrogène de sa cible, le drone se dirige vers le vaisseau ennemi le plus proche à une vitesse croissante. Une fois qu'il atteint le vaisseau ou qu'il se fait détruire par des tirs ennemis, le drone inflige des dégâts de zone à tous les objets ennemis à portée.\n\nSi le drone est détruit avant la fin du forage, ou qu'il n'est pas en mesure d'extraire la quantité d'hydrogène requise de l'astéroïde cible, il sera détruit sans infliger de dégâts."
"TID_SHIP_CERBERUS_BOMBER","Bombardier Cerbère"
"TID_SHIP_CERBERUS_BOMBER_DESCR","Un puissant vaisseau qui tire une roquette à intervalles réguliers sur tous les joueurs participants qui possèdent des vaisseaux dans le secteur où le bombardier se trouve, ou dans les secteurs adjacents. \n\nCe vaisseau restera toujours dans son secteur d'affectation, mais les roquettes peuvent être tirées sur les vaisseaux en approche qui se trouvent dans les secteurs adjacents."
"TID_SHIP_STORM","Tempête Cerbère"
"TID_SHIP_STORM_DESCR","Ce vaisseau suit toujours un chemin circulaire au sein de son secteur. Il est équipé d'une puissante arme de longue portée qui lance à intervalle régulier des missiles DART rapides contre tous les vaisseaux ennemis à sa portée."
"TID_SHIP_CERB_GHOSTS","FANTÔMES CERBÈRES"
"TID_SHIP_CERB_GHOSTS_DESCR","Un groupe de vaisseaux rapides qui saute de manière imprévisible et se déplace vers la cible la plus proche dans le système stellaire."
"TID_CORP_FLAGSHIP","VAISSEAU AMIRAL DE LA CORPORATION"
"TID_CORP_FLAGSHIP_DESCR","Ce vaisseau appartient à une corporation et ne peut être contrôlé que par les officiers qui en font partie.\n\nUn vaisseau amiral peut parfois assister sa corporation dans une mission d'étoile blanche."
"TID_SHIP_CERB_HYDRA","Hydre Cerbère"
"TID_SHIP_CERB_HYDRA_DESCR","Un vaisseau immense et robuste, équipé d'un puissant barrage infligeant nettement plus de dégâts lorsque d'autres joueurs se trouvent dans son secteur. Une fois ses points de vie épuisés, il se divisera en deux Hydres moins puissantes et plus petites. Ces petites versions se diviseront elles-mêmes en deux Hydres encore plus petites quand elles seront détruites."
"TID_SHIP_CERB_HYDRA_1","Hydre Cerbère"
"TID_SHIP_CERB_HYDRA_1_DESCR","Une version moins puissante de l'Hydre Cerbère. Se divisera en deux Hydres plus petites une fois détruite."
"TID_SHIP_CERB_HYDRA_2","Hydre Cerbère"
"TID_SHIP_CERB_HYDRA_2_DESCR","La version la moins puissante de l'Hydre Cerbère. Disparaîtra une fois détruite."
"TID_RELIC_DRONE","DRONE RELIQUE"
"TID_RELIC_DRONE_DESCR","Le drone voyagera jusqu'à la planète visée et commencera le chargement des reliques jusqu'à ce que la planète soit vidée ou que la capacité du drone soit pleine. Il voyagera ensuite automatiquement jusqu'à la porte de saut et quittera le système pour déposer les reliques auprès de votre corporation.\n\nUne amélioration augmente la capacité de reliques du drone et diminue le temps requis pour charger une relique."
"TID_SHIP_CERB_CARRIER","TRANSPORTEUR CERBÈRE"
"TID_SHIP_CERB_CARRIER_DESCR","Le transporteur crée des sentinelles en continu tant qu'il y a des vaisseaux hostiles dans son secteur. Il peut se téléporter stratégiquement pour rester dans le feu de l'action."
"TID_SHIP_CERB_DARK_SENTINEL","SENTINELLE NOIRE"
"TID_SHIP_CERB_DARK_GUARDIAN","GARDIEN NOIR"
"TID_SHIP_CERB_DARK_COLOSSUS","COLOSSE NOIR"
"TID_SHIP_CERB_DARK_INTERCEPTOR","INTERCEPTEUR NOIR"
"TID_SHIP_CERB_DARK_DESTROYER","DESTRUCTEUR NOIR"
"TID_MODULE_DESTROYER_VENGEANCE","VENGEANCE DU DESTRUCTEUR"
"TID_MODULE_DESTROYER_VENGEANCE_DESCR","Une fois le Destroyer abattu ou une planète détruite, des dégâts de zone seront infligés à tous les vaisseaux des joueurs à proximité."
