"TID_INTRO_MESSAGE_TITLE","BOAS-VINDAS AO HADES' STAR"
"TID_TUT_OTHER_PLAYERS_IN_RS","Outros jogadores podem estar agindo em Estrelas Vermelhas. Vocês podem trabalhar juntos para derrotar naves Cerberus. Não é permitido que jogadores lutem entre si em Estrelas Vermelhas."
"TID_TUT_PLANETS_WITH_ARTIFACTS_2","Cada planeta de Estrela Vermelha tem Artefatos únicos para cada jogador participante. Você não pode roubar os Artefatos de outro jogador. Cooperar com outros jogadores aumenta a chance de sucesso."
"TID_TUT_HINT_RESEARCH_STATION","A Estação de Pesquisa pode armazenar, pesquisar ou reciclar qualquer Artefato que você resgatar."
"TID_TUT_RETURN_HOME","• Retorne para sua estrela de origem"
"TID_TUT_ASK_FOR_NOTIFICATIONS_TITLE","NOTIFICAÇÕES"
"TID_TUT_ASK_FOR_NOTIFICATIONS_APPLE","O Hades' Star pode enviar notificações de eventos importantes, como quando suas Naves Mineradoras precisarem de novas ordens.\n\nSe deseja habilitar essas notificações, acesse as configurações do seu celular."
"TID_TUT_SHIPYARD_HINT","O Estaleiros permite a construção de novas naves. Ele pode ser melhorado para aumentar a capacidade total da sua frota."
"TID_TUT_UPGRADE_SHIPYARD","MELHORE O SEU ESTALEIRO"
"TID_TUT_UPGRADE_SHIPYARD_DESCR","Melhore seu estaleiro para o nível {0} para que possa construir mais naves."
"TID_TUT_VIEW_OBJECTIVES","VER OBJETIVOS"
"TID_TUT_VIEW_OBJECTIVES_DESCR","A janela de Objetivos fornece objetivos adicionais e serve como guia para a sua jornada na galáxia de Hades."
"TID_TUT_INSTALL_MODULE","INSTALE UM MÓDULO"
"TID_TUT_INSTALL_MODULE_DESCR","Naves podem ser melhoradas com a instalação de módulos. Módulos podem ser ativos ou passivos, e eles fornecem vantagens específicas para cada nave."
"TID_TUT_OPEN_TECH_WINDOW","• Abra a janela MÓDULOS."
"TID_TUT_OPEN_STAR_WINDOW","• Abra a janela ESTRELA."
"TID_TUT_UNSELECT_CURRENT_OBJECT","• Feche a guia de seleção"
"TID_TUT_SELECT_TRANSPORT_CAPACITY_MODULE","• Selecione o novo módulo"
"TID_TUT_SELECT_BACK","• Retorne"
"TID_TUT_FINISH_MODULE_UPGRADE","• Conclua a melhoria agora"
"TID_TUT_START_MODULE_UPGRADE","• Inicie o processo de desbloqueio do módulo"
"TID_TUT_SELECT_EDIT_MODULES","• Selecione Instalar Módulos"
"TID_TUT_CLAIM_OBJECTIVE","• Finalize o objetivo concluído"
"TID_TUT_STEER_SHIP_IN_BLS","• Mova o seu encouraçado para evitar a área vermelha e seja o último encouraçado sobrevivente."
"TID_TUT_SCREEN_ACTIVATED_MODULES_TITLE","MÓDULOS ATIVADOS"
"TID_TUT_SCREEN_ACTIVATED_MODULES_TEXT","ESCUDO ALFA e muitos outros módulos devem ser ativados manualmente. Com a nave selecionada, pressione o botão de módulo para ativá-lo."
"TID_BUILDING_SHIPYARD","ESTALEIRO"
"TID_BUILDING_SHIPYARD_DESCR","Permite a construção de naves. Melhore para aumentar o total da capacidade da frota do seu Império."
"TID_BUILDING_REDSTAR_SCANNER","SENSOR DE ESTRELAS VERMELHAS"
"TID_BUILDING_REDSTAR_SCANNER_DESCR","Detecta Estrelas Vermelhas próximas."
"TID_BUILDING_REDSTAR_SCANNER_INFO","O Sensor de Estrelas Vermelhas detecta estrelas próximas prestes a entrar em supernova. Estas estrelas costumam ter planetas antigos com artefatos valiosos, mas que também são protegidas por forças Cerberus.\n\nOutros jogadores também podem usar seus Sensores de Estrelas Vermelhas para ter acesso às mesmas estrelas."
"TID_BUILDING_TRADINGSTATION","ESTAÇÃO COMERCIAL"
"TID_BUILDING_TRADINGSTATION_DESCR","Estações Comerciais criam e aceitam carregamentos de alto valor que entram e saem dos seus planetas. Elas devem ser posicionadas no centro de um setor vazio, não adjacente a setores que têm outras Estações Comerciais."
"TID_BUILDING_DIPLOMACY_CENTER","ESTAÇÃO DIPLOMÁTICA"
"TID_BUILDING_DIPLOMACY_CENTER_DESCR","Permite estabelecer relações diplomáticas com outros jogadores. Jogadores com relações diplomáticas podem enviar naves para os sistemas um do outro."
"TID_BUILDING_DIPLOMACY_CENTER_INFO","A Estação Diplomática pode criar um Portal de Salto de duas vias para o sistema de outro jogador. Uma vez conectados, os jogadores podem enviar naves um para o lado do outro."
"TID_BUILDING_WARPLANE_HUB","PLATAFORMA DE DOBRA ESPACIAL"
"TID_BUILDING_WARPLANE_HUB_DESCR","Duas Plataformas que podem ser conectadas para criar uma Via de Dobra Espacial temporária no seu sistema. Uma Via de Dobra Espacial ativa permite que as naves viajem instantaneamente sem consumir Hidrogênio."
"TID_BUILDING_WARPLANE_HUB_INFO","Esta Plataforma pode ser conectada a outra durante um dia em troca de um valor fixo em Hidrogênio. Uma vez conectadas, as naves podem viajar entre os dois pontos instantaneamente e sem gastar Hidrogênio."
"TID_BUILDING_STARGATE","PORTAL DE SALTO"
"TID_BUILDING_STARGATE_DESCR","Espalhados pela galáxia de Hades, essas misteriosas estruturas permitem que naves saltem entre sistemas estelares."
"TID_BUILDING_RESEARCH","ESTAÇÃO DE PESQUISA"
"TID_BUILDING_RESEARCH_DESCR","Analisa Artefatos encontrados em Estrelas Vermelhas."
"TID_BUILDING_RESEARCH_INFO","A Estação de Pesquisa pode armazenar e pesquisar Artefatos. Mova seu Cargueiro para cá para depositar automaticamente novos artefatos."
"TID_BUILDING_SHORT_RANGE_SCANNER","SENSOR DE CURTO ALCANCE"
"TID_BUILDING_SHORT_RANGE_SCANNER_DESCR","Pode revelar setores ocultos adjacentes ao setor onde está posicionado."
"TID_BUILDING_SHORT_RANGE_SCANNER_INFO","Este sensor revela setores vizinhos no seu sistema estelar.\n\nDepois de construir uma Colhedora de Estrela, o Sensor de Curto Alcance será usado diariamente para detectar novos campos de asteroides."
"TID_BLD_REDSTAR_UPGRADE","Melhorar o Sensor de Estrelas Vermelhas permite que você encontre estrelas de nível maior, com artefatos melhores, porém protegidas por forças Cerberus mais poderosas."
"TID_BLD_SHIPYARD_UPGRADE","Melhorar o Estaleiro permite que você comande um número maior de naves."
"TID_BLD_RESEARCH_STATION_UPGRADE","Melhorar a Estação de Pesquisa permite que você pesquise Artefatos de nível mais alto."
"TID_BLD_WHITESTAR_SCANNER","SENSOR DE ESTRELAS BRANCAS"
"TID_BLD_WHITESTAR_SCANNER_DESCR","Permite que você localize e mande naves para Estrelas Brancas. Você precisa pertencer a uma Corporação para acessar Estrelas Brancas."
"TID_BLD_STAR_HARVESTER","COLHEDORA DE ESTRELA"
"TID_BLD_STAR_HARVESTER_DESCR","Coleta energia da Estrela Amarela para gerar campos de asteroides de Hidrogênio temporários adicionais perto dos sensores de curto alcance do sistema. Melhore para aumentar a quantidade de Hidrogênio detectada por dia."
"TID_BUILDING_BLUESTAR_SCANNER","SENSOR DE ESTRELAS AZUIS"
"TID_BUILDING_BLUESTAR_SCANNER_DESCR","Detecta Estrelas Azuis próximas."
"TID_BUILDING_BLUESTAR_SCANNER_INFO","O sensor enviará um encouraçado à Estrela Azul. As Estrelas Azuis colapsam de fora para dentro, além de ter uma vida muito curta e oferecer nenhuma segurança: todos os encouraçados dos jogadores participantes disparam uns contra os outros, assim como as forças Cerberus no sistema. O jogador com o encouraçado sobrevivente vence a missão."
"TID_BLUE_STAR_ANOMALY","ANOMALIA"
"TID_BLUE_STAR_ANOMALY_DESCR","Este portal não funcional parece levar a estrelas distantes. Construa um sensor de Estrelas Azuis nele para que encouraçados possam usá-lo."
"TID_HUD_MUST_PLACE_ON_ANOMALY","Esta estação deve ser posicionada em uma Anomalia"
"TID_HUD_CONFIRM_ANOMALY_UPGRADE","Começar a construir um sensor de Estrelas Azuis na Anomalia?"
"TID_BLD_RELAY","TRANSMISSOR DE CARGA"
"TID_BLD_RELAY_DESCR","Permite que você automatize parcial ou totalmente a entrega de carregamentos, usando Hidrogênio adicional. Carregamentos entregues pelo Transmissor pagam um bônus adicional."
"TID_BLD_RELAY_INFO","Torna possível a entrega de carregamentos automática para cada setor.\n\nO setor ao qual o Transmissor está aplicado receberá todos os carregamentos de Créditos instantaneamente, independentemente do destino dos carregamentos. Melhorar o Transmissor aumenta o bônus de Crédito de entrega e também o custo de Hidrogênio por carregamento."
"TID_SHIP_TRANSPORT","Cargueiro"
"TID_SHIP_TRANSPORT_DESCR","Use para pegar e entregar carregamentos e outras cargas valiosas pela galáxia."
"TID_SHIP_TRANSPORT_INFO","Cargueiros são cruciais para o comércio. Use suas naves para entregar de carregamentos entre planetas e luas e para transferir Artefatos de Estrelas Vermelhas."
"TID_SHIP_MINER","Mineradora"
"TID_SHIP_MINER_DESCR","Pode coletar Hidrogênio e outros recursos valiosos em campos de asteroides."
"TID_SHIP_MINER_INFO","Naves Mineradoras coletam Hidrogênio em campos de asteroides."
"TID_SHIP_BATTLESHIP","Encouraçado"
"TID_SHIP_BATTLESHIP_DESCR","Uma nave de ataque que pode ser altamente personalizada com módulos adicionais de arma, escudo e combate."
"TID_SHIP_CERB_FIGHTER","Sentinela Cerberus"
"TID_SHIP_CERB_FIGHTER_DESCR","Sentinelas têm fuselagem fraca, mas são equipadas com artilharia pesada. Individualmente, não são uma grande ameaça, mas são perigosas em grandes números ou quando protegidas por naves Cerberus mais poderosas.\n\nAs Sentinelas nunca saem do setor a que foram designadas."
"TID_SHIP_CERB_COLOSSUS","Colosso Cerberus"
"TID_SHIP_CERB_COLOSSUS_DESCR","Uma nave Cerberus gigantesca que só é destruída com muito fogo e coordenação.\n\nEsta nave sempre ficará no setor a que foi designada."
"TID_SHIP_CERB_SECTOR_GUARDIAN","Guardiã Cerberus"
"TID_SHIP_CERB_SECTOR_GUARDIAN_DESCR","Uma nave forte que as forças Cerberus costumam usar como proteção às Sentinelas.\n\nAs Guardiãs sempre ficam no setor a que foram designadas."
"TID_SHIP_CERB_INTERCEPTOR","Interceptadora Cerberus"
"TID_SHIP_CERB_INTERCEPTOR_DESCR","Uma nave Cerberus rápida e forte que pode atirar em múltiplas naves de jogadores ao mesmo tempo. Letal contra naves não combatentes, que devem ser mantidas a uma distância segura de Interceptadoras.\n\nInterceptadoras aleatoriamente patrulham locais estratégicos no sistema estelar e podem se mover entre vários setores."
"TID_SHIP_CERB_DESTROYER","Destroier Cerberus"
"TID_SHIP_CERB_DESTROYER_DESCR","Essas misteriosas naves Cerberus são conhecidas por saltar até Estrelas Vermelhas e destruir planetas inteiros com seus poderosos raios. Quando o Destroier é derrotado ou um planeta é destruído, o dano de área é aplicado a todas as naves de jogadores por perto."
"TID_SHIP_CERB_PHOENIX","Fênix Cerberus"
"TID_SHIP_CERB_PHOENIX_DESCR","A Fênix protege naves Cerberus próximas com seu Escudo Aliado. Ao ser destruída, ela cria algumas Sentinelas.\n\nEsta nave sempre fica dentro do setor a que foi designada."
"TID_SHIP_ALPHA_DRONE","DRONE ALFA"
"TID_SHIP_ALPHA_DRONE_DESCR","Um Drone de Combate automatizado. O drone viaja para um destino fixo e fica lá até ser destruído ou seu tempo de ativação expirar."
"TID_SHIP_DECOY_DRONE","DRONE CHAMARIZ"
"TID_SHIP_DECOY_DRONE_DESCR","Um drone defensivo sem arma. Fica no local-alvo até sua fuselagem se esgotar ou seu tempo de ativação expirar."
"TID_SHIP_REPAIR_DRONE","DRONE DE REPARO"
"TID_SHIP_REPAIR_DRONE_DESCR","O Drone de Reparo restaura PV de todos os encouraçados danificados no alcance quando é destruído. Se for destruído como resultado de combate antes de seu tempo de vida expirar, a quantidade de reparo será maior."
"TID_SHIP_ROCKET_DRONE_DESCR","Um drone com tempo de vida limitado que lança Foguetes Alfa em inimigos dentro do alcance."
"TID_MOD_ALPHA_DRONE_DESCR","Envia um único drone de combate. O drone viaja e fica no ponto de ativação até ser destruído ou seu tempo de ativação expirar."
"TID_SHIP_SHIPMENT_DRONE","DRONE DE CARGA"
"TID_SHIP_SHIPMENT_DRONE_DESCR","Um drone de carga automatizado e rápido que entregará automaticamente remessas quando possível. O drone só pode cruzar setores se estiver conectado a um Corredor de Dobra ativo.\n\nO hidrogênio usado para a ativação é depositado no drone no lançamento. O drone se autodestruirá assim que usar todo o hidrogênio depositado, ou após o término do seu temporizador de ativação."
"TID_SHIP_BLAST_DRONE","DRONE BALÍSTICO"
"TID_SHIP_BLAST_DRONE_DESCR","Um drone minerador automatizado que foca em um asteroide. Depois que termina de minerar uma pequena quantidade de Hidrogênio do seu alvo, o drone vai até a nave inimiga mais próxima em alta velocidade. Quando alcança a nave ou é destruído por ataques de inimigos, o drone causa dano de área a todos os objetos inimigos dentro do alcance.\n\nSe o drone for destruído antes de terminar de minerar ou não conseguir obter o Hidrogênio necessário do asteroide alvo, ele será destruído sem causar nem um dano."
"TID_SHIP_CERBERUS_BOMBER","Bombardeiro Cerberus"
"TID_SHIP_CERBERUS_BOMBER_DESCR","Uma nave robusta que frequentemente dispara um foguete contra cada jogador participante com naves no setor do bombardeiro ou qualquer setor adjacente. \n\nEsta nave sempre fica dentro do setor atribuído, mas os foguetes podem ser disparados contra naves nas proximidades de setores adjacentes."
"TID_SHIP_STORM","Tormenta Cerberus"
"TID_SHIP_STORM_DESCR","Esta nave sempre traça um caminho circular dentro do setor dela. É equipada com uma arma de longo alcance poderosa que lança mísseis-dardos rápidos contra todas as naves inimigas ao alcance."
"TID_SHIP_CERB_GHOSTS","FANTASMA CERBERUS"
"TID_SHIP_CERB_GHOSTS_DESCR","Um grupo de naves rápidas que saltam de modo imprevisível e se movem em grupo até o alvo mais próximo, em qualquer lugar do sistema estelar."
"TID_CORP_FLAGSHIP","NAVE-CHEFE DA CORPORAÇÃO"
"TID_CORP_FLAGSHIP_DESCR","Esta nave pertence à Corporação e pode ser controlada por seus Oficiais.\n\nUma nave-chefe pode auxiliar a Corporação proprietária com uma missão em Estrela Branca."
"TID_SHIP_CERB_HYDRA","Hidra Cerberus"
"TID_SHIP_CERB_HYDRA_DESCR","Uma nave imensa e robusta, equipada com uma Salva poderosa que causa dano mais significativo quando há mais naves de outros jogadores no setor. Quando fica sem PV, ela se divide em Hidras menores e mais fracas. As versões menores viram duas Hidras pequenas quando destruída."
"TID_SHIP_CERB_HYDRA_1","Hidra Cerberus"
"TID_SHIP_CERB_HYDRA_1_DESCR","Uma versão mais fraca da Hidra Cerberus. Divide-se em duas Hidras menores quando destruída."
"TID_SHIP_CERB_HYDRA_2","Hidra Cerberus"
"TID_SHIP_CERB_HYDRA_2_DESCR","A versão mais fraca da Hidra Cerberus. Desaparece quando destruída."
"TID_RELIC_DRONE","DRONE RELICÁRIO"
"TID_RELIC_DRONE_DESCR","O drone viaja até o planeta escolhido e extrai Relíquias até não haver mais nenhuma, ou até atingir sua capacidade máxima. Em seguida, ele se dirige ao Portal de Salto automaticamente e sai do sistema para depositar as relíquias para a sua Corporação.\n\nMelhorar o drone aumenta a capacidade de transporte de Relíquias e reduz o tempo que o drone leva para extraí-las."
"TID_SHIP_CERB_CARRIER","PORTA-AVIÕES CERBERUS"
"TID_SHIP_CERB_CARRIER_DESCR","O porta-aviões constantemente gera Sentinelas quando há naves hostis no seu setor. Pode se teletransportar estrategicamente para ficar no centro do combate."
"TID_SHIP_CERB_DARK_SENTINEL","SENTINELA DAS SOMBRAS"
"TID_SHIP_CERB_DARK_GUARDIAN","GUARDIÃ DAS SOMBRAS"
"TID_SHIP_CERB_DARK_COLOSSUS","COLOSSO DAS SOMBRAS"
"TID_SHIP_CERB_DARK_INTERCEPTOR","INTERCEPTADOR DAS SOMBRAS"
"TID_SHIP_CERB_DARK_DESTROYER","DESTROIER DAS SOMBRAS"
"TID_MODULE_DESTROYER_VENGEANCE","VINGANÇA DAS SOMBRAS"
"TID_MODULE_DESTROYER_VENGEANCE_DESCR","Quando o Destroier é derrotado ou um planeta é destruído, o dano de área é aplicado a todas as naves de jogadores por perto."
"TID_SHIP_CERBERUS_DARK_BOMBER","BOMBARDEIRO DAS SOMBRAS"
"TID_SHIP_CERBERUS_DARK_PHOENIX","FÊNIX DAS SOMBRAS"
"TID_SHIP_CERB_DRONE","DRONE CERBERUS"
"TID_SHIP_CERB_DRONE_DESCR","Uma versão modificada de um Guardião Cerberus, com casco reforçado e uma arma de Bateria. Usa as mesmas regras de movimento e mira que todas as naves Cerberus. Atacará jogadores indiscriminadamente, incluindo o Couraçado que o lançou."
"TID_MOD_CERB_DRONE_DESCR","Lança uma versão modificada de um Guardião Cerberus, com casco reforçado e uma arma de Bateria. O Drone segue as mesmas regras de movimento e mira de todas as naves Cerberus e atacará jogadores indiscriminadamente, incluindo o Couraçado que o lançou."
"TID_SPAWNER","Portal de Salto Cerberus"
"TID_SPAWNER_DESCR","Este portal misterioso é usado pelas naves Cerberus para saltar até novos sistemas estelares. O portal não pode ser um alvo nem usado como destino de movimentação."
"TID_MODULE_TRADER","REFORÇO DE COMÉRCIO"
"TID_MODULE_REMOTE_REPAIR","REPARO DE CARGA"
"TID_MODULE_REMOTE_REPAIR_DESCR_RS","Repara instantaneamente a fuselagem do encouraçado alvo, até a quantidade de cura máxima. Para ativar, o cargueiro deve estar carregando pelo menos um Artefato do sistema de Estrela Vermelha atual. O Artefato elegível de menor nível é consumido ao ativar."
"TID_MODULE_REMOTE_REPAIR_DESCR_WS","Repara instantaneamente a fuselagem do encouraçado alvo, até a quantidade de cura máxima. Para ativar, o cargueiro deve estar carregando pelo menos uma Relíquia. A Relíquia é consumida ao ativar."
"TID_MODULE_TRANSPORT_CAPACITY","EXPANSÃO DO COMPARTIMENTO DE CARGA"
"TID_MODULE_TRANSPORT_CAPACITY_DESCR","Aumenta a capacidade total de armazenamento do Cargueiro. Assim, você pode levar mais carga ou artefatos ao mesmo tempo."
"TID_MODULE_MINING_BOOST","REFORÇO DE MINERAÇÃO"
"TID_MODULE_MINING_BOOST_DESCR","Fornece um aumento temporário na velocidade da extração de Hidrogênio."
"TID_MODULE_EMP","PEM"
"TID_MODULE_EMP_DESCR","Desativa todas as naves, foguetes e drones hostis na área afetada por um curto período. Naves desativadas não podem se mover ou disparar, mas ainda pode ativar módulos."
"TID_MODULE_SHIPMENT_COMPUTER","COMPUTADOR DE CARGA"
"TID_MODULE_SHIPMENT_COMPUTER_DESCR","Coleta automaticamente carregamentos em paradas intermediárias, se o destino da carga corresponder a uma das paradas subsequentes da nave. Carregamentos coletados automaticamente acrescentam um bônus à recompensa.\n\nApós desbloquear este módulo, selecionar qualquer objeto com carregamentos mostrará indicadores numéricos do destino daqueles carregamentos."
"TID_MODULE_WEAK_SHIELD","ESCUDO ALFA"
"TID_MODULE_SHIELD","ESCUDO DE IMPULSO"
"TID_MODULE_STRONG_SHIELD","ESCUDO ÔMEGA"
"TID_MODULE_ALPHA_SHIELD_DESCR","Durante o tempo limitado em que o Escudo Alfa está ativo, o encouraçado não recebe dano de nenhuma fonte."
"TID_MODULE_SHIELD_DESCR","Absorve o dano até esgotar ou até que o tempo de ativação chegue ao fim."
"TID_IMPULSE_SHIELD_DESCR","Imediatamente depois da ativação, e por um curto período, o encouraçado ganha um efeito de Impulso, viajando mais rápido e causando dano de área constante a todos os objetos inimigos em uma pequena área ao seu redor. O efeito de Impulso termina depois que a Duração do Impulso expira ou quando a nave chegar ao seu destino. Enquanto o Escudo de Impulso está ativo, ele absorve o dano até esgotar ou até que o tempo chegue ao fim.\n\nO escudo só pode ser ativado enquanto o encouraçado estiver em movimento."
"TID_MODULE_TELEPORT","TELETRANSPORTE"
"TID_MODULE_TELEPORT_DESCR","Após o Atraso de Ativação, a nave se teletransporta até o alvo designado, que precisa estar dentro do raio de alcance do teletransporte."
"TID_MODULE_DAMAGE_AMPLIFIER","AMPLIFICADOR DE ARMA"
"TID_MODULE_DAMAGE_AMPLIFIER_DESCR","Aumenta o dano das armas de todas as naves e drones ao alcance, incluindo de inimigos. Para Armas de Projéteis, o Modificador de Dano será aplicado no momento em que o projétil é lançado, para todas as naves que lançarem no alcance.\n\nUm objeto dentro do alcance de múltiplas áreas de AMPLIFICADOR DE ARMA só é afetado pelo de nível mais alto."
