"TID_INTRO_MESSAGE_TITLE","BIENVENIDO A HADES' STAR"
"TID_TUT_OTHER_PLAYERS_IN_RS","Puede que haya otros jugadores operando en estrellas rojas. Podéis trabajar en equipo para derrotar a las naves Cerbero. No hay combates entre las naves de los jugadores en las estrellas rojas."
"TID_TUT_PLANETS_WITH_ARTIFACTS_2","Cada planeta de estrella roja tiene artefactos únicos para cada jugador que participe. No puedes robar los artefactos de otros jugadores. Cooperar con otros jugadores aumenta tus probabilidades de éxito."
"TID_TUT_HINT_RESEARCH_STATION","La estación de investigación puede almacenar, investigar o rescatar todos los artefactos que recuperes."
"TID_TUT_RETURN_HOME","• Regresa a tu estrella natal"
"TID_TUT_ASK_FOR_NOTIFICATIONS_TITLE","NOTIFICACIONES"
"TID_TUT_ASK_FOR_NOTIFICATIONS_APPLE","Hades' Star puede enviar notificaciones a tu dispositivo para eventos importantes, por ejemplo si tu nave minera necesita órdenes.\n\nSi no quieres recibirlas, puedes activarlas luego en los ajustes del dispositivo."
"TID_TUT_SHIPYARD_HINT","Los astilleros te permiten crear naves adicionales. Se pueden mejorar para aumentar la capacidad total de tu flota."
"TID_TUT_UPGRADE_SHIPYARD","MEJORAR TU ASTILLERO"
"TID_TUT_UPGRADE_SHIPYARD_DESCR","Mejora tu astillero al nivel {0} para poder construir más naves."
"TID_TUT_VIEW_OBJECTIVES","VER OBJETIVOS"
"TID_TUT_VIEW_OBJECTIVES_DESCR","La ventana Objetivos ofrece metas adicionales y orientación en tu viaje por la galaxia de Hades."
"TID_TUT_INSTALL_MODULE","INSTALAR UN MÓDULO"
"TID_TUT_INSTALL_MODULE_DESCR","Las naves se pueden mejorar instalando módulos. Los módulos pueden ser activos o pasivos y ofrecen ventajas únicas para cada nave."
"TID_TUT_OPEN_TECH_WINDOW","• Abre la ventana MÓDULOS."
"TID_TUT_OPEN_STAR_WINDOW","• Abre la ventana ESTRELLA."
"TID_TUT_UNSELECT_CURRENT_OBJECT","• Cierra la pestaña de selección"
"TID_TUT_SELECT_TRANSPORT_CAPACITY_MODULE","• Selecciona tu módulo recién descubierto"
"TID_TUT_SELECT_BACK","• Regresa"
"TID_TUT_FINISH_MODULE_UPGRADE","• Finaliza la mejora ahora"
"TID_TUT_START_MODULE_UPGRADE","• Inicia el proceso de desbloqueo del módulo"
"TID_TUT_SELECT_EDIT_MODULES","• Selecciona Instalar módulos"
"TID_TUT_CLAIM_OBJECTIVE","• Reclama el objetivo completado."
"TID_TUT_STEER_SHIP_IN_BLS","• Mueve tu nave de combate para evitar la zona roja y sé la última nave de combate en sobrevivir."
"TID_TUT_SCREEN_ACTIVATED_MODULES_TITLE","MÓDULOS ACTIVADOS"
"TID_TUT_SCREEN_ACTIVATED_MODULES_TEXT","El ESCUDO ALFA y muchos otros módulos deben activarse manualmente. Con la nave seleccionada, pulsa el botón de módulo para activarlo."
"TID_BUILDING_SHIPYARD","ASTILLERO"
"TID_BUILDING_SHIPYARD_DESCR","Permite la construcción de naves. Mejóralo para aumentar la capacidad total de la flota de tu imperio."
"TID_BUILDING_REDSTAR_SCANNER","ESCÁNER DE ESTRELLAS ROJAS"
"TID_BUILDING_REDSTAR_SCANNER_DESCR","Puede detectar estrellas rojas cercanas."
"TID_BUILDING_REDSTAR_SCANNER_INFO","El escáner de estrellas rojas puede detectar estrellas cercanas que vayan a convertirse en supernovas. Esas estrellas suelen tener planetas con artefactos valiosos, pero están custodiadas por las fuerzas de Cerbero.\n\nOtros jugadores pueden usar sus escáneres de estrellas rojas para acceder a las mismas estrellas."
"TID_BUILDING_TRADINGSTATION","ESTACIÓN COMERCIAL"
"TID_BUILDING_TRADINGSTATION_DESCR","Las estaciones comerciales crean y aceptan envíos de gran valor para y desde tus planetas. Tienen que estar situadas en el centro de un sector vacío, no adyacente a sectores que contengan otras estaciones comerciales."
"TID_BUILDING_DIPLOMACY_CENTER","ESTACIÓN DIPLOMÁTICA"
"TID_BUILDING_DIPLOMACY_CENTER_DESCR","Permite establecer relaciones diplomáticas con otros jugadores. Los jugadores que mantengan relaciones diplomáticas pueden enviar naves a los sistemas aliados."
"TID_BUILDING_DIPLOMACY_CENTER_INFO","La estación diplomática puede crear un portal de salto bidireccional con el sistema natal de otro jugador. Una vez enlazados, ambos jugadores pueden enviar naves al otro lado."
"TID_BUILDING_WARPLANE_HUB","HUB DE LA RUTA DE SALTO"
"TID_BUILDING_WARPLANE_HUB_DESCR","Dos hubs que se pueden conectar para crear una ruta de salto temporal en tu sistema. Una ruta de salto activa permite que las naves viajen al momento y sin consumir hidrógeno."
"TID_BUILDING_WARPLANE_HUB_INFO","Este hub de la ruta de salto se puede conectar a otro hub durante un día por un coste fijo de hidrógeno. Una vez conectados, las naves pueden viajar entre los dos extremos al instante y sin consumir hidrógeno."
"TID_BUILDING_STARGATE","PORTAL DE SALTO"
"TID_BUILDING_STARGATE_DESCR","Estas estructuras misteriosas, desperdigadas por toda la galaxia de Hades, permiten a las naves saltar entre sistemas estelares."
"TID_BUILDING_RESEARCH","ESTACIÓN DE INVESTIGACIÓN"
"TID_BUILDING_RESEARCH_DESCR","Analiza artefactos que se encuentran en estrellas rojas."
"TID_BUILDING_RESEARCH_INFO","La estación de investigación puede almacenar e investigar artefactos. Envía tu nave de transporte aquí para depositar automáticamente nuevos artefactos."
"TID_BUILDING_SHORT_RANGE_SCANNER","ESCÁNER DE CORTO ALCANCE"
"TID_BUILDING_SHORT_RANGE_SCANNER_DESCR","Puede descubrir sectores secretos adyacentes al sector en el que se sitúa dicho escáner."
"TID_BUILDING_SHORT_RANGE_SCANNER_INFO","Este escáner te permite descubrir sectores adyacentes a tu sistema estelar.\n\nTras construir un recolector de estrellas, el escáner de corto alcance se usará a diario para detectar nuevos campos de asteroides."
"TID_BLD_REDSTAR_UPGRADE","Al mejorar el escáner de estrellas rojas, podrás encontrar estrellas rojas de más nivel que contienen mejores artefactos, pero que están custodiadas por fuerzas de Cerbero."
"TID_BLD_SHIPYARD_UPGRADE","Al mejorar el astillero, podrás gestionar un mayor número de naves."
"TID_BLD_RESEARCH_STATION_UPGRADE","Al mejorar la estación de investigación, podrás investigar artefactos de mayor orden."
"TID_BLD_WHITESTAR_SCANNER","ESCÁNER DE ESTRELLAS BLANCAS"
"TID_BLD_WHITESTAR_SCANNER_DESCR","Te permite ubicar y enviar naves a estrellas blancas. Debes pertenecer a una corporación para acceder a estrellas blancas."
"TID_BLD_STAR_HARVESTER","RECOLECTOR DE ESTRELLAS"
"TID_BLD_STAR_HARVESTER_DESCR","Recoge energía de las estrellas amarillas para generar campos de asteroides de hidrógeno adicionales temporales cerca de los escáneres de corto alcance del sistema. Mejóralo para aumentar la cantidad de hidrógeno detectado al día."
"TID_BUILDING_BLUESTAR_SCANNER","ESCÁNER DE ESTRELLAS AZULES"
"TID_BUILDING_BLUESTAR_SCANNER_DESCR","Detecta estrellas azules cercanas."
"TID_BUILDING_BLUESTAR_SCANNER_INFO","El escáner enviará una sola nave de combate a una estrella azul detectada. Las estrellas azules implosionan constantemente desde fuera hacia la estrella, su esperanza de vida es muy corta y no ofrecen ninguna seguridad: las naves de combate de cada jugador participante abrirán fuego contra las de los demás y también contra las fuerzas de Cerbero en el sistema. Ganará la misión el jugador de la nave de combate superviviente."
"TID_BLUE_STAR_ANOMALY","ANOMALÍA"
"TID_BLUE_STAR_ANOMALY_DESCR","Este portal no operativo parece llevar a estrellas lejanas. Construye un escáner de estrellas azules en él para que las naves de combate puedan cruzarlo."
"TID_HUD_MUST_PLACE_ON_ANOMALY","Debes situar esta estación cerca de una anomalía."
"TID_HUD_CONFIRM_ANOMALY_UPGRADE","¿Empezar a construir escáner de estrellas azules en la anomalía?"
"TID_BLD_RELAY","RELÉ DE ENVÍOS"
"TID_BLD_RELAY_DESCR","Te permite automatizar parcial o totalmente la entrega de envíos usando hidrógeno adicional. Los envíos entregados a través del relé otorgan bonificaciones adicionales."
"TID_BLD_RELAY_INFO","Permite hacer entregas de envíos automáticas de envíos en un sector.\n\nEn el sector en el que se aplica el relé, todos los envíos de créditos se realizarán al instante, sin importar su destino. Mejorar el relé aumenta la bonificación de crédito por entregas, pero también el coste de hidrógeno por envío."
"TID_SHIP_TRANSPORT","Nave de transporte"
"TID_SHIP_TRANSPORT_DESCR","Se usa para recoger y entregar envíos y otros tipos de cargamentos de valor por la galaxia."
"TID_SHIP_TRANSPORT_INFO","Las naves de transporte son cruciales para el comercio. Úsalas para entregar envíos entre planetas y lunas, además de para transferir artefactos de estrellas rojas."
"TID_SHIP_MINER","Nave minera"
"TID_SHIP_MINER_DESCR","Pueden recoger hidrógeno y demás recursos valiosos en los campos de asteroides."
"TID_SHIP_MINER_INFO","Las naves mineras pueden recoger hidrógeno en los campos de asteroides."
"TID_SHIP_BATTLESHIP","Nave de combate"
"TID_SHIP_BATTLESHIP_DESCR","Una nave de asalto que se puede personalizar mucho con módulos adicionales de arma, escudo y combate."
"TID_SHIP_CERB_FIGHTER","Centinela Cerbero"
"TID_SHIP_CERB_FIGHTER_DESCR","Los centinelas tienen cascos frágiles, pero están equipados con una batería muy potente. Por separado, no suponen una gran amenaza, pero son letales en grandes agrupaciones o cuando se cubren tras naves Cerbero más fuertes.\n\nLos centinelas siempre permanecerán en su sector asignado."
"TID_SHIP_CERB_COLOSSUS","Coloso Cerbero"
"TID_SHIP_CERB_COLOSSUS_DESCR","Esta inmensa nave Cerbero requiere muchísima potencia de fuego y coordinación para derribarla.\n\nSiempre permanecerá en su sector asignado."
"TID_SHIP_CERB_SECTOR_GUARDIAN","Guardián Cerbero"
"TID_SHIP_CERB_SECTOR_GUARDIAN_DESCR","Una nave fuerte que Cerbero suele usar para ofrecer cobertura a los centinelas.\n\nLos guardianes siempre permanecen en su sector asignado."
"TID_SHIP_CERB_INTERCEPTOR","Interceptor Cerbero"
"TID_SHIP_CERB_INTERCEPTOR_DESCR","Una nave Cerbero fuerte y rápida que puede disparar a varias naves de jugadores a la vez. Letal contra naves que no son de combate, que deben mantenerse alejadas de los interceptores.\n\nLos interceptores patrullan de forma aleatoria por ubicaciones estratégicas en el sistema estelar y pueden moverse entre múltiples sectores."
"TID_SHIP_CERB_DESTROYER","Destructor Cerbero"
"TID_SHIP_CERB_DESTROYER_DESCR","Estas misteriosas naves Cerbero pueden saltar hacia estrellas rojas y destruir planetas enteros con sus poderosos rayos. Cuando se derrota al destructor o se destruye un planeta, se aplica daño de área a todas las naves de jugadores cercanas."
"TID_SHIP_CERB_PHOENIX","Fénix Cerbero"
"TID_SHIP_CERB_PHOENIX_DESCR","El Fénix protege a las naves Cerbero cercanas con su escudo de aliados. Cuando se destruya, generará una pequeña cantidad de centinelas.\n\nEsta nave siempre se quedará en el sector asignado."
"TID_SHIP_ALPHA_DRONE","DRON ALFA"
"TID_SHIP_ALPHA_DRONE_DESCR","Un dron de combate automatizado. El dron viaja al destino marcado y se queda ahí hasta que se destruya o el temporizador de activación termine."
"TID_SHIP_DECOY_DRONE","DRON SEÑUELO"
"TID_SHIP_DECOY_DRONE_DESCR","Un dron defensivo sin armas. Permanecerá en su ubicación objetivo hasta que se le agote el casco o hasta que termine su temporizador de activación."
"TID_SHIP_REPAIR_DRONE","DRON DE REPARACIÓN"
"TID_SHIP_REPAIR_DRONE_DESCR","Cuando se destruye, el dron de reparación restaura PV de cualquier nave de combate dañada al alcance. Si se destruye como consecuencia del combate, antes de que termine su esperanza de vida, la reparación será mayor."
"TID_SHIP_ROCKET_DRONE_DESCR","Un dron con una esperanza de vida limitada que lanza misiles Alfa contra los enemigos al alcance."
"TID_MOD_ALPHA_DRONE_DESCR","Envía un único dron de combate. El dron se desplazará hasta el punto de activación y permanecerá allí hasta que sea destruido o termine su temporizador de activación."
"TID_SHIP_SHIPMENT_DRONE","DRON DE ENVÍOS"
"TID_SHIP_SHIPMENT_DRONE_DESCR","Un dron automatizado y rápido que entregará automáticamente envíos cuando sea posible. El dron solo puede cruzar sectores si están conectados con un Carril de Warp activo.\n\nEl hidrógeno utilizado para la activación se deposita en el dron al lanzamiento. El dron se autodestruirá una vez que utilice todo el hidrógeno depositado, o después de que expire su temporizador de activación."
"TID_SHIP_BLAST_DRONE","DRON DE EXPLOSIÓN"
"TID_SHIP_BLAST_DRONE_DESCR","Un dron de extracción automático que se centra en un solo asteroide. Cuando termine de extraer una pequeña cantidad de hidrógeno de su objetivo, el dron se dirigirá a la nave enemiga más cercana a una velocidad cada vez mayor. Al alcanzar la nave, o al ser destruido por fuego enemigo, el dron causará daño de área a todos los objetos enemigos al alcance.\n\nSi el dron es destruido antes de completar la extracción, o si no es capaz de reunir la cantidad de hidrógeno necesaria del asteroide objetivo, se destruirá sin causar ningún daño."
"TID_SHIP_CERBERUS_BOMBER","Bombardero Cerbero"
"TID_SHIP_CERBERUS_BOMBER_DESCR","Una fuerte nave que dispara periódicamente un misil hacia cada uno de los jugadores que esté participando y tenga naves en el sector del Bombardero o en sectores adyacentes. \n\nEsta nave siempre permanecerá en su sector asignado, pero los misiles se pueden lanzar hacia naves que se aproximen en sectores adyacentes."
"TID_SHIP_STORM","Tormenta Cerbero"
"TID_SHIP_STORM_DESCR","Esta nave siempre sigue una ruta circular dentro de su sector. Está equipada con una poderosa arma de larga distancia que dispara periódicamente rápidos misiles Dardo contra las naves enemigas al alcance."
"TID_SHIP_CERB_GHOSTS","FANTASMAS CERBERO"
"TID_SHIP_CERB_GHOSTS_DESCR","Un grupo de naves rápidas que saltan de forma imprevisible y se mueven conjuntamente hacia el objetivo más cercano, en cualquier lugar del sistema estelar."
"TID_CORP_FLAGSHIP","NAVE INSIGNIA DE LA CORPORACIÓN"
"TID_CORP_FLAGSHIP_DESCR","Esta nave pertenece a la corporación y pueden controlarla los oficiales de la misma.\n\nExiste la opción de que una nave insignia asista a la corporación que lo posee con una misión de estrellas blancas que esté en curso."
"TID_SHIP_CERB_HYDRA","Hidra Cerbero"
"TID_SHIP_CERB_HYDRA_DESCR","Una enorme y potente nave equipada con una poderosa Cortina de fuego que inflige mucho más daño cuando hay más naves de jugadores en su sector. Cuando se le agoten los PV, se dividirá en dos Hidras pequeñas, más débiles. A su vez, estas versiones más pequeñas se convertirán en dos Hidras diminutas al ser destruidas."
"TID_SHIP_CERB_HYDRA_1","Hidra Cerbero"
"TID_SHIP_CERB_HYDRA_1_DESCR","Una versión más débil de la Hidra Cerbero. Cuando la destruyan, se dividirá en dos Hidras más pequeñas."
"TID_SHIP_CERB_HYDRA_2","Hidra Cerbero"
"TID_SHIP_CERB_HYDRA_2_DESCR","La más débil de las versiones de la Hidra Cerbero. Cuando la destruyan, desaparecerá."
"TID_RELIC_DRONE","DRON DE RELIQUIAS"
"TID_RELIC_DRONE_DESCR","El dron viajará al planeta de destino y empezará a cargar reliquias hasta que se vacíe el planeta o se llene su capacidad. Luego, se dirigirá automáticamente al portal de salto y saldrá del sistema para depositar las reliquias en tu corporación.\n\nAl mejorar el dron, se aumenta su capacidad para reliquias y se reduce el tiempo que tarda en cargarlas."
"TID_SHIP_CERB_CARRIER","PORTANAVES CERBERO"
"TID_SHIP_CERB_CARRIER_DESCR","El portanaves genera centinelas constantemente mientras haya naves hostiles en su sector. Puede teletransportarse estratégicamente para mantenerse en el fragor de la batalla."
"TID_SHIP_CERB_DARK_SENTINEL","CENTINELA OSCURO"
"TID_SHIP_CERB_DARK_GUARDIAN","GUARDIÁN OSCURO"
"TID_SHIP_CERB_DARK_COLOSSUS","COLOSO OSCURO"
"TID_SHIP_CERB_DARK_INTERCEPTOR","INTERCEPTOR OSCURO"
"TID_SHIP_CERB_DARK_DESTROYER","DESTRUCTOR OSCURO"
"TID_MODULE_DESTROYER_VENGEANCE","DESTRUCTOR VENGANZA"
"TID_MODULE_DESTROYER_VENGEANCE_DESCR","Cuando se derrota al destructor o se destruye un planeta, se aplica daño de área a todas las naves de jugadores cercanas."
"TID_SHIP_CERBERUS_DARK_BOMBER","BOMBARDERO OSCURO"
"TID_SHIP_CERBERUS_DARK_PHOENIX","FÉNIX OSCURO"
"TID_SPAWNER","Portal de salto Cerbero"
"TID_SPAWNER_DESCR","Las naves Cerbero usan este portal misterioso para saltar a nuevos sistemas estelares. El portal no se puede fijar como objetivo ni usar como destino de desplazamiento."
"TID_MODULE_TRADER","POTENCIADOR DEL COMERCIO"
"TID_MODULE_REMOTE_REPAIR","REPARACIÓN DE CARGAMENTO"
"TID_MODULE_REMOTE_REPAIR_DESCR_RS","Repara de forma instantánea el casco de la nave de combate objetivo hasta la cantidad máxima de curación. Para su activación, la nave de transporte tiene que estar transportando al menos un artefacto originado en el sistema estelar de estrellas rojas actual. El artefacto apto de menor nivel se consume al activarlo."
"TID_MODULE_REMOTE_REPAIR_DESCR_WS","Repara de forma instantánea el casco de la nave de combate objetivo hasta la cantidad máxima de curación. Para su activación, la nave de transporte tiene que estar transportando al menos una reliquia. La reliquia se consume al activarse."
"TID_MODULE_TRANSPORT_CAPACITY","AMPLIACIÓN DE BODEGA"
"TID_MODULE_TRANSPORT_CAPACITY_DESCR","Aumenta el almacenamiento total de la nave de transporte, por lo que se podrán llevar más envíos o artefactos a la vez."
"TID_MODULE_MINING_BOOST","POTENCIADOR DE EXTRACCIÓN"
"TID_MODULE_MINING_BOOST_DESCR","Aumenta temporalmente la velocidad de recolección de hidrógeno."
"TID_MODULE_EMP","PEM"
"TID_MODULE_EMP_DESCR","Deshabilita todos los misiles, drones y naves hostiles de la zona afectada durante un corto periodo de tiempo. Las naves deshabilitadas no pueden moverse ni disparar, pero siguen pudiendo activar los módulos."
"TID_MODULE_SHIPMENT_COMPUTER","ORDENADOR DE ENVÍOS"
"TID_MODULE_SHIPMENT_COMPUTER_DESCR","Recoge automáticamente envíos en puntos de ruta intermedios si su destino coincide con cualquiera de los puntos de ruta posteriores de la nave. Los envíos recogidos automáticamente suman una bonificación a su recompensa.\n\nTras desbloquear este módulo, al seleccionar cualquier objeto que albergue envíos se mostrarán los indicadores numéricos que indican adónde se dirigen dichos envíos."
"TID_MODULE_WEAK_SHIELD","ESCUDO ALFA"
"TID_MODULE_SHIELD","ESCUDO DE IMPULSO"
"TID_MODULE_STRONG_SHIELD","ESCUDO OMEGA"
"TID_MODULE_ALPHA_SHIELD_DESCR","Mientras el escudo Alfa está activado, la nave de combate no recibe daño de ningún tipo."
"TID_MODULE_SHIELD_DESCR","Absorbe el daño recibido hasta que se agota o se acaba el temporizador de activación."
"TID_IMPULSE_SHIELD_DESCR","Inmediatamente después de activarlo y durante un breve periodo de tiempo, la nave de combate recibe un efecto de impulso que le permite moverse más rápido e infligir daño de área constante a todos los objetos enemigos en una pequeña área a su alrededor. El efecto de impulso termina cuando se acaba la duración del impulso o cuando la nave llega a su destino. Mientras el escudo de impulso esté activo, absorberá el daño recibido hasta que se agote o hasta que termine su temporizador.\n\nEste escudo solo puede activarse cuando la nave de combate está en movimiento."
"TID_MODULE_TELEPORT","TELETRANSPORTE"
"TID_MODULE_TELEPORT_DESCR","Tras la demora de activación, la nave se teletransporta al objetivo designado, que debe encontrarse dentro del radio del teletransporte. No puede teletransportar dentro de zonas de barrera creadas por naves enemigas."
"TID_MODULE_DAMAGE_AMPLIFIER","AMPLIFICADOR DE ARMA"
"TID_MODULE_DAMAGE_AMPLIFIER_DESCR","Aumenta la cantidad de daño de las armas de todas las naves y drones al alcance, incluidos los de los enemigos. En el caso de las armas de proyectiles, la modificación de daño se aplicará en el momento en el que se lanza un proyectil para todas las naves al alcance que lancen proyectiles.\n\nSi un objeto se encuentra al alcance de múltiples AMPLIFICADORES DE ARMA, solo le afectará el de mayor nivel."
