"TID_INTRO_MESSAGE_TITLE","BENVENUTO A HADES' STAR"
"TID_MODULE_UNITY_MAX_INCREASE","AUMENTO MASSIMO DEL DANNO"
"TID_MODULE_DESCR_UNITY_MINER","AUMENTO VELOCITÀ PER GIOCATORE"
"TID_MODULE_SPEED_INCR_ACTIVATION","AUMENTO DI VELOCITÀ"
"TID_MODULE_DAMAGE_REDUCTION_PCT","RIDUZIONE DEL DANNO"
"TID_MODULE_SHIELD_STRENGTH_STAT","FORZA SCUDO"
"TID_MODULE_MIRROR_DAMAGE_STAT","DANNO RIFLESSO"
"TID_MODULE_ATTACK_RANGE_DESCR","RAGGIO D'ATTACCO"
"TID_MODULE_EFFECT_RANGE_DESCR","RAGGIO D'EFFETTO"
"TID_MODULE_EFFECT_DURATION_DESCR","DURATA DELL'EFFETTO"
"TID_MODULE_HYDRO_UPLOAD_PERCENT","PERCENTUALE CARICATA"
"TID_MODULE_TRADEBURST_THRESHOLD","SOGLIA"
"TID_MODULE_TRADEBURST_BONUS","RICOMPENSA BONUS"
"TID_MODULE_BONUS_PER_SHIPMENT","BONUS PER CARICO AGGIUNTIVO"
"TID_MODULE_SHIPMENTBEAM_MAX_SHIPMENTS","CARICHI MASSIMI"
"TID_SHIP_MODULE_TITLE","{0} Livello {1}"
"TID_SHIP_MODULE_SLOT_TYPE_0","Commercio"
"TID_SHIP_MODULE_SLOT_TYPE_1","Estrazione"
"TID_SHIP_MODULE_SLOT_TYPE_2","Supporto"
"TID_SHIP_MODULE_SLOT_TYPE_3","Arma"
"TID_SHIP_MODULE_SLOT_TYPE_4","Scudo"
"TID_SHIP_UPGRADE_DLG_MODULE_INSTALLING","IN COSTRUZIONE"
"TID_SHIP_UPGRADE_DLG_MODULE_UPGRADE_LABEL","MIGLIORA"
"TID_SHIP_UPGRADE_DLG_MODULE_REPLACE_LABEL","RIMPIAZZA"
"TID_SHIP_UPGRADE_DLG_MODULE_NOT_INSTALLED","SLOT MODULO VUOTO"
"TID_SHIP_UPGRADE_DLG_INSTALL_NEW_MODULE","INSTALLA NUOVO MODULO"
"TID_ADD_MODULE_DLG_TITLE","INSTALLA MODULO"
"TID_ADD_MODULE_DLG_PROMPT","Seleziona il modulo da installare in questo slot"
"TID_UNINSTALL_MODULE_LABEL","DISINSTALLA"
"TID_UNINSTALL_MODULE_CONFIRM","Vuoi davvero disinstallare il modulo di questo slot?"
"TID_ADD_MODULE_DLG_ALREADY_INSTALLED","GIÀ INSTALLATO"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_XP","XP: {0}/{1}"
"TID_MODULE_LEVEL_INDICATOR","LIVELLO {0}"
"TID_SHIP_UPGRADE_DLG_SUPPORTED_MODULE_TYPES_LABEL","Tipo di modulo supportato:"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_TRANSPORT","Questa nave guadagna XP consegnando carichi e manufatti.\n\nRiempi la barra XP per salire di livello e sbloccare un nuovo slot modulo."
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_MINER","Questa nave guadagna XP raccogliendo e consegnando idrogeno.\n\nRiempi la barra XP per salire di livello e sbloccare un nuovo slot modulo."
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_BATTLESHIP","Questa nave guadagna XP danneggiando le altre navi.\n\nRiempi la barra XP per salire di livello e sbloccare un nuovo slot modulo."
"TID_SHIP_UPGRADE_DLG_UPGRADE_SLOT_LEVEL_PROMPT","AGGIUNGI SLOT"
"TID_SHIP_UPGRADE_DLG_MAX_SLOT_LEVEL","Questa nave è migliorata al massimo"
"TID_SHIP_UPGRADE_DLG_MAX_MODULE_LEVEL","Questo modulo è migliorato al massimo."
"TID_SHIP_UPGRADE_DLG_CANNOT_UPGRADE_MODULE_LEVEL_LOCKED","Comando non riuscito: modulo al livello sbagliato"
"TID_MODULE_TYPE","TIPO"
"TID_MODULE_TYPE_PASSIVE","Passivo"
"TID_MODULE_TYPE_ACTIVATED","Attivo"
"TID_MODULE_SHIELD_REGEN_DELAY","RITARDO DI RIGENERAZIONE"
"TID_MODULE_SHIELD_FULL_REGEN_TIME","TEMPO RIGENERAZIONE TOTALE"
"TID_MODULE_MASS_BATTERY","BATTERIA DI MASSA"
"TID_MODULE_MASS_BATTERY_DESCR","Colpisce simultaneamente più nemici nel suo raggio di tiro."
"TID_MODULE_DUAL_LASER","LASER DOPPIO"
"TID_MODULE_DUAL_LASER_DESCR","Colpisce due nemici con un fascio laser nel suo raggio di tiro. Il danno aumenta nel tempo se entrambi i fasci sono attivi."
"TID_INFO_NO_MODULES_AVAILABLE_TO_INSTALL","Ricerca più manufatti per sbloccare moduli da installare in questo slot."
"TID_INFO_MODULES_AVAILABLE_BUT_LOCKED","Puoi sbloccare i moduli da installare in questo slot nella finestra Tecnologia."
"TID_INFO_MODULES_OPEN_TECH_WINDOW","<a name=''tech''>Apri la finestra Tecnologia</a>"
"TID_MODULE_LEAP_DISABLE_STAT","TEMPO DISATTIVAZIONE"
"TID_MODULE_CRUNCH_MAX_AMOUNT","QUANTITÀ MASSIMA"
"TID_MODULE_TRIGGER_TIME","TEMPO D'INNESCO"
"TID_MODULE_PROJECTILE_DAMAGE","DANNO ESPLOSIONE"
"TID_MODULE_PROJECTILE_DAMAGERANGE","RAGGIO ESPLOSIONE"
"TID_MODULE_SECONDARY_DAMAGE","DANNO NEUTRALIZZATO"
"TID_MODULE_SECONDARY_RANGE","RAGGIO DANNO NEUTRALIZZATO"
"TID_MODULE_ENRICH_INCREASE","AUMENTO DI IDROGENO"
"TID_MODULE_ENRICH_MAX_CAPACITY_PER_ASTEROID","MASSIMO ARRICCHIMENTO"
"TID_MODULE_RUSH_SPEED_INCR","AUMENTO DI VELOCITÀ"
"TID_MODULE_RUSH_SPEED_INCR_VAL_PER_SHIPMENT","+{0}% / CARICO"
"TID_MODULE_GENESIS_MAX_ASTEROIDS","NUOVI ASTEROIDI MASSIMI"
"TID_MODULE_GENESIS_MAX_HYDRO","NUOVO IDROGENO MASSIMO"
"TID_OFFLOAD_MODULE_PAYOFF","PROFITTO"
"TID_DESTINY_DISABLE_DURATION","DURATA DISATTIVAZIONE"
"TID_MODULE_ACTIVATION_PREP_TIME","RITARDO DI ATTIVAZIONE"
"TID_MODULE_SECTOR_COOLDOWN","RICARICA SETTORE"
"TID_MODULE_HULL_THRESHOLD_STAT","SOGLIA DELLA FORZA SCAFO"
"TID_DISPATCH_PREP_TIME","TEMPO DI PREPARAZIONE PER OGGETTO"
"TID_REQUIRED_HYDROGEN","IDROGENO RICHIESTO"
"TID_JUMP_DLG_TITLE","CONFERMA SALTO"
"TID_JUMP_DLG_INFO_SINGLE","Far saltare la nave selezionata nel sistema stellare collegato?"
"TID_JUMP_DLG_INFO_ALL","Far saltare {0} navi ormeggiate nel sistema stellare collegato?"
"TID_JUMP_FLAGSHIP","Fai saltare la nave ammiraglia lontano da questa stella bianca?"
"TID_JUMP_DLG_JUMP_ALL","Fai saltare tutte le navi ormeggiate"
"TID_JUMP_DLG_FOLLOW_PROMPT","Segui fino a stella bersaglio"
"TID_JUMP_TRADE_ITEMS_LOST_CONFIRM","Tutti i carichi imbarcati andranno persi durante il salto. Vuoi davvero proseguire con il salto?"
"TID_MISSIONS_ITEM_SEARCH_BUTTON","INIZIA SCANSIONE"
"TID_MISSIONS_ITEM_SEARCH_NOW_BUTTON","SCANSIONA ADESSO"
"TID_MISSIONS_ITEM_VIEWSTAR_BUTTON","VISITA"
"TID_MISSIONS_ITEM_STATUS_AVAILABLE","Disponibile"
"TID_MISSIONS_DLG_RED_STAR_DETECTED","STELLA RILEVATA"
"TID_MISSIONS_DLG_RED_STAR_SUPERNOVA_TIMER","SUPERNOVA TRA {0}"
"TID_MISSIONS_DLG_MISSION_HINT","Invia le navi attraverso questa stazione per recuperare manufatti nella stella rossa appena rilevata.\n\nFai attenzione: ogni nave che non riuscisse a tornare prima della trasformazione in supernova andrà perduta."
"TID_MISSIONS_ITEM_STATUS_SEARCHING_FOR_RED_STAR","SCANSIONE PER STELLA ROSSA\n(LIVELLO {0})"
"TID_MISSIONS_DLG_ABANDON_STAR","ABBANDONA"
"TID_MISSIONS_DLG_ABANDON_STAR_CONFIRM","Vuoi davvero abbandonare questa stella? Perderai definitivamente l'accesso."
"TID_MISSIONS_DLG_ABANDON_FAIL","Hai ancora navi in questa stella. Non puoi abbandonarla finché non fai rientrare le navi alla stella base."
"TID_MISSIONS_DLG_NEW_SCAN_TIME","Lo scanner è in ricarica. Nuova scansione disponibile tra:"
"TID_MISSIONS_DLG_SCANNER_READY","PRONTO PER LA SCANSIONE"
"TID_MISSIONS_DLG_RED_STAR_LEVEL_PROMPT","LIVELLO STELLA:"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE","CERCA TIPO:"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PUBLIC","Pubblico"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PUBLIC_DESCR","Chiunque può unirsi a questa stella rossa."
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PRIVATE","Privato"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PRIVATE_DESCR","Solo i membri della corporazione possono unirsi a questa stella rossa. La scansione sarà pubblicata sulla pagina chat della corporazione."
"TID_MISSIONS_DLG_JOIN_CORP_PROMPT","<a name=''__joincorp''>Entra in una corporazione</a> per sbloccare le stelle rosse private."
"TID_MISSIONS_DLG_MAX_SEARCH_TIME","Tempo massimo rimasto: "
"TID_MISSIONS_DIALOG_SEARCH_HINT","Questo scanner ti consente di trovare le stelle rosse lontane. Queste hanno una vita piuttosto breve, contengono manufatti preziosi e in genere sono sorvegliate dalle forze Cerbero."
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE","Non puoi ricevere più influenza da questo livello di stella rossa."
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE_UPGRADE","Non puoi ricevere più influenza da questo livello di stella rossa. Migliora lo scanner per accedere a stelle di livello superiore, che ti daranno una maggiore influenza."
"TID_MISSIONS_DIALOG_SEARCH_INFLUENCE_INFO","Distruggi abbastanza navi Cerbero e recupera i manufatti di questa stella rossa per ricevere {0}-{1} di influenza."
"TID_MISSIONS_DLG_SEARCHING_HINT_1","Ogni giocatore ottiene i propri manufatti sulle stelle rosse. Non puoi rubare i manufatti degli altri giocatori. Sconfiggere le forze Cerbero uniti è la migliore strategia."
"TID_MISSIONS_DLG_SEARCHING_HINT_2","Non è possibile attaccare gli altri giocatori nelle stelle rosse: le tue navi da guerra colpiranno solo le forze Cerbero."
"TID_MISSIONS_DLG_SEARCHING_HINT_3","Se migliori lo scanner di stelle rosse potrai trovare stelle rosse di livello superiore. Le stelle rosse di livello superiore contengono manufatti migliori, ma sono sorvegliate da forze Cerbero più potenti."
"TID_MISSIONS_DLG_SEARCHING_HINT_4","Utilizza la finestra di chat per definire la strategia d'attacco insieme agli altri giocatori. "
"TID_MISSIONS_DLG_SEARCHING_HINT_5","Le stelle rosse non solo sono ricche di manufatti, ma anche di campi di asteroidi: assicurati che le tue navi minerarie siano fuori pericolo, oppure proteggile con le navi da guerra."
"TID_MISSIONS_DLG_SEARCHING_HINT_6","Partecipare alle missioni nelle stelle rosse è un ottimo modo per guadagnare influenza, che aiuta te e la tua corporazione a scalare le classifiche."
"TID_MISSIONS_DLG_SEARCHING_HINT_7","È una buona idea spostare alcune navi vicino allo scanner di stelle rosse durante la ricerca: così potrai farle saltare non appena lo scanner troverà una stella, senza perdere tempo prezioso."
"TID_MISSIONS_DLG_SEARCHING_HINT_8","Tieni d'occhio i livelli di idrogeno del tuo impero e assicurati di averne abbastanza per far saltare tutte le tue navi nella stella rossa e farle tornare indietro."
"TID_MISSIONS_DLG_SEARCHING_HINT_9","Colloca le tue navi da guerra intatte in prima linea, così che subiscano la maggior parte del fuoco nemico e proteggano le navi più vulnerabili."
"TID_MISSIONS_DLG_SEARCHING_HINT_10","Alcuni moduli funzionano meglio quando le navi degli altri giocatori sono nelle vicinanze."
"TID_MISSIONS_DLG_SEARCHING_HINT_11","Le navi cargo possono imbarcare un solo manufatto alla volta."
"TID_MISSIONS_DLG_SEARCHING_HINT_12","Più grande è il manufatto, più risorse e progetti fornirà una volta studiato."
"TID_MISSIONS_DLG_SEARCHING_HINT_13","I manufatti Globo contengono progetti per moduli arma e scudo, che possono essere equipaggiati sulle navi da guerra."
"TID_MISSIONS_DLG_SEARCHING_HINT_14","I manufatti Cristallo blu contengono progetti per moduli che aumentano l'efficacia delle navi cargo e minerarie."
"TID_MISSIONS_DLG_SEARCHING_HINT_15","I manufatti Tetraedro contengono progetti per potenti moduli di supporto, che possono essere equipaggiati sulle navi da guerra e sulle navi cargo e minerarie di livello superiore."
"TID_MSG_CANNOT_START_RED_STAR_SEARCH_DURING_MAINTENANCE","Non è possibile iniziare la ricerca di una stella rossa durante la manutenzione dei server"
"TID_MISSIONS_DLG_LAST_RESULT_TITLE","ULTIMI RISULTATI STELLA ROSSA"
"TID_MISSIONS_DLG_LAST_RESULT_DISMISS_BTN","CHIUDI"
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_NOT_PARTICIPATED","Non hai partecipato alle operazioni in questa stella."
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_WON","Grazie alle tue attività in questa stella rossa hai aumentato la tua influenza."
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_LOST","Le tue attività in questa stella rossa non sono state sufficienti per aumentare la tua influenza."
"TID_MISSIONS_DLG_VIEW_REPLAY","VEDI REPLAY"
"TID_MISSIONS_DLG_SHARE_REPLAY","CONDIVIDI REPLAY"
"TID_MISSIONS_DLG_SHARE_REPLAY_CONFIRM","Vuoi davvero condividere questo replay con la tua corporazione?"
"TID_MISSIONS_DLG_REPLAY_SHARED","Il tuo replay è stato condiviso"
"TID_RED_STAR_DIALOG_INFLUENCE_REWARDS","RICOMPENSE INFLUENZA"
"TID_RS_DIALOG_INFLUENCE_REWARDS_TOOLTIP","Ogni stella rossa può assegnare o rimuovere punti influenza. Per ottenere influenza, distruggi navi Cerbero e impossessati di manufatti fino a raggiungere il punteggio soglia indicato sotto l'icona stella."
"TID_RS_INFLUENCE_REWARD_VICTORY","VITTORIA"
"TID_RS_INFLUENCE_REWARD_DEFEAT","SCONFITTA"
"TID_RS_CURRENT_INFLUENCE","INFLUENZA ATTUALE"
"TID_RS_INFLUENCE_GAIN_SLOW","Stai guadagnando influenza a un tasso ridotto. Migliora il tuo scanner di stelle rosse per avanzare più velocemente."
"TID_BS_SCANNER_BRING_SHIP","Porta una nave da guerra in questa stazione per effettuare la scansione di una stella blu."
"TID_BS_SCANNER_BRING_OR_SELECT_SHIP","Porta una nave da guerra in questa stazione o ricostruiscine una usata precedentemente:"
"TID_BS_SCANNER_CONFIRM_REBUILD","Vuoi costruire una nuova nave da guerra con il design di una usata precedentemente?"
"TID_BS_SCANNING","SCANSIONE DI STELLE BLU IN CORSO"
"TID_BS_LAST_RESULTS","ULTIMI RISULTATI STELLA BLU"
"TID_BS_FINAL_POSITIONS","CLASSIFICA FINALE"
"TID_BS_NO_WINNER","NESSUN VINCITORE"
"TID_BS_BOT_SHIP_NAME","Nave solitaria"
"TID_BS_SHIP_JUMP_INFO","La tua nave salta automaticamente quando viene scoperta una stella blu."
"TID_BS_CREDIT_REWARD_TITLE","RICOMPENSA CREDITI"
"TID_BS_CREDIT_REWARD_DISABLED","La tua nave da guerra non ha diritto alle ricompense crediti perché equipaggiata con SANTUARIO.\n\nSostituisci SANTUARIO con un altro modulo per aumentare le tue probabilità di vincere la stella blu e di ricevere ricompense crediti con qualsiasi risultato."
"TID_BS_CREDIT_REWARD_DESCR","La ricompensa crediti viene calcolata in {0}% dei costi di ricostruzione per la nave da guerra inviata verso la stella blu.\n\nSe perdi la tua nave nella stella blu riceverai comunque la ricompensa. Riceverai la ricompensa anche per la prima vittoria nella stella blu ogni {1}."
"TID_BS_CREDIT_REWARD_1ST_ACTIVE","Riceverai l'intera ricompensa crediti indipendentemente dal risultato nella prossima missione stella blu."
"TID_BS_CREDIT_REWARD_1ST_INACTIVE","Non riceverai nessuna ricompensa crediti se vinci la prossima missione stella blu. Se perdi la nave riceverai comunque la ricompensa. La prossima ricompensa crediti sarà disponibile in {0}"
"TID_BS_CANT_SEARCH_MAINTENANCE","Non puoi iniziare una nuova ricerca di una stella blu subito dopo la manutenzione prevista."
"TID_BS_HYDRO_REWARD_TITLE","RICOMPENSA DI IDROGENO"
"TID_BS_HYDRO_REWARD_INFO","L'idrogeno ottenuto dipende dalla tua posizione nella classifica finale nella stella blu e dallo spazio massimo del tuo impero. Inoltre, c'è un importo massimo di idrogeno che si può ottenere al giorno."
"TID_BS_HYDRO_REWARD_PROGRESS","Hai ottenuto {0}/{1} di idrogeno per oggi."
"TID_BS_HYDRO_REWARD_FULL","Otterrai di nuovo le ricompense di idrogeno nelle stelle blu in {0}."
"TID_BS_FRAGMENTS_REWARD_TITLE","FRAMMENTI DI STELLA BLU"
"TID_BS_FRAGMENTS_REWARD_DESCR","In ogni missione stella blu ottieni frammenti di stella blu in base alla tua posizione nella classifica finale. Raccogli questi frammenti per potenziare la stazione del relè dei carichi, per scalare le classifiche della stella blu e per ricevere ricompense di cristallo al termine di ogni stagione.\n\nPer maggiori informazioni, <a name=''__bsldb''>vedi le classifiche della stella blu</a>."
"TID_BS_SEASON_AWARD","La stagione degli eventi stella blu è terminata! Hai superato {0} frammenti di stella blu e hai ottenuto <quad class=''pc''><c3>{1}</color>"
"TID_WS_SEASON_AWARD","La stagione degli eventi stella bianca è terminata! Hai superato i {0} punti e hai ottenuto <quad class=''pc''> <c3>{1}</color>"
"TID_BS_SEASON_TOP_AWARD","La stagione degli eventi stella blu è terminata! Sei alla {0} posizione in classifica e hai ricevuto <quad class=''pc''><c3>{1}</color>"
"TID_WS_SEASON_TOP_AWARD","La stagione degli eventi stella bianca è terminata! Sei alla {0} posizione in classifica e hai ricevuto <quad class=''pc''> <c3>{1}</color>"
"TID_BS_FINAL_STANDING","POSIZIONE FINALE:"
"TID_BS_REWARDS_RECEIVED","RICOMPENSE RICEVUTE"
"TID_BS_PARTICIPATING_SHIP","NAVE PARTECIPANTE"
"TID_BS_REWARDS_OVERFLOW","Potresti perdere delle ricompense per problemi di spazio. Prima di iniziare la ricerca assicurati di avere abbastanza spazio per crediti e idrogeno."
"TID_BS_SEARCHING_HINT_1","Le stelle blu collassano in continuazione. Rimani nella zona sicura al centro della stella. Le navi che si trovano nella zona rossa che collassa verranno immediatamente distrutte."
"TID_BS_SEARCHING_HINT_2","Non entrare nel settore centrale che contiene la stella blu, se non strettamente necessario. La stella blu infligge un danno continuo a tutte le navi presenti nel suo settore."
"TID_BS_SEARCHING_HINT_3","La nave da guerra che sopravvive più a lungo vince la missione della stella blu. Se le ultime navi da guerra vengono distrutte nello stesso momento, il combattimento finisce in pareggio e non ci sarà nessun vincitore."
"TID_BS_SEARCHING_HINT_4","Equipaggiare la tua nave da guerra con i moduli appropriati potrebbe farti vincere le stelle blu. Visualizza i vecchi replay per analizzare la strategia degli altri giocatori, non aver paura di sperimentare nuovi moduli."
"TID_BS_SEARCHING_HINT_5","L'obiettivo della stella blu è sopravvivere più a lungo rispetto alle altre navi da guerra. Evita di combattere con le navi Cerbero oppure usale contro altri giocatori."
"TID_RELAY_HUD_SELECT_SECTOR","SELEZIONA UN SETTORE PER ATTIVARE IL RELÈ"
"TID_OBJECT_ACTION_RELAY_STATUS","STATO DEL RELÈ"
"TID_RELAY_DLG_COLLECT_MORE_FRAGMENTS","Per attivare il relè in un nuovo settore, raccogli altri frammenti di stella partecipando alle stelle blu."
"TID_ERR_SECTOR_ALREADY_IN_RELAY","Il relè è già attivo in questo settore."
"TID_ERR_SECTOR_NO_SHIPMENTS","Questo settore non produce carichi."
"TID_ACTIVATE_RELAY","ATTIVA NEL NUOVO SETTORE"
"TID_RELAY_NUM_SHIPMENTS","{0} carichi nel settore"
"TID_RELAY_EXPIRE_TIME","Scade tra {0}"
"TID_RELAY_NEXT_SHIPMENT","Prossima consegna in {0}"
"TID_PLAYER_DETAILS_VISIT","Visita stella"
"TID_PLAYER_DETAILS_VIEW","Dettagli giocatore"
"TID_PLAYER_DETAILS_VIEWCORP","Vedi corporazione"
"TID_PLAYER_DETAILS_INVITE","Invita"
"TID_PLAYER_DETAILS_INVITE_SENT","Hai invitato questo giocatore a unirti alla tua corporazione"
"TID_PLAYER_DETAILS_INVITE_FAIL_1","Invito non riuscito, il giocatore è già in un'altra corporazione"
"TID_PLAYER_DETAILS_YOUR_PROFILE","Il tuo profilo"
"TID_PLAYER_DETAILS_PROMOTE","Promuovi"
"TID_PLAYER_DETAILS_DEMOTE","Retrocedi"
"TID_PLAYER_DETAILS_KICK","Espelli"
"TID_PLAYER_DETAILS_CONFIRM_KICK","Sei sicuro di voler espellere {0} dalla corporazione?"
"TID_PLAYER_DETAILS_PROMOTE_TO_LEADER","Vuoi nominare {0} come nuovo primo ufficiale? Diventerai un ufficiale."
"TID_PLAYER_DETAILS_PROMOTE_MSG","Hai ricevuto una promozione a {0}"
"TID_PLAYER_DETAILS_DEMOTE_MSG","Hai ricevuto una retrocessione a {0}"
"TID_PLAYER_DIPLOMACY_DLG_TITLE","INFO GIOCATORE"
"TID_PLAYER_DIPLOMACY_DLG_END_DIPLOMACY","Termina relazioni diplomatiche"
"TID_PLAYER_DIPLOMACY_STAT_DURATION","RELAZIONI DIPLOMATICHE DA"
"TID_PLAYER_DIPLOMACY_STAT_TOTAL_SHIPMENT","VALORE TOTALE CARICHI"
"TID_PLAYER_DIPLOMACY_DLG_TRADE_INFO","Relazioni diplomatiche stabilite {0} fa. Totale delle tasse raccolte dalle attività di questo giocatore: {1} CR"
"TID_PLAYER_DIPLOMACY_DLG_GRAPH_7_DAYS_AGO","7 giorni fa"
"TID_PLAYER_DIPLOMACY_DLG_GRAPH_TODAY","Oggi"
"TID_PLAYER_DIPLOMACY_DLG_GRAPH_TAXES_PER_DAY","STORICO VALORE CARICHI"
"TID_ERROR_CANNOT_ACCEPT_DIPLO_REQUEST","Non è possibile accettare questa richiesta. L’altro giocatore non ha nessuna stazione diplomatica libera."
"TID_ASTEROID_FIELD_DESCR","I campi di asteroidi contengono idrogeno che può essere raccolto nel tempo con le navi minerarie."
"TID_CR_ASTEROID_FIELD","Campo di asteroidi ricco"
"TID_CR_ASTEROID_FIELD_DESCR","Completata l'estrazione su questo speciale campo di asteroidi, l'impero del proprietario riceverà per una sola volta una certa quantità di crediti. I campi di asteroidi ricchi sono rari e appaiono solo una volta al giorno per ogni giocatore nelle stelle rosse."
"TID_BS_ASTEROID_FIELD_DESCR","Questo campo di asteroidi ha terminato l'idrogeno e può essere usato solo come tappa di navigazione."
"TID_MOON_DESCR","Le lune producono carichi che possono essere consegnati ad altre lune, ai pianeti o alle stazioni di scambio per ricavarne un profitto."
"TID_STAR_OWNER","PROPRIETARIO"
"TID_STAR_OWNER_DESCR","Il proprietario di una stella determina quali imperi possano accedervi, stabilendo le relazioni diplomatiche."
"TID_STAR_CONDITION","CONDIZIONE"
"TID_STAR_CONDITION_STABLE","Stabile"
"TID_STAR_CONDITION_STABLE_DESCR","Questa stella è lontana dalla minaccia di supernova per il futuro prossimo"
"TID_STAR_CONDITION_SUPERNOVA","Supernova imminente"
"TID_STAR_CONDITION_SUPERNOVA_TIMER","Supernova tra {0}"
"TID_STAR_CONDITION_SUPERNOVA_DESCR","Questa stella esploderà a breve. Le navi e le strutture lasciate al suo interno saranno distrutte."
"TID_STAR_SYSTEM_SIZE_0","Piccolo"
"TID_STAR_SYSTEM_SIZE_1","Grande"
"TID_STAR_SYSTEM_SIZE","DIMENSIONE SISTEMA STELLARE"
"TID_STAR_SYSTEM_SIZE_DESCR","Più grande è il sistema stellare, più caro sarà il costo di spostamento delle navi, sia per il tempo richiesto sia per l'idrogeno consumato"
"TID_SECURITY_RATING","VALUTAZIONE DI SICUREZZA"
"TID_SECURITY_RATING_0","Sicuro"
"TID_SECURITY_RATING_1","Privo di sicurezza"
"TID_SECURITY_RATING_0_DESCR","In questo sistema stellare non è possibile attaccare le flotte controllate dagli altri giocatori"
"TID_SECURITY_RATING_1_DESCR","Le tue navi apriranno il fuoco su qualsiasi nave che appartiene a una corporazione diversa dalla tua."
"TID_SECURITY_RATING_2","Senza sicurezza"
"TID_SECURITY_RATING_2_DESCR","Le tue navi apriranno il fuoco sulle navi di tutti gli altri giocatori."
"TID_FLEET_HULL_STRENGTH_MAX","FORZA SCAFO MASSIMA"
"TID_FLEET_HULL_STRENGTH_INFO","La forza massima e attuale dello scafo di questa nave. Quando i punti forza dello scafo raggiungono lo zero, la nave viene distrutta."
"TID_FLEET_HULL_STRENGTH_INFO_MAX","Determina la forza difensiva massima di questa nave."
"TID_FLEET_HULL_STRENGTH","FORZA SCAFO"
"TID_FLEET_HEAL_RATE","TASSO RIPARAZIONE"
"TID_FLEET_HEAL_RATE_DESCR","La quantità di punti scafo riparati al secondo mentre la nave è ormeggiata su un pianeta o una stazione della stella base."
"TID_FLEET_SHIELD_STRENGTH","FORZA SCUDO"
"TID_FLEET_SHIELD_STRENGTH_INFO","Gli scudi forniscono un protezione ulteriore allo scafo della nave. Una volta esaurito lo scudo, è lo scafo a subire il danno."
"TID_DESTROYER_AREADAMAGE","QUANTITÀ DANNO AD AREA"
"TID_DESTROYER_AREADAMAGERANGE","RAGGIO DANNO AD AREA"
"TID_FLEET_SENTINELS_SPAWNED","SENTINELLE GENERATE"
"TID_FLEET_SENTINELS_SPAWNED_DESCR","Il numero di sentinelle che appariranno quando questa nave viene distrutta"
"TID_FLEET_DPM","DANNO AL SECONDO"
"TID_FLEET_DPM_INFO","Il danno inflitto al bersaglio nemico per ogni secondo"
"TID_ATTACK_RANGE","RAGGIO D'ATTACCO"
"TID_FLEET_SHIPMENT_TITLE","CARICO"
"TID_FLEET_SHIPMENT_INFO","{0} ({1})"
"TID_OWNER","Controllato da {0}"
"TID_COLONIZED_BY","Colonizzato da {0}"
"TID_CERBERUS_STATION_SPAWN_LABEL","NAVI GENERATE"
"TID_CERBERUS_STATION_ATTACK_RANGE","RAGGIO D'ATTACCO"
"TID_CERBERUS_STATION_ATTACK_DAMAGE","DANNO AL SECONDO"
"TID_CERBERUS_STATION_HULL_LABEL","FORZA SCAFO"
"TID_CERBERUS_STATION_SHIELD_LABEL","FORZA SCUDO"
"TID_CERBERUS_STATION_SHIELD_REGEN_LABEL","RIGENERAZIONE SCUDO"
"TID_CERBERUS_STATION_SHIELD_REGEN_DELAY","RITARDO DI RIGENERAZIONE"
"TID_CERBERUS_STATION_SHIELD_REGEN_DELAY_INFO","Il tempo richiesto dallo scudo per iniziare il processo di rigenerazione dopo aver subito un danno."
"TID_FLEET_MINERAL_CAPACITY","SPAZIO OCCUPATO DALL'IDROGENO"
"TID_FLEET_MINERAL_CAPACITY_INFO","Quando raggiungi la capienza massima di idrogeno, fai rientrare la nave in uno qualsiasi dei tuoi pianeti per depositarlo."
"TID_FLEET_HYDRO_USAGE","IDROGENO UTILIZZATO"
"TID_FLEET_HYDRO_USAGE_VALUE","{0}/100 UA"
"TID_FLEET_HYDRO_USAGE_DESCR","La quantità totale di idrogeno usata da questa nave durante il viaggio (compresi moduli installati)."
"TID_FLEET_JUMP_HYDRO_USAGE","COSTO SALTO"
"TID_FLEET_JUMP_HYDRO_USAGE_DESCR","La quantità totale di idrogeno usata da questa nave per fare un salto."
"TID_FLEET_SLOTS_0","SLOT MODULI (COMMERCIO)"
"TID_FLEET_SLOTS_0_DESCR","Il numero di slot disponibili per l'installazione di moduli Commercio."
"TID_FLEET_SLOTS_1","SLOT MODULI (ESTRAZIONE)"
