"TID_INTRO_MESSAGE_TITLE","WILLKOMMEN ZU HADES STAR"
"TID_BUILDING_REDSTAR_SCANNER_INFO","Der RR-Scanner kann Sterne in der Nähe entdecken, die bald zur Supernova werden. Um diese Sterne kreisen oft alte Planeten mit wertvollen Artefakten, die von Cerberus geschützt werden.\n\nAndere Spieler können über ihre RR-Scanner dieselben Sterne bereisen."
"TID_BUILDING_TRADINGSTATION","HANDELSSTATION"
"TID_BUILDING_TRADINGSTATION_DESCR","Erzeugt und akzeptiert Waren für und von deinen Planeten. Muss in einem leeren Sektor platziert werden."
"TID_BUILDING_DIPLOMACY_CENTER","INTERSTELLARE BOTSCHAFT"
"TID_BUILDING_DIPLOMACY_CENTER_DESCR","Ermöglicht das Aufnehmen diplomatischer Beziehungen mit anderen Spielern. Spieler, die in diplomatischer Beziehung zueinander stehen, können Schiffe in das System des jeweils anderen schicken."
"TID_BUILDING_DIPLOMACY_CENTER_INFO","Die interstellare Botschaft kann eine Sprungtorverbindung zum Heimatsystem eines anderen Spielers aufbauen. Besteht die Verbindung, können beide Spieler Schiffe auf die andere Seite schicken."
"TID_BUILDING_WARPLANE_HUB","WARP-HUB"
"TID_BUILDING_WARPLANE_HUB_DESCR","Zwei Hubs, die eine temporäre Warp-Verbindung innerhalb deines Systems aufbauen können. Mit aktivierten Warp-Hubs können Schiffe sofort reisen und verbrauchen keinen Wasserstoff."
"TID_BUILDING_WARPLANE_HUB_INFO","Für eine festgelegte Menge Wasserstoff kann dieser Warp-Hub mit einem anderen Hub einen Tag lang verbunden werden. Sobald die Verbindung steht, können Schiffe sofort zwischen den beiden Endpunkten reisen, ohne dabei Wasserstoff zu verbrauchen."
"TID_BUILDING_STARGATE","SPRUNGTOR"
"TID_BUILDING_STARGATE_DESCR","Diese mysteriösen Strukturen, die in der Hadesgalaxie verstreut sind, ermöglichen den Sprung zwischen Sternensystemen."
"TID_BUILDING_RESEARCH","FORSCHUNGSSTATION"
"TID_BUILDING_RESEARCH_DESCR","Untersucht Artefakte, die auf roten Riesen gefunden werden."
"TID_BUILDING_RESEARCH_INFO","In der Forschungsstation werden Artefakte gelagert und erforscht. Bewege dein Transportschiff hierher, um neue Artefakte automatisch abzuliefern."
"TID_BUILDING_SHORT_RANGE_SCANNER","KURZSTRECKENSCANNER"
"TID_BUILDING_SHORT_RANGE_SCANNER_DESCR","Deckt verborgene Sektoren in Nachbarschaft zu dem Sektor auf, in dem er platziert wurde."
"TID_BUILDING_SHORT_RANGE_SCANNER_INFO","Mit diesem Scanner kannst du benachbarte Sektoren aufdecken."
"TID_BLD_REDSTAR_UPGRADE","Wenn du den RR-Scanner aufwertest, kannst du rote Riesen höherer Stufe mit besseren Artefakten entdecken, die aber auch von stärkeren Cerberus-Streitkräften bewacht werden."
"TID_BLD_SHIPYARD_UPGRADE","Durch das Aufwerten der Weltraumwerft kannst du eine größere Flotte befehligen."
"TID_BLD_RESEARCH_STATION_UPGRADE","Das Aufwerten der Forschungsstation ermöglicht die Erforschung von höherstufigeren Artefakten."
"TID_BLD_WHITESTAR_SCANNER","WZ-SCANNER"
"TID_BLD_WHITESTAR_SCANNER_DESCR","Findet weiße Zwerge, zu denen du Schiffe senden kannst. Du musst Mitglied eines Konzerns sein, um Zugang zu weißen Zwergen zu erhalten."
"TID_BLD_TIME_MODULATOR","ZEITMODULATOR"
"TID_BLD_TIME_MODULATOR_DESCR","Beschleunigt die Zeit in einem ganzen Gelber-Zwerg-System."
"TID_BLD_TIME_MODULATOR_INFO","Eine fortschrittliche Station, die ihre Energie aus gelben Zwergen bezieht und damit die Zeit steuert. Beschleunige damit den Zeitablauf in deinem gelben Zwerg. Wenn du sie aufwertest, kannst du den Zeitbeschleunigungsfaktor erhöhen."
"TID_BUILDING_BLUESTAR_SCANNER","BR-SCANNER"
"TID_BUILDING_BLUESTAR_SCANNER_DESCR","Kann blaue Riesen in der Nähe entdecken."
"TID_BUILDING_BLUESTAR_SCANNER_INFO","Der Scanner schickt ein einzelnes Schlachtschiff zu einem entdeckten blauen Riesen. Blaue Riesen befinden sich im steten Zerfall von außen nach innen, haben eine sehr kurze Lebensdauer und bieten keine Sicherheit: Alle Schlachtschiffe der teilnehmenden Spieler sowie die Cerberus-Truppen im System werden sich untereinander beschießen. Der Spieler mit dem letzten intakten Schlachtschiff gewinnt die Mission."
"TID_BLUE_STAR_ANOMALY","ANOMALIE"
"TID_BLUE_STAR_ANOMALY_DESCR","Dieses nicht funktionstüchtige Portal scheint zu entfernten Sternen zu führen. Errichte darauf einen BR-Scanner, damit Schlachtschiffe hindurchgelangen können."
"TID_HUD_MUST_PLACE_ON_ANOMALY","Diese Station muss auf einer Anomalie platziert werden."
"TID_HUD_CONFIRM_ANOMALY_UPGRADE","Einen BR-Scanner auf der Anomalie bauen?"
"TID_BLD_RELAY","WARENWEITERLEITUNG"
"TID_BLD_RELAY_DESCR","Verwendet auf blauen Riesen gefundene Splitter, um die automatische Lieferung bestimmter Waren zu ermöglichen."
"TID_BLD_RELAY_INFO","Ermöglicht für eine begrenzte Zeit die automatische Warenlieferung innerhalb von Sektoren.\n\nDie durch die Weiterleitung erfassten Sektoren erhalten mit der Zeit unabhängig des Zielorts automatisch Creditlieferungen. Verbessere die Weiterleitung, um die Lieferungsmenge und die Anzahl der erfassten Sektoren zu erhöhen.\n\nDie Weiterleitung benötigt für den Betrieb Sternensplitter. Diese können in BR-Missionen verdient werden."
"TID_SHIP_TRANSPORT","Transportschiff"
"TID_SHIP_TRANSPORT_DESCR","Transportiert Waren zwischen Planeten und Handelsstationen"
"TID_SHIP_TRANSPORT_INFO","Transportschiffe sind wichtig für den Handel. Mit ihnen können Waren zwischen Planeten und Monden transportiert und Artefakte von roten Riesen geborgen werden."
"TID_SHIP_MINER","Bergbauschiff"
"TID_SHIP_MINER_DESCR","Ein langsames und schwaches Schiff, das Wasserstoff aus Asteroidenfeldern gewinnt"
"TID_SHIP_MINER_INFO","Bergbauschiffe bauen in Asteroidenfeldern Wasserstoff ab."
"TID_SHIP_BATTLESHIP","Schlachtschiff"
"TID_SHIP_BATTLESHIP_DESCR","Ein Kampfschiff, das mit zusätzlichen Waffenmodulen ausgerüstet werden kann"
"TID_SHIP_CERB_FIGHTER","Cerberus-Wächter"
"TID_SHIP_CERB_FIGHTER_DESCR","Wächter haben nur eine schwache Panzerung, dafür aber äußerst leistungsstarke Waffensysteme. Allein stellen sie keine Gefahr dar, doch zusammen mit stärkeren Cerberus-Schiffen oder in der Gruppe sind sie tödlich.\n\nWächter bleiben immer in ihrem zugewiesenen Sektor."
"TID_SHIP_CERB_COLOSSUS","Cerberus-Koloss"
"TID_SHIP_CERB_COLOSSUS_DESCR","Um dieses gewaltige Cerberus-Schiff zu zerstören, braucht es eine Menge Feuerkraft und viel Koordination.\n\nDieses Schiff bleibt immer in seinem zugewiesenen Sektor."
"TID_SHIP_CERB_SECTOR_GUARDIAN","Cerberus-Hüter"
"TID_SHIP_CERB_SECTOR_GUARDIAN_DESCR","Ein starkes Schiff, das Wächtern oft Schutz gewährt.\n\nHüter bleiben immer in ihrem zugewiesenen Sektor."
"TID_SHIP_CERB_INTERCEPTOR","Cerberus-Jäger"
"TID_SHIP_CERB_INTERCEPTOR_DESCR","Ein schnelles und mächtiges Cerberus-Schiff, das 4 Schiffe gleichzeitig unter Beschuss nehmen kann.\n\nDer Jäger wird aktiv, sobald ein feindliches Schiff in seinen zugewiesenen Sektor eintritt oder in Feuerreichweite kommt. Ist er aktiv, jagt er feindliche Schiffe in allen Sektoren, wodurch er für ungeschützte Schiffe eine große Gefahr darstellt."
"TID_SHIP_CERB_DESTROYER","Cerberus-Zerstörer"
"TID_SHIP_CERB_DESTROYER_DESCR","Diese geheimnisvollen Cerberus-Schiffe springen zu roten Riesen und können ganze Planeten mit ihren mächtigen Lasern zerstören. Wird der Zerstörer besiegt oder ein Planet zerstört, wird allen Spielerschiffen in Reichweite Schaden zugefügt."
"TID_SHIP_CERB_PHOENIX","Cerberus-Phoenix"
"TID_SHIP_CERB_PHOENIX_DESCR","Der Phoenix schützt nahe Cerberus-Schiffe mit seinem Flächenschild. Wird der Phoenix zerstört, erscheint eine kleine Zahl von Wächtern.\n\nDieses Schiff bleibt immer im ihm zugewiesenen Sektor."
"TID_SHIP_ALPHA_DRONE","ALPHA-DROHNE"
"TID_SHIP_ALPHA_DRONE_DESCR","Ein automatisches, schnelles aber schwaches Kampfschiff. Die Drohne fliegt zu einem festgelegten Zielort und bleibt dort, bis ihre Laufzeit abläuft oder sie zerstört wird."
"TID_SHIP_SHIPMENT_DRONE","LIEFERDROHNE"
"TID_SHIP_SHIPMENT_DRONE_DESCR","Diese schnelle Drohne liefert, wenn möglich, Waren automatisch aus. Sie kann Sektoren nur durchqueren, wenn diese über aktivierte Warp-Hubs miteinander verbunden sind."
"TID_SHIP_MINING_DRONE","BERGBAUDROHNE"
"TID_SHIP_MINING_DRONE_DESCR","Ein automatisiertes Bergbauschiff, das einzelne Asteroiden zerstört. Sobald der Abbau abgeschlossen ist, liefert die Drohne den Wasserstoff zum nächstgelegenen Planeten und zerstört sich dann selbst."
"TID_SHIP_CERBERUS_BOMBER","Cerberus-Bomber"
"TID_SHIP_CERBERUS_BOMBER_DESCR","Ein starkes Schiff, das regelmäßig Raketen auf alle teilnehmenden Spieler feuert, die Schiffe im Sektor des Bombers oder in benachbarten Sektoren haben. \n\nDieses Schiff verlässt den zugewiesenen Sektor nicht, aber kann Raketen auf herannahende Schiffe in benachbarten Sektoren feuern."
"TID_SHIP_STORM","Cerberus-Sturm"
"TID_SHIP_STORM_DESCR","Dieses Schiff folgt innerhalb dieses Sektors immer einer Umlaufbahn. Es ist mit einer leistungsstarken Langstreckenwaffe ausgerüstet, die regelmäßig schnelle Pfeilraketen auf alle feindlichen Schiffe in Reichweite abschießt."
"TID_SHIP_CERB_GHOSTS","Cerberus-Geister"
"TID_SHIP_CERB_GHOSTS_DESCR","Eine Gruppe schneller Schiffe, die unvorhersehbar irgendwo im Sternensystem auftaucht und sich geschlossen zum nächsten Ziel bewegt.\n\nGeisterschiffe sind immun gegen alle Module, die keinen Schaden zufügen, und zählen für bestimmte Module wie Sperrfeuer und Wiederverwertung nicht als Schiffe."
"TID_CORP_FLAGSHIP","KONZERN-FLAGGSCHIFF"
"TID_CORP_FLAGSHIP_DESCR","Dieses Schiff gehört einem Konzern und kann von seinen Offizieren gesteuert werden.\n\nEin Flaggschiff kann seinem Konzern bei einer laufenden WZ-Mission helfen."
"TID_SHIP_CERB_HYDRA","Cerberus-Hydra"
"TID_SHIP_CERB_HYDRA_DESCR","Ein gewaltiges Schiff, das über verheerende Sperrfeuer verfügt und erheblich mehr Schaden verursacht, wenn sich mehrere Schiffe anderer Spieler in seinem Sektor befinden. Sobald es alle Trefferpunkte verloren hat, teilt es sich in zwei kleinere, schwächere Hydras auf. Die kleineren Schiffe teilen sich erneut in je zwei noch kleinere Hydras auf, wenn diese wiederum zerstört werden."
"TID_SHIP_CERB_HYDRA_1","Cerberus-Hydra"
"TID_SHIP_CERB_HYDRA_1_DESCR","Eine schwächere Version der Cerberus-Hydra. Teilt sich in zwei kleinere Hydras auf, wenn sie zerstört wird."
"TID_SHIP_CERB_HYDRA_2","Cerberus-Hydra"
"TID_SHIP_CERB_HYDRA_2_DESCR","Die schwächste Version der Cerberus-Hydra. Verschwindet, wenn sie zerstört wird."
"TID_GHOST_SPAWNER","Geister-Sprungtor"
"TID_GHOST_SPAWNER_DESCR","Dieses mysteriöse Tor wird von Cerberus-Geistern genutzt, um zu neuen Sternensystem zu springen. Das Tor kann nicht anvisiert oder als Bewegungsziel genutzt werden."
"TID_MODULE_TRADER","HANDELSSCHUB"
"TID_MODULE_TRADER_DESCR","Erhöht für kurze Zeit die Gewinnausschüttung bei Warenlieferungen."
"TID_MODULE_TRANSPORT_CAPACITY","LADERAUMERWEITERUNG"
"TID_MODULE_TRANSPORT_CAPACITY_DESCR","Erweitert den Laderaum eines Transportschiffes, wodurch es mehr Waren oder Artefakte zeitgleich transportieren kann."
"TID_MODULE_MINING_BOOST","BERGBAUSCHUB"
"TID_MODULE_MINING_BOOST_DESCR","Erhöht für kurze Zeit die Abbaurate von Wasserstoff."
"TID_MODULE_EMP","EMP"
"TID_MODULE_EMP_DESCR","Legt für kurze Zeit alle Schiffe, Raketen und Cerberus-Stationen im entsprechenden Gebiet sowie das Schiff, von dem der EMP ausging, lahm. Deaktivierte Schiffe können sich nicht bewegen oder feuern, können aber weiterhin Module aktivieren."
"TID_MODULE_SHIPMENT_COMPUTER","WARENCOMPUTER"
"TID_MODULE_SHIPMENT_COMPUTER_DESCR","Lädt automatisch Waren an Wegpunkten ein, wenn die Zielorte der Waren mit einem der nachfolgenden Wegpunkte des Schiffes identisch sind. Automatisch eingeladene Waren sind ertragreicher.\n\nNachdem dieses Modul freigeschalten wurde, siehst du, wohin Waren gebracht werden. Wenn du Objekte auswählst, die Waren transportieren, erscheinen numerische Indikatoren, die ihr Ziel anzeigen."
"TID_MODULE_REPAIR","FERNWARTUNG"
"TID_MODULE_WEAK_SHIELD","ALPHA-SCHILD"
"TID_MODULE_SHIELD","DELTA-SCHILD"
"TID_MODULE_STRONG_SHIELD","OMEGA-SCHILD"
"TID_MODULE_SHIELD_DESCR","Absorbiert Schaden, bis der Schild aufgebraucht oder abgelaufen ist."
"TID_MODULE_SHIELD_WITH_SPEED_DESCR","Absorbiert Schaden, bis er aufgebraucht oder abgelaufen ist. Das Schiff des Besitzers fliegt schneller, wenn der Schild aktiv ist."
"TID_MODULE_REPAIR_DESCR","Repariert jede Sekunde eine festgelegte Menge an Trefferpunkten, die zwischen allen beschädigten verbündeten Schiffen in Reichweite aufgeteilt werden."
"TID_MODULE_TELEPORT","TELEPORTATION"
"TID_MODULE_TELEPORT_DESCR","Teleportiert das Schiff nach der Aktivierungsverzögerung zum festgelegten Ziel, welches sich in Reichweite befinden muss. Teleportation ist in Barrierebereichen, die von feindlichen Schiffen aufgebaut wurden, nicht möglich."
"TID_MODULE_TIME_WARP","ZEITSPRUNG"
"TID_MODULE_TIME_WARP_DESCR","Beschleunigt die Zeit in der Nähe des Schiffs. Beeinflusst Fluggeschwindigkeit, Kampfhandlungen und das Einsammeln von Artefakten.\n\nEin Objekt, das im Wirkungsbereich mehrerer Zeitsprünge liegt, wird nur vom Zeitsprung mit höchster Stufe beeinflusst."
"TID_MODULE_BATTERY","MAKRO-GESCHÜTZ"
"TID_MODULE_BATTERY_DESCR","Fügt einem einzelnen Gegner Schaden zu."
"TID_MODULE_LASER","LASER"
"TID_MODULE_LASER_DESCR","Eine mächtige Waffe, die mehr Schaden verursacht, je länger sie ein einzelnes Ziel angreift."
"TID_MODULE_WEAK_BATTERY","SCHWACHES MAKRO-GESCHÜTZ"
"TID_MODULE_WEAK_BATTERY_DESCR","Eine schwache Waffe, die einem einzelnen Gegner Schaden zufügt."
"TID_MINERAL_STORAGE_CAPACITY","WASSERSTOFFSPEICHERERWEITERUNG"
"TID_MINERAL_STORAGE_CAPACITY_DESCR","Erhöht die maximale Menge Wasserstoff, die ein Bergbauschiff transportieren kann."
"TID_MODULE_REDSTAR_EXTENDER","ROTER-RIESE-LEBENSVERLÄNGERUNG"
"TID_MODULE_REDSTAR_EXTENDER_DESCR","Verlängert die Lebenszeit eines roten Riesen geringfügig, wenn die Aktivierung in dessen Nähe erfolgt."
"TID_MODULE_STEALTH","TARNVORRICHTUNG"
"TID_MODULE_STEALTH_DESCR","Bei Aktivierung weicht das Schiff dem Feuer feindlicher Schiffe vollständig aus. Für die Dauer des Effekts greift es keine Feinde an und kann auch nicht angegriffen werden."
"TID_MODULE_MASS_MINING","FERNBERGBAU"
"TID_MODULE_MASS_MINING_DESCR","Baut zeitgleich, aber mit verringerter Geschwindigkeit, Wasserstoff in allen Asteroidenfeldern eines Sektors ab."
"TID_MODULE_UNITY","EINIGKEIT"
"TID_MODULE_UNITY_DESCR","Erhöht den Schaden pro Sekunde deines Schiffes, wenn sich Schiffe verbündeter Spieler im gleichen Sektor befinden. Die Erhöhung ist proportional zu der Anzahl der verbündeten Spieler mit Schiffen im Sektor."
"TID_MODULE_UNITY_MINER","BERGBAUEINIGKEIT"
"TID_MODULE_UNITY_MINER_DESCR","Wenn andere Spieler im gleichen Sektor Ressourcen abbauen, wird die Abbaugeschwindigkeit des Schiffes, das aktiviert wird, erhöht. Die Erhöhung ist proportional zu der Anzahl anderer Spieler, die im Sektor Ressourcen abbauen."
"TID_MODULE_FORTIFY","SCHUTZWALL"
"TID_MODULE_FORTIFY_DESCR","Verringert erlittenen direkten Waffenschaden. Alle Cerberus-Schiffe im Sektor bewegen sich auf den Besitzer zu. Feindliche Schiffe und Basen feuern bevorzugt auf den Besitzer."
"TID_MODULE_SALVAGE","WIEDERVERWERTUNG"
"TID_MODULE_SALVAGE_DESCR","Regeneriert sofort einen Teil der Trefferpunkte, wenn ein beliebiges Schiff (außer Cerberus-Geist) im gleichen Sektor zerstört wird."
"TID_MODULE_SUPRESS","FEUERPAUSE"
"TID_MODULE_SUPRESS_DESCR","Hindert ein einzelnes, feindliches Schiff für kurze Zeit daran, seine Waffen abzufeuern."
"TID_MODULE_SHIPMENT_DRONE","LIEFERDROHNE"
"TID_MODULE_SHIPMENT_DRONE_DESCR","Entsendet eine Drohne, die automatisch Waren einlädt und abholt, wenn möglich. Sie kann Sektoren nur durchqueren, wenn diese über aktivierte Warp-Hubs miteinander verbunden sind.\n\nDie Drohne kann jeweils nur einen Zielort mit Waren beliefern. Wenn sie mehr als eine Ware ausliefert, wird die gesamte Lieferung mit einem Creditbonus belohnt. Dieser entspricht der Anzahl der zusätzlich ausgelieferten Waren."
"TID_MODULE_DESTINY","SCHICKSALSSCHLAG"
"TID_MODULE_DESTINY_DESCR","Fügt allen feindlichen Schiffen in Reichweite massiven Flächenschaden zu. Das ausführende Schiff springt sofort zu einem zufälligen Asteroiden im Sternensystem. Wenn keine Asteroiden übrig sind, kann SCHICKSALSSCHLAG nicht aktiviert werden.\n\nNach dem Sprung ist das Schiff für kurze Zeit deaktiviert.\n\nKann nur aktiviert werden, wenn sich feindliche Schiffe im Sektor befinden."
"TID_MODULE_LEAP","KATZENSPRUNG"
"TID_MODULE_LEAP_DESCR","Teleportiert dein Schiff zu dem nächstgelegenen verbündeten Schiff im Sternensystem, das gerade in einen Kampf verwickelt ist. Wenn das verbündete Schiff nach der Aktivierungsverzögerung noch intakt ist, springt dein Schiff zu dem nächstgelegenen Objekt. Nach dem Sprung sind sowohl das verbündete als auch dein Schiff kurze Zeit deaktiviert."
"TID_MODULE_BOND","BINDUNG"
"TID_MODULE_BOND_DESCR","Erstellt eine Verbindung zur Steuerung eines feindlichen Schiffes. Während die Verbindung besteht, kann sich das Schiff nicht eigenständig bewegen. Das feindliche Schiff muss jeder deiner Bewegungen folgen, der Abstand zwischen den Schiffen wird dabei aufrechterhalten.\n\nEin Barrierefeld des feindlichen Schiffes ist für dein Schiff wirkungslos.\n\nDas feindliche Schiff kann sich von der Verbindung befreien, indem es Bindung auf das angreifende Schiff wirkt oder ein Modul verwendet, das Teleportation auslöst.\n\nFunktioniert nicht bei öffentlichen roten Riesen der Stufe 7 oder niedriger. Ein Schiff, das ein Cerberus-Schiff unter dem Einfluss von BINDUNG hält, kann nicht zu einem öffentlichen roten Riesen teleportieren.\n\nFunktioniert nicht gegen Cerberus-Sturm."
"TID_MODULE_VENGEANCE","VERGELTUNG"
"TID_MODULE_VENGEANCE_DESCR","Wird automatisch aktiviert, wenn die Trefferpunkte deines Schiffs unter den Mindestwert fallen. Ist dein Schiff nach der Aktivierungsverzögerung noch nicht zerstört, fügt eine massive Explosion allen feindlichen Schiffen in Reichweite Flächenschaden zu."
"TID_MODULE_PASSIVE_SHIELD","PASSIVER SCHILD"
"TID_MODULE_PASSIVE_SHIELD_DESCR","Ein Schild, der immer aktiv ist und sich mit der Zeit regenerieren kann.\n\nDer Schild beginnt sich erst dann zu regenerieren, wenn er eine gewisse Zeit lang entsprechend der Regenerationsverzögerung keinen Schaden mehr erlitten hat."
"TID_MODULE_MIRROR_SHIELD","SPIEGELSCHILD"
"TID_MODULE_MIRROR_SHIELD_DESCR","Der Schild wirft einen Teil des absorbierten Schadens auf den Angreifer zurück."
"TID_MODULE_AREA_SHIELD","FLÄCHENSCHILD"
"TID_MODULE_AREA_SHIELD_DESCR","Absorbiert durch verbündete Schiffe, darunter Transport- und Bergbauschiffe, erlittenen Schaden innerhalb des Bereichs des Effekts."
"TID_MODULE_AREA_SHIELD_DESCR_CERB","Absorbiert durch Cerberus-Schiffe erlittenen Schaden innerhalb des Effektbereichs."
"TID_MODULE_BLAST_SHIELD","EXPLOSIONSSCHILD"
"TID_MODULE_BLAST_SHIELD_DESCR","Schützt dein Schiff und alle verbündeten Schiffe in Reichweite vor Flächenschaden. Direkter Waffenschaden wird von diesem Schild nicht absorbiert, sondern richtet direkten Schaden am Schiffsrumpf an."
"TID_MODULE_BARRIER","BARRIERE"
"TID_MODULE_BARRIER_DESCR","Erzeugt ein Kraftfeld um das Schiff herum. Feindliche Schiffe und Raketen können sich innerhalb des Kraftfelds nicht bewegen. Feindliche Schiffe können Objekte innerhalb des Effektbereichs nichts als Ziel für ein Teleportationsmodul verwenden."
"TID_MODULE_IMPULSE","IMPULS"
"TID_MODULE_IMPULSE_DESCR","Beschleunigt für kurze Zeit die Fluggeschwindigkeit des Schiffes auf seiner aktuellen Route."
"TID_MODULE_BARRAGE","SPERRFEUER"
"TID_MODULE_BARRAGE_DESCR","Eine Geschützbatterie, die ihrem einzelnen Ziel mehr Schaden zufügt, wenn sich im Sektor mehrere feindliche Schiffe befinden.\n\nCerberus-Geister zählen nicht als Feinde für zusätzlichen Schaden."
"TID_MODULE_HYDRO_UPLOAD","WASSERSTOFF-UPLOAD"
"TID_MODULE_HYDRO_UPLOAD_DESCR","Fügt den Reserven deines Imperiums sofort einen Teil des abgebauten Wasserstoffs hinzu, ohne zu einem Planeten zurückzukehren."
"TID_MODULE_TRADE_BURST","HANDELSBONUS"
"TID_MODULE_TRADE_BURST_DESCR","Wenn es aktiviert wird, zählt es die Waren, die geliefert werden. Nachdem ein Minimum erreicht wurde, erhältst du einen Creditbonus auf jede weitere Creditlieferung, die dein Schiff tätigt, während das Modul noch aktiv ist."
"TID_MODULE_SHIPMENTBEAM","WARENSTRAHL"
"TID_MODULE_SHIPMENTBEAM_DESCR","Lädt sofort die Ware mit dem geringsten Wert eines beliebigen ausgewählten Außenpostens im Sternensystem auf dein Schiff. Funktioniert nicht mit Artefakten und Relikten."
"TID_MODULE_SANCTUARY","ZUFLUCHTSORT"
"TID_MODULE_SANCTUARY_DESCR","Wenn dein Schiff im Begriff ist, im Gefecht oder durch eine Supernova zerstört zu werden, springt es sofort ins Heimatsystem zurück. Jegliche Fracht auf dem Schiff geht verloren.\n\nSchlachtschiffe mit Zufluchtsort, die auf einem roten Riesen zerstört werden, können nicht zum gleichen Stern zurückkehren."
"TID_MODULE_FUELUSE_PCT","\n\nIst dieses Modul installiert, steigt der Wasserstoffverbrauch deines Schiffes bei Bewegung um {0} %."
"TID_MODULE_CRUNCH","SOFORT-ABBAU"
"TID_MODULE_CRUNCH_DESCR","Sammelt sofort den Wasserstoff aller Asteroidenfelder im aktuellen Sektor (wird begrenzt durch die maximale Menge im Feld und die Gesamtkapazität des Bergbauschiffs)."
"TID_MODULE_RECALL","RÜCKRUF"
"TID_MODULE_RECALL_DESCR","Ermöglicht es dem Transportschiff, sich zu jeder Handelsstation im aktuellen Sternensystem zu teleportieren."
"TID_MODULE_ALPHAROCKET","ALPHA-RAKETE"
"TID_MODULE_ALPHAROCKET_DESCR","Eine schnelle, jedoch schwache Rakete, die auf ein einzelnes festgelegtes Ziel abgeschossen werden kann. Wenn die Rakete ihr Ziel erreicht, explodiert sie und fügt allen feindlichen Schiffen Flächenschaden zu.\n\nFeindliche Schiffe können die Rakete entsprechend der normalen Zielerfassungsregeln beschießen. Die Rakete richtet keinen Schaden an, wenn sie vor dem Erreichen ihres Ziels zerstört wird."
